,count,mean,std,min,25%,50%,75%,max
ybc_per_att,215.0,2.64981428274282,0.39212239907916363,1.566035757410876,2.372918484947384,2.623817109547656,2.866531043296838,3.689323780310489
rush_pct_over_expected,215.0,0.38536286064303926,0.04001615796456461,0.2837635253463427,0.35980680861350267,0.3843423926231497,0.41400758331514487,0.5083545468963543
stuff_rate,215.0,0.18735957504041506,0.027917813268130726,0.1285714285714285,0.1682125895044675,0.1866859623733719,0.20236326492710555,0.2836538461538461
avg_time_to_los,215.0,2.7800558877994264,0.10465374143167759,2.5406777323345,2.7054683166567415,2.7747468290051818,2.8428967296021144,3.150159355692126
