team,season,ybc_per_att,ngs_attempts,ryoe_per_att,rush_pct_over_expected,avg_time_to_los,efficiency,pct_stacked_box,stuff_rate,aly
ARI,2018,2.2482821292440374,249,-0.1724054130615725,0.3759789746847953,2.619465110079119,4.095347928954187,25.70281124497992,0.1711711711711711,2.6684684684684687
ARI,2019,3.472459739276101,219,0.2964080400117495,0.3438554695255112,2.921068152591954,3.929990929676745,6.849315068493151,0.1718309859154929,3.1011267605633805
ARI,2020,3.224306493435557,275,-0.4058295600497744,0.3097995337995338,2.7606751157771825,4.436258745259799,16.0,0.2,2.802380952380952
ARI,2021,2.683127164365673,265,-0.3486473965571028,0.3487631027253668,2.759282079748305,4.289226346194735,17.358490566037737,0.1943844492440604,2.790712742980561
ARI,2022,2.995079802860141,187,0.1454075084960539,0.4089066014199704,2.782688711773901,4.149674542950378,14.97326203208556,0.1928020565552699,2.890745501285347
ARI,2023,3.689323780310489,249,0.6509343303978876,0.4192153228297807,2.883201268353271,3.832229436536545,24.899598393574298,0.2408256880733945,2.8073394495412844
ARI,2024,3.16708896273897,260,0.3495798032565859,0.4004900382125614,2.868571562612224,4.556305602400211,25.384615384615383,0.1698564593301435,3.1870813397129187
ATL,2018,3.1680714622283834,153,0.1825883912324432,0.3424836601307189,2.8167662750285296,4.679673084153245,25.49019607843137,0.2477064220183486,2.5027522935779816
ATL,2019,2.345405503556438,204,-1.103969636482606,0.2837635253463427,2.8641275045119565,4.898499576837176,27.45098039215686,0.2127659574468085,2.5835866261398177
ATL,2020,2.1389281523699903,226,-0.4001753485269279,0.3549900559270679,2.857965484122564,4.778948612632027,19.469026548672566,0.1858638743455497,2.6793193717277486
ATL,2021,2.229616849698864,163,-0.1355613087479549,0.3149284253578732,2.830759569877974,5.119220928031894,41.104294478527606,0.1961852861035422,2.7806539509536785
ATL,2022,3.129260526957524,338,0.811647405788508,0.4750129762275511,2.8462969328028587,4.013372414887004,38.16568047337278,0.162109375,3.204296875
ATL,2023,2.5303422819299306,334,0.1718281529217759,0.3812464357000285,2.9892446882791197,4.74091948634368,26.646706586826348,0.212058212058212,2.781288981288981
ATL,2024,2.28760479789384,361,0.6529371699961386,0.4855774171765398,2.88034212008318,4.468013769149901,16.066481994459835,0.1635220125786163,3.248846960167715
BAL,2018,2.481317476418304,260,0.3719964074784248,0.4225247954659719,2.686331839496602,3.689294567721604,22.692307692307693,0.1669829222011385,3.076660341555977
BAL,2019,3.40489844181178,259,0.0723686451374555,0.3531176031176031,2.712375261787761,3.5232112052538027,19.69111969111969,0.1397849462365591,3.3793906810035845
BAL,2020,3.6001344071008146,223,0.7116706374998295,0.4344108805992214,2.758270876930742,3.853360562703016,24.66367713004484,0.1524500907441016,3.261161524500908
BAL,2021,3.138042396708791,185,0.0588552355653486,0.3756756756756756,2.813645941655942,3.842749004138054,35.13513513513514,0.1589861751152073,3.055990783410138
BAL,2022,3.585695512455827,244,0.7403008865835158,0.4336211943793911,2.9739386703346744,5.114759797351062,34.83606557377049,0.186,3.1724
BAL,2023,3.522668321520731,229,-0.0381621519620936,0.3973799126637554,2.754223161748489,4.078515794137752,28.820960698689955,0.1550695825049702,3.0910536779324054
BAL,2024,3.3240523520481124,378,1.7427068742495158,0.465461537925306,2.7259145052568323,3.289453064513188,34.12698412698413,0.1607773851590106,3.2148409893992933
BUF,2018,2.1944581792372264,245,-0.7204072031510452,0.3555486997474575,2.842738834244726,5.322455537706259,19.18367346938776,0.2103960396039604,2.5668316831683167
BUF,2019,2.249021462995936,269,0.0220254546430715,0.3716339628979034,2.738698681501763,4.089660392542094,20.817843866171003,0.2146118721461187,2.7952054794520547
BUF,2020,2.2550317442704806,179,0.4834909225585832,0.4300854419980283,2.832416795262466,3.997163184024112,10.05586592178771,0.1944444444444444,2.792676767676768
BUF,2021,2.834665070141855,214,-0.1972760320710581,0.3580680223203588,2.860243245281687,4.100162267554894,15.88785046728972,0.1598173515981735,3.1383561643835614
BUF,2022,3.615367589831396,194,0.525984838586636,0.3881901035592667,2.728275365847682,3.37818485983656,24.742268041237114,0.1758793969849246,3.008291457286432
BUF,2023,2.699470101984153,284,0.5089607114105975,0.4356771944800113,2.6070959770138726,3.766154539611209,14.43661971830986,0.1346534653465346,3.0572277227722773
BUF,2024,2.703239774493542,282,1.0994611253280238,0.4283305520789876,2.6552598593808,3.5897802257451423,25.53191489361702,0.1814744801512287,2.985444234404537
CAR,2018,3.300777677087261,219,0.34786729303032,0.3662173633064043,2.76012060913465,3.825234033397911,21.91780821917808,0.1693548387096774,3.149193548387097
CAR,2019,3.5269730512491093,278,0.7586236292176518,0.3638232271325796,2.655965737801906,4.150139077804692,24.100719424460436,0.1988795518207282,2.922408963585434
CAR,2020,2.2528119336741708,228,0.0336906720714651,0.3864128804918278,2.745498587596614,4.205512285423169,30.26315789473684,0.1731843575418994,2.893854748603352
CAR,2021,2.4265290231329857,219,-0.2681245502916887,0.4039688721046672,2.7548156816470097,4.314171088328374,28.310502283105023,0.2163461538461538,2.714903846153846
CAR,2022,2.8549066791772244,325,0.6014245817358932,0.4596353902507749,2.6790086656096435,3.785120189264459,28.0,0.175704989154013,3.0008676789587856
CAR,2023,2.445357267679844,289,0.0973292601136364,0.4095059592464437,2.7669761666630177,4.388925975840732,17.301038062283737,0.1995133819951338,2.6148418491484184
