,ybc_allowed_per_att,rush_pct_over_expected_allowed,stuff_rate_forced,aly_allowed,pct_stacked_box_forced
ybc_allowed_per_att,1.0,0.3712164955913285,-0.39929471240654013,0.5720134156280219,0.05444677818298887
rush_pct_over_expected_allowed,0.3712164955913285,1.0,-0.2655085161499196,0.4290830633452134,0.14880307781117627
stuff_rate_forced,-0.39929471240654013,-0.2655085161499196,1.0,-0.8503443613971194,0.1803770718111062
aly_allowed,0.5720134156280219,0.4290830633452134,-0.8503443613971194,1.0,-0.09865739905533778
pct_stacked_box_forced,0.05444677818298887,0.14880307781117627,0.1803770718111062,-0.09865739905533778,1.0
