team,season,pressured_pct_allowed,hurry_rate_allowed,hit_rate_allowed
MIN,2018,0.26541680333717693,0.14628085183923956,0.058813950739488065
MIN,2019,0.23496348799691588,0.1087144496702148,0.06312451916335053
MIN,2020,0.30938414689365573,0.09788424986465945,0.14333050873039418
MIN,2021,0.26657740582080364,0.11248641979721773,0.10786369021651016
MIN,2022,0.23890098366982052,0.0483023846764118,0.1305469856119238
MIN,2023,0.270358298990669,0.06899769088824365,0.1365872656359109
MIN,2024,0.24391869635819083,0.07882738357917142,0.08031469270330674
MIN,2025,0.26443638189103413,0.051467483723758325,0.10648444908363791
NE,2018,0.1649377100605702,0.07068759002595866,0.06375743414106075
NE,2019,0.1840325525948765,0.08179224559772288,0.06134418419829216
NE,2020,0.2613725886372748,0.10655959382904281,0.08042233496531533
NE,2021,0.18725832514718524,0.05420635727944836,0.08213084436280053
NE,2022,0.1827567093566404,0.0647955605900816,0.049842738915447375
NE,2023,0.2018158849128266,0.0704753883822569,0.05605996803134072
NE,2024,0.23927808383158866,0.06926470847756513,0.08815508351690109
NE,2025,0.22128226388511732,0.07022730530485759,0.06095200083063111
NO,2018,0.1754453784886769,0.08852748455850669,0.049897309478431046
NO,2019,0.16662808968440015,0.08022833947767415,0.04474272778562596
NO,2020,0.18161568893338484,0.047378005808709094,0.09001821103654727
NO,2021,0.2603468460246393,0.10952522487933103,0.08438828802177964
NO,2022,0.18486055439363555,0.04764447278186483,0.06479648298333618
NO,2023,0.15421072818301565,0.04248662919327982,0.05822241778338346
NO,2024,0.23833214869054917,0.10096014632030208,0.07944404956351639
NO,2025,0.1889305430905186,0.07047409147027281,0.044983462640599665
NYG,2018,0.2452134413972151,0.1012494209640114,0.06960897691275783
NYG,2019,0.2702362339110005,0.09746224829577067,0.10927585414980348
NYG,2020,0.29766807163996784,0.10486034341862503,0.10824293514180648
NYG,2021,0.2320847796781786,0.08191227518053362,0.09404742705913119
NYG,2022,0.24866580990993273,0.07717214790308256,0.0928924002537105
NYG,2023,0.26727428339282344,0.07958166865067215,0.06156317763542562
NYG,2024,0.2507330214818622,0.07506976691073719,0.10359627833681731
NYG,2025,0.24918302808300583,0.07555872464452434,0.09645794635471193
NYJ,2018,0.24129823642155918,0.13271403003185755,0.0448125296211467
NYJ,2019,0.303957503169768,0.13125437636876344,0.08462453213249223
NYJ,2020,0.2811808143123454,0.10368542527767735,0.10368542527767735
NYJ,2021,0.2732422236196674,0.12028597887604923,0.07573561632936433
NYJ,2022,0.23388629725868879,0.08332199339840787,0.08916915082987509
NYJ,2023,0.2621251141257405,0.08353437702908215,0.08641487278870567
