,ybc_per_att,ryoe_per_att,rush_pct_over_expected,avg_time_to_los,efficiency,pct_stacked_box,stuff_rate,aly
ybc_per_att,1.0,0.3157454902649426,0.19526053656239797,-0.012099490489654037,-0.19541806129022996,-0.015929221368625155,-0.25149865255694875,0.48617141591104573
ryoe_per_att,0.3157454902649426,1.0,0.6657300063255136,0.08997342553304816,-0.30071786249698573,0.24412554855083157,-0.20003749488103412,0.38796964691628405
rush_pct_over_expected,0.19526053656239797,0.6657300063255136,1.0,-0.08026088954990086,-0.32734909090480613,0.15144896763473784,-0.38628436065169,0.5233422522318981
avg_time_to_los,-0.012099490489654037,0.08997342553304816,-0.08026088954990086,1.0,0.2715560308283993,0.12435646510003025,0.3791343329819172,-0.24246100307369253
efficiency,-0.19541806129022996,-0.30071786249698573,-0.32734909090480613,0.2715560308283993,1.0,-0.015885190656623364,0.3516647800858385,-0.42512014231709766
pct_stacked_box,-0.015929221368625155,0.24412554855083157,0.15144896763473784,0.12435646510003025,-0.015885190656623364,1.0,0.038832520056587834,-0.0042306591723648874
stuff_rate,-0.25149865255694875,-0.20003749488103412,-0.38628436065169,0.3791343329819172,0.3516647800858385,0.038832520056587834,1.0,-0.820740141445575
aly,0.48617141591104573,0.38796964691628405,0.5233422522318981,-0.24246100307369253,-0.42512014231709766,-0.0042306591723648874,-0.820740141445575,1.0
