season,week,team,opponent,points,run_block_off_z,pass_block_off_z,run_def_z,pass_def_z,rush_matchup,pass_matchup,rush_att,rush_yards,rush_explosive_rate,rush_negative_rate,rush_ypa,dropbacks,pass_yards,pass_explosive_rate,pass_negative_rate,pass_ypd
2018,2,CLE,NO,18,-1.0789015100153372,-0.3597442471970162,1.0853793155127653,0.6223994417596485,-2.1642808255281025,-0.9821436889566646,27,93.0,0.07407407407407407,0.1111111111111111,3.4444444444444446,35,245.0,0.2,0.14285714285714285,7.0
2018,2,MIA,NYJ,20,0.809783730362227,-0.8461321372286751,-0.19941850054177276,0.08646496226245477,1.0092022309039996,-0.9325970994911299,31,135.0,0.12903225806451613,0.3225806451612903,4.354838709677419,27,122.0,0.14814814814814814,0.14814814814814814,4.518518518518518
2018,2,KC,PIT,42,0.4487441655673585,-2.1756957408610607,0.414971865185459,0.6378359698884829,0.033772300381899545,-2.8135317107495434,25,127.0,0.16,0.24,5.08,31,342.0,0.2903225806451613,0.03225806451612903,11.03225806451613
2018,2,PHI,TB,21,-1.0025932201408467,0.1836682530508237,-0.2486030460568014,-1.3284418754146927,-0.7539901740840453,1.5121101284655165,24,91.0,0.08333333333333333,0.20833333333333334,3.7916666666666665,51,325.0,0.13725490196078433,0.11764705882352941,6.372549019607843
2018,2,HOU,TEN,17,-0.016577689285252453,-1.0715381597486373,-0.45785583787664763,-0.2028999459673815,0.4412781485913952,-0.8686382137812558,26,148.0,0.19230769230769232,0.07692307692307693,5.6923076923076925,39,333.0,0.28205128205128205,0.1282051282051282,8.538461538461538
2018,2,IND,WAS,21,0.5171308337705541,1.0103793499447067,-1.2695813449170874,-0.5446295570359863,1.7867121786876417,1.555008906980693,28,104.0,0.07142857142857142,0.14285714285714285,3.7142857142857144,33,179.0,0.12121212121212122,0.09090909090909091,5.424242424242424
2018,2,ARI,LA,0,0.3184835264648675,-0.19135902652215644,-0.47103232916163756,1.043368871861677,0.7895158556265051,-1.2347278983838335,15,54.0,0.0,0.06666666666666667,3.6,28,83.0,0.03571428571428571,0.10714285714285714,2.9642857142857144
2018,2,DET,SF,27,-0.15888605557430163,0.7632693216355376,0.3336112797667934,1.634821462900318,-0.492497335341095,-0.8715521412647803,18,98.0,0.16666666666666666,0.05555555555555555,5.444444444444445,56,337.0,0.10714285714285714,0.07142857142857142,6.017857142857143
2018,2,NE,JAX,20,0.49210669679977104,1.1957451668173433,0.7222952520104337,0.687940741429301,-0.23018855521066262,0.5078044253880424,24,82.0,0.125,0.125,3.4166666666666665,38,230.0,0.13157894736842105,0.10526315789473684,6.052631578947368
2018,2,NYG,DAL,13,-0.736377677232688,0.07690389028621163,1.156448354577802,0.1691833500625588,-1.89282603181049,-0.09227945977634718,17,35.0,0.058823529411764705,0.29411764705882354,2.0588235294117645,51,221.0,0.0784313725490196,0.1568627450980392,4.333333333333333
2018,2,SEA,CHI,17,0.8114522413268429,-0.9524312125639888,1.445179183546554,0.6760462894821879,-0.633726942219711,-1.6284775020461768,22,74.0,0.045454545454545456,0.13636363636363635,3.3636363636363638,42,219.0,0.11904761904761904,0.16666666666666666,5.214285714285714
2018,3,NYJ,CLE,17,-1.6750666039092619,0.1949122177770846,0.47637517803692064,0.12473024576541368,-2.1514417819461826,0.07018197201167091,30,107.0,0.06666666666666667,0.36666666666666664,3.566666666666667,33,161.0,0.12121212121212122,0.09090909090909091,4.878787878787879
2018,3,NO,ATL,43,0.38590018705461243,1.1582926700202152,-1.47411803934433,-1.072402882416989,1.8600182263989424,2.2306955524372043,27,143.0,0.14814814814814814,0.1111111111111111,5.296296296296297,51,398.0,0.17647058823529413,0.0196078431372549,7.803921568627451
2018,3,DEN,BAL,14,1.0504806764319852,-0.47327201004023073,0.4964896084726813,1.395137777029344,0.5539910679593039,-1.8684097870695748,24,120.0,0.16666666666666666,0.2916666666666667,5.0,37,173.0,0.10810810810810811,0.08108108108108109,4.675675675675675
2018,3,CIN,CAR,21,0.18544972265505902,0.3718120839478955,0.5649956386546164,-0.5456415366860099,-0.37954591599955745,0.9174536206339055,13,66.0,0.23076923076923078,0.23076923076923078,5.076923076923077,47,330.0,0.1702127659574468,0.06382978723404255,7.0212765957446805
2018,3,NYG,HOU,27,-0.736377677232688,0.07690389028621163,1.0265523703009678,-0.10275591391202783,-1.7629300475336558,0.17965980419823946,27,114.0,0.14814814814814814,0.2222222222222222,4.222222222222222,33,265.0,0.30303030303030304,0.18181818181818182,8.030303030303031
2018,3,TEN,JAX,9,-0.10946646418074892,0.3063528015990013,0.7222952520104337,0.687940741429301,-0.8317617161911826,-0.38158793983029965,35,150.0,0.11428571428571428,0.2,4.285714285714286,29,113.0,0.034482758620689655,0.10344827586206896,3.896551724137931
2018,3,SF,KC,27,-0.06713159536058952,-0.8544685585025724,-0.9503725381338005,0.20513669374233656,0.883240942773211,-1.0596052522449089,29,178.0,0.20689655172413793,0.20689655172413793,6.137931034482759,37,252.0,0.16216216216216217,0.10810810810810811,6.8108108108108105
2018,3,BUF,MIN,27,-0.7465488042205085,-1.0090288042147446,-0.22442040333738666,-0.6557828103874047,-0.5221284008831218,-0.3532459938273399,38,128.0,0.05263157894736842,0.10526315789473684,3.3684210526315788,29,194.0,0.13793103448275862,0.10344827586206896,6.689655172413793
2018,3,IND,PHI,16,0.5171308337705541,1.0103793499447067,0.8391649997900512,0.22921196576823186,-0.3220341660194971,0.7811673841764748,13,68.0,0.15384615384615385,0.23076923076923078,5.230769230769231,44,174.0,0.045454545454545456,0.11363636363636363,3.9545454545454546
2018,3,GB,WAS,17,1.249739678365091,-0.1660110481244378,-1.2695813449170874,-0.5446295570359863,2.5193210232821786,0.37861850891154847,17,100.0,0.29411764705882354,0.11764705882352941,5.882352941176471,50,250.0,0.08,0.12,5.0
2018,3,LAC,LA,23,-0.7883971916998751,-0.11826839122287731,-0.47103232916163756,1.043368871861677,-0.31736486253823754,-1.1616372630845542,20,141.0,0.3,0.3,7.05,32,215.0,0.1875,0.0625,6.71875
2018,3,CHI,ARI,16,0.03376583754735496,0.8694049649799075,-0.40393452026939913,0.06645103983748668,0.4377003578167541,0.8029539251424208,31,122.0,0.0967741935483871,0.1935483870967742,3.935483870967742,40,202.0,0.075,0.1,5.05
2018,3,DAL,SEA,13,0.19401103725873525,-0.5191914104752104,-0.7411345174327324,1.0880398626169463,0.9351455546914677,-1.6072312730921567,19,166.0,0.42105263157894735,0.10526315789473684,8.736842105263158,40,148.0,0.1,0.2,3.7
2018,3,NE,DET,10,0.49210669679977104,1.1957451668173433,-0.683670368213416,-0.8826281756898139,1.175777065013187,2.0783733425071573,19,89.0,0.15789473684210525,0.10526315789473684,4.684210526315789,28,120.0,0.14285714285714285,0.14285714285714285,4.285714285714286
2018,3,PIT,TB,30,0.26099399933235895,1.227742649180995,-0.2486030460568014,-1.3284418754146927,0.5095970453891603,2.556184524595688,22,78.0,0.09090909090909091,0.45454545454545453,3.5454545454545454,41,335.0,0.14634146341463414,0.12195121951219512,8.170731707317072
2018,4,MIN,LA,31,-0.4517890135604787,-0.42751284126968897,-0.47103232916163756,1.043368871861677,0.019243315601158884,-1.4708817131313658,17,54.0,0.058823529411764705,0.35294117647058826,3.176470588235294,57,418.0,0.17543859649122806,0.10526315789473684,7.333333333333333
2018,4,CIN,ATL,37,0.18544972265505902,0.3718120839478955,-1.47411803934433,-1.072402882416989,1.6595677619993892,1.4442149663648844,23,99.0,0.13043478260869565,0.08695652173913043,4.304347826086956,47,321.0,0.1276595744680851,0.10638297872340426,6.829787234042553
2018,4,TB,CHI,10,-0.44242878493786314,0.18630085109068073,1.445179183546554,0.6760462894821879,-1.8876079684844171,-0.4897454383915072,18,60.0,0.05555555555555555,0.2222222222222222,3.3333333333333335,43,258.0,0.09302325581395349,0.13953488372093023,6.0
2018,4,DET,DAL,24,-0.15888605557430163,0.7632693216355376,1.156448354577802,0.1691833500625588,-1.3153344101521036,0.5940859715729788,20,96.0,0.1,0.2,4.8,34,289.0,0.2647058823529412,0.11764705882352941,8.5
2018,4,BUF,GB,0,-0.7465488042205085,-1.0090288042147446,-0.402112993258983,-0.4730203547447307,-0.34443581096152553,-0.5360084494700139,16,58.0,0.0625,0.1875,3.625,43,100.0,0.06976744186046512,0.16279069767441862,2.3255813953488373
2018,4,HOU,IND,37,-0.016577689285252453,-1.0715381597486373,0.9385557352108507,-1.2199941277242214,-0.9551334244961032,0.14845596797558414,35,119.0,0.08571428571428572,0.2,3.4,50,371.0,0.18,0.14,7.42
2018,4,NYJ,JAX,12,-1.6750666039092619,0.1949122177770846,0.7222952520104337,0.687940741429301,-2.3973618559196956,-0.4930285236522164,14,34.0,0.0,0.2857142857142857,2.4285714285714284,40,152.0,0.075,0.075,3.8
2018,4,MIA,NE,7,0.809783730362227,-0.8461321372286751,-0.899856035807509,0.3990274100367861,1.7096397661697358,-1.245159547265461,18,56.0,0.05555555555555555,0.2222222222222222,3.111111111111111,28,123.0,0.07142857142857142,0.10714285714285714,4.392857142857143
2018,4,PHI,TEN,23,-1.0025932201408467,0.1836682530508237,-0.45785583787664763,-0.2028999459673815,-0.5447373822641991,0.3865681990182052,22,117.0,0.22727272727272727,0.13636363636363635,5.318181818181818,56,323.0,0.125,0.14285714285714285,5.767857142857143
2018,4,SEA,ARI,20,0.8114522413268429,-0.9524312125639888,-0.40393452026939913,0.06645103983748668,1.2153867615962421,-1.0188822524014753,34,171.0,0.17647058823529413,0.14705882352941177,5.029411764705882,29,171.0,0.10344827586206896,0.10344827586206896,5.896551724137931
2018,4,SF,LAC,27,-0.06713159536058952,-0.8544685585025724,0.18570310308670265,-1.0867700173905188,-0.25283469844729217,0.2323014588879464,21,76.0,0.09523809523809523,0.23809523809523808,3.619047619047619,42,305.0,0.14285714285714285,0.023809523809523808,7.261904761904762
2018,4,NO,NYG,33,0.38590018705461243,1.1582926700202152,-0.12306226011987124,0.2584616153676896,0.5089624471744837,0.8998310546525257,32,170.0,0.09375,0.15625,5.3125,35,219.0,0.2,0.05714285714285714,6.257142857142857
2018,4,BAL,PIT,26,0.7208670793319942,-0.000511313669322259,0.414971865185459,0.6378359698884829,0.30589521414653525,-0.6383472835578051,30,96.0,0.06666666666666667,0.16666666666666666,3.2,44,355.0,0.1590909090909091,0.045454545454545456,8.068181818181818
2018,4,KC,DEN,27,0.4487441655673585,-2.1756957408610607,-0.47853881446367186,-0.8856181977909369,0.9272829800310304,-1.2900775430701237,26,142.0,0.07692307692307693,0.15384615384615385,5.461538461538462,47,312.0,0.19148936170212766,0.0425531914893617,6.638297872340425
2018,5,IND,NE,24,0.5171308337705541,1.0103793499447067,-0.899856035807509,0.3990274100367861,1.416986869578063,0.6113519399079206,21,84.0,0.09523809523809523,0.047619047619047616,4.0,60,355.0,0.13333333333333333,0.03333333333333333,5.916666666666667
2018,5,TEN,BUF,12,-0.10946646418074892,0.3063528015990013,0.8838254346665387,1.036712659207512,-0.9932918988472876,-0.7303598576085106,25,100.0,0.12,0.16,4.0,30,131.0,0.06666666666666667,0.1,4.366666666666666
2018,5,NYG,CAR,31,-0.736377677232688,0.07690389028621163,0.5649956386546164,-0.5456415366860099,-1.3013733158873044,0.6225454269722215,16,50.0,0.125,0.4375,3.125,39,384.0,0.2564102564102564,0.05128205128205128,9.846153846153847
2018,5,MIA,CIN,17,0.809783730362227,-0.8461321372286751,-1.3462046491794502,-0.051814898058721554,2.155988379541677,-0.7943172391699536,22,128.0,0.13636363636363635,0.13636363636363635,5.818181818181818,37,169.0,0.13513513513513514,0.13513513513513514,4.5675675675675675
2018,5,BAL,CLE,9,0.7208670793319942,-0.000511313669322259,0.47637517803692064,0.12473024576541368,0.2444919012950736,-0.12524155943473594,25,116.0,0.2,0.32,4.64,60,305.0,0.13333333333333333,0.03333333333333333,5.083333333333333
2018,5,GB,DET,23,1.249739678365091,-0.1660110481244378,-0.683670368213416,-0.8826281756898139,1.933410046578507,0.7166171275653761,20,98.0,0.15,0.1,4.9,60,436.0,0.16666666666666666,0.06666666666666667,7.266666666666667
2018,5,JAX,KC,14,-0.05725148690891843,0.25576613750521354,-0.9503725381338005,0.20513669374233656,0.8931210512248821,0.05062944376287698,17,101.0,0.17647058823529413,0.058823529411764705,5.9411764705882355,68,429.0,0.1323529411764706,0.08823529411764706,6.3088235294117645
2018,5,DEN,NYJ,16,1.0504806764319852,-0.47327201004023073,-0.19941850054177276,0.08646496226245477,1.249899176973758,-0.5597369723026855,17,92.0,0.17647058823529413,0.35294117647058826,5.411764705882353,56,344.0,0.10714285714285714,0.07142857142857142,6.142857142857143
2018,5,ATL,PIT,17,-0.4066203214229128,0.5440622346344438,0.414971865185459,0.6378359698884829,-0.8215921866083717,-0.09377373525403909,19,62.0,0.10526315789473684,0.2631578947368421,3.263157894736842,52,272.0,0.1346153846153846,0.15384615384615385,5.230769230769231
2018,5,MIN,PHI,23,-0.4517890135604787,-0.42751284126968897,0.8391649997900512,0.22921196576823186,-1.29095401335053,-0.6567248070379208,23,77.0,0.13043478260869565,0.30434782608695654,3.347826086956522,39,301.0,0.1282051282051282,0.02564102564102564,7.717948717948718
2018,5,ARI,SF,28,0.3184835264648675,-0.19135902652215644,0.3336112797667934,1.634821462900318,-0.015127753301925895,-1.8261804894224745,23,56.0,0.043478260869565216,0.30434782608695654,2.4347826086956523,25,164.0,0.12,0.04,6.56
2018,5,DAL,HOU,16,0.19401103725873525,-0.5191914104752104,1.0265523703009678,-0.10275591391202783,-0.8325413330422325,-0.4164354965631826,29,98.0,0.10344827586206896,0.3448275862068966,3.3793103448275863,33,207.0,0.09090909090909091,0.09090909090909091,6.2727272727272725
2018,5,WAS,NO,19,-0.4355872224338694,-0.5859028672451984,1.0853793155127653,0.6223994417596485,-1.5209665379466348,-1.2083023090048468,18,39.0,0.05555555555555555,0.2777777777777778,2.1666666666666665,43,244.0,0.16279069767441862,0.09302325581395349,5.674418604651163
2018,6,PHI,NYG,34,-1.0025932201408467,0.1836682530508237,-0.12306226011987124,0.2584616153676896,-0.8795309600209755,-0.07479336231686587,31,108.0,0.03225806451612903,0.12903225806451613,3.4838709677419355,39,285.0,0.15384615384615385,0.10256410256410256,7.3076923076923075
2018,6,TB,ATL,29,-0.44242878493786314,0.18630085109068073,-1.47411803934433,-1.072402882416989,1.0316892544064669,1.2587037335076696,20,121.0,0.2,0.2,6.05,46,403.0,0.2608695652173913,0.043478260869565216,8.76086956521739
2018,6,PIT,CIN,28,0.26099399933235895,1.227742649180995,-1.3462046491794502,-0.051814898058721554,1.607198648511809,1.2795575472397167,21,112.0,0.23809523809523808,0.23809523809523808,5.333333333333333,47,371.0,0.1702127659574468,0.0425531914893617,7.8936170212765955
2018,6,LAC,CLE,38,-0.7883971916998751,-0.11826839122287731,0.47637517803692064,0.12473024576541368,-1.2647723697367956,-0.242998636988291,36,246.0,0.3333333333333333,0.19444444444444445,6.833333333333333,22,203.0,0.2727272727272727,0.045454545454545456,9.227272727272727
2018,6,BUF,HOU,13,-0.7465488042205085,-1.0090288042147446,1.0265523703009678,-0.10275591391202783,-1.7731011745214764,-0.9062728903027167,27,100.0,0.07407407407407407,0.18518518518518517,3.7037037037037037,36,151.0,0.1111111111111111,0.1111111111111111,4.194444444444445
2018,6,CHI,MIA,28,0.03376583754735496,0.8694049649799075,-0.19563112070464886,0.12312302638748374,0.22939695825200382,0.7462819385924238,31,164.0,0.12903225806451613,0.0967741935483871,5.290322580645161,36,315.0,0.16666666666666666,0.1388888888888889,8.75
2018,6,ARI,MIN,17,0.3184835264648675,-0.19135902652215644,-0.22442040333738666,-0.6557828103874047,0.5429039298022542,0.4644237838652483,20,60.0,0.05,0.15,3.0,35,208.0,0.2,0.14285714285714285,5.942857142857143
2018,6,IND,NYJ,34,0.5171308337705541,1.0103793499447067,-0.19941850054177276,0.08646496226245477,0.7165493343123269,0.9239143876822519,23,127.0,0.13043478260869565,0.13043478260869565,5.521739130434782,45,308.0,0.24444444444444444,0.0,6.844444444444444
2018,6,CAR,WAS,17,0.6947142286145896,0.72901054876549,-1.2695813449170874,-0.5446295570359863,1.9642955735316772,1.2736401058014764,18,81.0,0.16666666666666666,0.2777777777777778,4.5,44,292.0,0.20454545454545456,0.045454545454545456,6.636363636363637
2018,6,JAX,DAL,7,-0.05725148690891843,0.25576613750521354,1.156448354577802,0.1691833500625588,-1.2136998414867204,0.08658278744265474,18,65.0,0.05555555555555555,0.16666666666666666,3.611111111111111,31,148.0,0.16129032258064516,0.0967741935483871,4.774193548387097
2018,6,BAL,TEN,21,0.7208670793319942,-0.000511313669322259,-0.45785583787664763,-0.2028999459673815,1.178722917208642,0.20238863229805926,35,123.0,0.08571428571428572,0.17142857142857143,3.5142857142857142,38,240.0,0.15789473684210525,0.07894736842105263,6.315789473684211
2018,6,KC,NE,40,0.4487441655673585,-2.1756957408610607,-0.899856035807509,0.3990274100367861,1.3486002013748675,-2.5747231508978468,17,94.0,0.11764705882352941,0.17647058823529413,5.529411764705882,37,358.0,0.21621621621621623,0.05405405405405406,9.675675675675675
2018,6,SF,GB,30,-0.06713159536058952,-0.8544685585025724,-0.402112993258983,-0.4730203547447307,0.33498139789839343,-0.3814482037578417,30,174.0,0.16666666666666666,0.1,5.8,28,248.0,0.21428571428571427,0.10714285714285714,8.857142857142858
2018,7,DEN,ARI,45,1.0504806764319852,-0.47327201004023073,-0.40393452026939913,0.06645103983748668,1.4544151967013843,-0.5397230498777175,31,131.0,0.12903225806451613,0.3225806451612903,4.225806451612903,25,185.0,0.12,0.12,7.4
2018,7,NE,CHI,38,0.49210669679977104,1.1957451668173433,1.445179183546554,0.6760462894821879,-0.9530724867467829,0.5196988773351554,27,108.0,0.037037037037037035,0.18518518518518517,4.0,38,279.0,0.13157894736842105,0.05263157894736842,7.342105263157895
2018,7,BUF,IND,5,-0.7465488042205085,-1.0090288042147446,0.9385557352108507,-1.2199941277242214,-1.685104539431359,0.21096532350947683,22,135.0,0.18181818181818182,0.2727272727272727,6.136363636363637,33,168.0,0.09090909090909091,0.12121212121212122,5.090909090909091
2018,7,HOU,JAX,20,-0.016577689285252453,-1.0715381597486373,0.7222952520104337,0.687940741429301,-0.7388729412956861,-1.7594789011779381,37,141.0,0.05405405405405406,0.16216216216216217,3.810810810810811,28,142.0,0.14285714285714285,0.07142857142857142,5.071428571428571
2018,7,DET,MIA,32,-0.15888605557430163,0.7632693216355376,-0.19563112070464886,0.12312302638748374,0.036745065130347226,0.6401462952480539,36,248.0,0.19444444444444445,0.2777777777777778,6.888888888888889,24,218.0,0.3333333333333333,0.041666666666666664,9.083333333333334
2018,7,MIN,NYJ,37,-0.4517890135604787,-0.42751284126968897,-0.19941850054177276,0.08646496226245477,-0.25237051301870594,-0.5139778035321437,24,88.0,0.125,0.4166666666666667,3.6666666666666665,41,228.0,0.14634146341463414,0.07317073170731707,5.560975609756097
2018,7,CAR,PHI,21,0.6947142286145896,0.72901054876549,0.8391649997900512,0.22921196576823186,-0.14445077117546157,0.4997985829972581,17,121.0,0.35294117647058826,0.23529411764705882,7.117647058823529,45,286.0,0.13333333333333333,0.044444444444444446,6.355555555555555
2018,7,CLE,TB,23,-1.0789015100153372,-0.3597442471970162,-0.2486030460568014,-1.3284418754146927,-0.8302984639585358,0.9686976282176765,23,119.0,0.17391304347826086,0.2608695652173913,5.173913043478261,42,229.0,0.11904761904761904,0.11904761904761904,5.4523809523809526
2018,7,NO,BAL,24,0.38590018705461243,1.1582926700202152,0.4964896084726813,1.395137777029344,-0.11058942141806888,-0.23684510700912886,39,134.0,0.05128205128205128,0.1282051282051282,3.4358974358974357,31,205.0,0.12903225806451613,0.06451612903225806,6.612903225806452
2018,7,DAL,WAS,17,0.19401103725873525,-0.5191914104752104,-1.2695813449170874,-0.5446295570359863,1.4635923821758228,0.02543814656077581,22,73.0,0.09090909090909091,0.22727272727272727,3.3181818181818183,44,283.0,0.1590909090909091,0.09090909090909091,6.431818181818182
2018,7,CIN,KC,10,0.18544972265505902,0.3718120839478955,-0.9503725381338005,0.20513669374233656,1.1358222607888595,0.16667539020555894,19,65.0,0.05263157894736842,0.21052631578947367,3.4210526315789473,36,179.0,0.1111111111111111,0.1111111111111111,4.972222222222222
2018,7,TEN,LAC,19,-0.10946646418074892,0.3063528015990013,0.18570310308670265,-1.0867700173905188,-0.2951695672674516,1.3931228189895202,33,164.0,0.15151515151515152,0.12121212121212122,4.96969696969697,40,254.0,0.175,0.1,6.35
2018,7,NYG,ATL,20,-0.736377677232688,0.07690389028621163,-1.47411803934433,-1.072402882416989,0.7377403621116421,1.1493067727032005,21,63.0,0.14285714285714285,0.3333333333333333,3.0,44,379.0,0.18181818181818182,0.11363636363636363,8.613636363636363
2018,8,MIA,HOU,23,0.809783730362227,-0.8461321372286751,1.0265523703009678,-0.10275591391202783,-0.21676863993874085,-0.7433762233166472,25,116.0,0.08,0.2,4.64,40,254.0,0.15,0.1,6.35
2018,8,BAL,CAR,21,0.7208670793319942,-0.000511313669322259,0.5649956386546164,-0.5456415366860099,0.1558714406773778,0.5451302230166877,18,101.0,0.2222222222222222,0.16666666666666666,5.611111111111111,47,237.0,0.06382978723404255,0.0425531914893617,5.042553191489362
2018,8,NYJ,CHI,10,-1.6750666039092619,0.1949122177770846,1.445179183546554,0.6760462894821879,-3.120245787455816,-0.48113407170510336,24,57.0,0.041666666666666664,0.2916666666666667,2.375,32,168.0,0.125,0.0625,5.25
2018,8,TB,CIN,34,-0.44242878493786314,0.18630085109068073,-1.3462046491794502,-0.051814898058721554,0.903775864241587,0.23811574914940228,27,126.0,0.07407407407407407,0.1111111111111111,4.666666666666667,61,488.0,0.21311475409836064,0.09836065573770492,8.0
2018,8,SEA,DET,28,0.8114522413268429,-0.9524312125639888,-0.683670368213416,-0.8826281756898139,1.495122609540259,-0.06980303687417488,42,176.0,0.09523809523809523,0.11904761904761904,4.190476190476191,19,237.0,0.42105263157894735,0.10526315789473684,12.473684210526315
2018,8,DEN,KC,23,1.0504806764319852,-0.47327201004023073,-0.9503725381338005,0.20513669374233656,2.000853214565786,-0.6784087037825672,31,189.0,0.22580645161290322,0.12903225806451613,6.096774193548387,40,231.0,0.15,0.175,5.775
2018,8,WAS,NYG,20,-0.4355872224338694,-0.5859028672451984,-0.12306226011987124,0.2584616153676896,-0.3125249623139981,-0.844364482612888,33,182.0,0.15151515151515152,0.21212121212121213,5.515151515151516,33,181.0,0.12121212121212122,0.0,5.484848484848484
2018,8,CLE,PIT,18,-1.0789015100153372,-0.3597442471970162,0.414971865185459,0.6378359698884829,-1.4938733752007962,-0.997580217085499,21,74.0,0.14285714285714285,0.38095238095238093,3.5238095238095237,40,172.0,0.1,0.125,4.3
