name,team,pos,salary,dk_id,snapshot_ts
nick mullens,JAX,QB,4000,44132618,2026-09-22T17:18:20.170106+00:00
quinn ewers,JAX,QB,4000,44132619,2026-09-22T17:18:20.170106+00:00
joey aguilar,JAX,QB,4000,44132620,2026-09-22T17:18:20.170106+00:00
lequint allen,JAX,RB,4000,44132857,2026-09-22T17:18:20.170106+00:00
j'mari taylor,JAX,RB,4000,44132859,2026-09-22T17:18:20.170106+00:00
brenton strange,JAX,TE,3900,44133465,2026-09-22T17:18:20.170106+00:00
travis hunter,JAX,WR,3300,44133139,2026-09-22T17:18:20.170106+00:00
josh cameron,JAX,WR,3000,44133283,2026-09-22T17:18:20.170106+00:00
cj williams,JAX,WR,3000,44133285,2026-09-22T17:18:20.170106+00:00
tim jones,JAX,WR,3000,44133287,2026-09-22T17:18:20.170106+00:00
austin trammell,JAX,WR,3000,44133289,2026-09-22T17:18:20.170106+00:00
michael wortham,JAX,WR,3000,44133291,2026-09-22T17:18:20.170106+00:00
trebor pena,JAX,WR,3000,44133293,2026-09-22T17:18:20.170106+00:00
nate boerkircher,JAX,TE,2500,44133545,2026-09-22T17:18:20.170106+00:00
tanner koziol,JAX,TE,2500,44133547,2026-09-22T17:18:20.170106+00:00
quintin morris,JAX,TE,2500,44133615,2026-09-22T17:18:20.170106+00:00
hayden rucci,JAX,TE,2500,44133617,2026-09-22T17:18:20.170106+00:00
Jaguars,JAX,DST,2400,44133762,2026-09-22T17:18:20.170106+00:00
jaylen waddle,DEN,WR,6500,44132981,2026-09-22T17:18:20.170106+00:00
courtland sutton,DEN,WR,5800,44133001,2026-09-22T17:18:20.170106+00:00
bo nix,DEN,QB,5700,44132578,2026-09-22T17:18:20.170106+00:00
rj harvey,DEN,RB,5200,44132711,2026-09-22T17:18:20.170106+00:00
jk dobbins,DEN,RB,5000,44132721,2026-09-22T17:18:20.170106+00:00
jarrett stidham,DEN,QB,4200,44132601,2026-09-22T17:18:20.170106+00:00
jonah coleman,DEN,RB,4200,44132773,2026-09-22T17:18:20.170106+00:00
pat bryant,DEN,WR,4200,44133061,2026-09-22T17:18:20.170106+00:00
sam ehlinger,DEN,QB,4000,44132621,2026-09-22T17:18:20.170106+00:00
tyler badie,DEN,RB,4000,44132861,2026-09-22T17:18:20.170106+00:00
cody schrader,DEN,RB,4000,44132863,2026-09-22T17:18:20.170106+00:00
adam prentice,DEN,RB,4000,44132865,2026-09-22T17:18:20.170106+00:00
troy franklin,DEN,WR,3800,44133095,2026-09-22T17:18:20.170106+00:00
marvin mims,DEN,WR,3700,44133107,2026-09-22T17:18:20.170106+00:00
lil'jordan humphrey,DEN,WR,3300,44133137,2026-09-22T17:18:20.170106+00:00
evan engram,DEN,TE,3300,44133489,2026-09-22T17:18:20.170106+00:00
dane key,DEN,WR,3000,44133295,2026-09-22T17:18:20.170106+00:00
kolbe katsis,DEN,WR,3000,44133297,2026-09-22T17:18:20.170106+00:00
michael bandy,DEN,WR,3000,44133299,2026-09-22T17:18:20.170106+00:00
adam trautman,DEN,TE,2800,44133513,2026-09-22T17:18:20.170106+00:00
nate adkins,DEN,TE,2500,44133619,2026-09-22T17:18:20.170106+00:00
dallen bentley,DEN,TE,2500,44133621,2026-09-22T17:18:20.170106+00:00
caleb lohner,DEN,TE,2500,44133623,2026-09-22T17:18:20.170106+00:00
mitchell fraboni,DEN,TE,2500,44133625,2026-09-22T17:18:20.170106+00:00
lucas krull,DEN,TE,2500,44133627,2026-09-22T17:18:20.170106+00:00
Broncos,DEN,DST,2800,44133754,2026-09-22T17:18:20.170106+00:00
ashton jeanty,LV,RB,6800,44132667,2026-09-22T17:18:20.170106+00:00
brock bowers,LV,TE,6600,44133445,2026-09-22T17:18:20.170106+00:00
kirk cousins,LV,QB,5000,44132588,2026-09-22T17:18:20.170106+00:00
fernando mendoza,LV,QB,4500,44132597,2026-09-22T17:18:20.170106+00:00
tre tucker,LV,WR,4500,44133045,2026-09-22T17:18:20.170106+00:00
mike washington,LV,RB,4300,44132761,2026-09-22T17:18:20.170106+00:00
aidan o'connell,LV,QB,4000,44132617,2026-09-22T17:18:20.170106+00:00
dylan laube,LV,RB,4000,44132849,2026-09-22T17:18:20.170106+00:00
chris collier,LV,RB,4000,44132851,2026-09-22T17:18:20.170106+00:00
dare ogunbowale,LV,RB,4000,44132853,2026-09-22T17:18:20.170106+00:00
connor heyward,LV,RB,4000,44132855,2026-09-22T17:18:20.170106+00:00
roman hemby,LV,RB,4000,44132957,2026-09-22T17:18:20.170106+00:00
jalen nailor,LV,WR,3900,44133081,2026-09-22T17:18:20.170106+00:00
jack bech,LV,WR,3600,44133111,2026-09-22T17:18:20.170106+00:00
michael mayer,LV,TE,3600,44133475,2026-09-22T17:18:20.170106+00:00
dont'e thornton,LV,WR,3000,44133179,2026-09-22T17:18:20.170106+00:00
malik benson,LV,WR,3000,44133269,2026-09-22T17:18:20.170106+00:00
dareke young,LV,WR,3000,44133271,2026-09-22T17:18:20.170106+00:00
cody white,LV,WR,3000,44133273,2026-09-22T17:18:20.170106+00:00
justin shorter,LV,WR,3000,44133275,2026-09-22T17:18:20.170106+00:00
corey rucker,LV,WR,3000,44133277,2026-09-22T17:18:20.170106+00:00
deven thompkins,LV,WR,3000,44133279,2026-09-22T17:18:20.170106+00:00
ronnie bell,LV,WR,3000,44133281,2026-09-22T17:18:20.170106+00:00
ian thomas,LV,TE,2500,44133607,2026-09-22T17:18:20.170106+00:00
chris myarick,LV,TE,2500,44133609,2026-09-22T17:18:20.170106+00:00
carter runyon,LV,TE,2500,44133611,2026-09-22T17:18:20.170106+00:00
patrick gurd,LV,TE,2500,44133613,2026-09-22T17:18:20.170106+00:00
Raiders,LV,DST,2600,44133759,2026-09-22T17:18:20.170106+00:00
omarion hampton,LAC,RB,6600,44132671,2026-09-22T17:18:20.170106+00:00
ladd mcconkey,LAC,WR,6200,44132989,2026-09-22T17:18:20.170106+00:00
justin herbert,LAC,QB,6000,44132575,2026-09-22T17:18:20.170106+00:00
quentin johnston,LAC,WR,5000,44133025,2026-09-22T17:18:20.170106+00:00
keaton mitchell,LAC,RB,4600,44132739,2026-09-22T17:18:20.170106+00:00
kimani vidal,LAC,RB,4300,44132767,2026-09-22T17:18:20.170106+00:00
trey lance,LAC,QB,4000,44132615,2026-09-22T17:18:20.170106+00:00
dj uiagalelei,LAC,QB,4000,44132616,2026-09-22T17:18:20.170106+00:00
alec ingold,LAC,RB,4000,44132841,2026-09-22T17:18:20.170106+00:00
gregory desrosiers,LAC,RB,4000,44132843,2026-09-22T17:18:20.170106+00:00
scott matlock,LAC,RB,4000,44132845,2026-09-22T17:18:20.170106+00:00
amar johnson,LAC,RB,4000,44132847,2026-09-22T17:18:20.170106+00:00
tre' harris,LAC,WR,4000,44133079,2026-09-22T17:18:20.170106+00:00
brenen thompson,LAC,WR,3500,44133123,2026-09-22T17:18:20.170106+00:00
oronde gadsden,LAC,TE,3500,44133479,2026-09-22T17:18:20.170106+00:00
keandre lambert-smith,LAC,WR,3300,44133143,2026-09-22T17:18:20.170106+00:00
derius davis,LAC,WR,3000,44133263,2026-09-22T17:18:20.170106+00:00
gary jennings,LAC,WR,3000,44133265,2026-09-22T17:18:20.170106+00:00
theo wease,LAC,WR,3000,44133267,2026-09-22T17:18:20.170106+00:00
david njoku,LAC,TE,3000,44133499,2026-09-22T17:18:20.170106+00:00
marquez valdes-scantling,LAC,WR,3000,44192197,2026-09-22T17:18:20.170106+00:00
charlie kolar,LAC,TE,2700,44133519,2026-09-22T17:18:20.170106+00:00
evan svoboda,LAC,TE,2500,44133603,2026-09-22T17:18:20.170106+00:00
patrick herbert,LAC,TE,2500,44133605,2026-09-22T17:18:20.170106+00:00
Chargers,LAC,DST,3200,44133748,2026-09-22T17:18:20.170106+00:00
jaxon smith-njigba,SEA,WR,8100,44132963,2026-09-22T17:18:20.170106+00:00
jadarian price,SEA,RB,5500,44132695,2026-09-22T17:18:20.170106+00:00
sam darnold,SEA,QB,5400,44132581,2026-09-22T17:18:20.170106+00:00
drew lock,SEA,QB,4900,44132590,2026-09-22T17:18:20.170106+00:00
george holani,SEA,RB,4500,44132747,2026-09-22T17:18:20.170106+00:00
jalen milroe,SEA,QB,4400,44132598,2026-09-22T17:18:20.170106+00:00
rashid shaheed,SEA,WR,4300,44133055,2026-09-22T17:18:20.170106+00:00
cooper kupp,SEA,WR,4100,44133071,2026-09-22T17:18:20.170106+00:00
zach charbonnet,SEA,RB,4000,44132787,2026-09-22T17:18:20.170106+00:00
jacardia wright,SEA,RB,4000,44132829,2026-09-22T17:18:20.170106+00:00
robbie ouzts,SEA,RB,4000,44132831,2026-09-22T17:18:20.170106+00:00
brady russell,SEA,RB,4000,44132833,2026-09-22T17:18:20.170106+00:00
velus jones,SEA,RB,4000,44132835,2026-09-22T17:18:20.170106+00:00
emanuel wilson,SEA,RB,4000,44132959,2026-09-22T17:18:20.170106+00:00
aj barner,SEA,TE,3300,44133487,2026-09-22T17:18:20.170106+00:00
tory horton,SEA,WR,3200,44133149,2026-09-22T17:18:20.170106+00:00
montorie foster,SEA,WR,3000,44133239,2026-09-22T17:18:20.170106+00:00
irvin charles,SEA,WR,3000,44133241,2026-09-22T17:18:20.170106+00:00
jake bobo,SEA,WR,3000,44133243,2026-09-22T17:18:20.170106+00:00
julian hicks,SEA,WR,3000,44133245,2026-09-22T17:18:20.170106+00:00
ricky white,SEA,WR,3000,44133247,2026-09-22T17:18:20.170106+00:00
emmanuel henderson,SEA,WR,3000,44133249,2026-09-22T17:18:20.170106+00:00
elijah arroyo,SEA,TE,2500,44133535,2026-09-22T17:18:20.170106+00:00
eric saubert,SEA,TE,2500,44133587,2026-09-22T17:18:20.170106+00:00
nick kallerup,SEA,TE,2500,44133589,2026-09-22T17:18:20.170106+00:00
Seahawks,SEA,DST,3500,44133745,2026-09-22T17:18:20.170106+00:00
trey mcbride,ARI,TE,6900,44133443,2026-09-22T17:18:20.170106+00:00
jeremiyah love,ARI,RB,5900,44132687,2026-09-22T17:18:20.170106+00:00
michael wilson,ARI,WR,5400,44133009,2026-09-22T17:18:20.170106+00:00
jacoby brissett,ARI,QB,5000,44132587,2026-09-22T17:18:20.170106+00:00
tyler allgeier,ARI,RB,4900,44132725,2026-09-22T17:18:20.170106+00:00
marvin harrison,ARI,WR,4900,44133029,2026-09-22T17:18:20.170106+00:00
gardner minshew,ARI,QB,4000,44132605,2026-09-22T17:18:20.170106+00:00
carson beck,ARI,QB,4000,44132606,2026-09-22T17:18:20.170106+00:00
trey benson,ARI,RB,4000,44132799,2026-09-22T17:18:20.170106+00:00
james conner,ARI,RB,4000,44132801,2026-09-22T17:18:20.170106+00:00
bam knight,ARI,RB,4000,44132837,2026-09-22T17:18:20.170106+00:00
evan hull,ARI,RB,4000,44132839,2026-09-22T17:18:20.170106+00:00
kendrick bourne,ARI,WR,3900,44133083,2026-09-22T17:18:20.170106+00:00
jalen brooks,ARI,WR,3000,44133251,2026-09-22T17:18:20.170106+00:00
devin duvernay,ARI,WR,3000,44133253,2026-09-22T17:18:20.170106+00:00
reggie virgil,ARI,WR,3000,44133255,2026-09-22T17:18:20.170106+00:00
simi fehoko,ARI,WR,3000,44133257,2026-09-22T17:18:20.170106+00:00
harrison wallace,ARI,WR,3000,44133259,2026-09-22T17:18:20.170106+00:00
ihmir smith-marsette,ARI,WR,3000,44133261,2026-09-22T17:18:20.170106+00:00
elijah higgins,ARI,TE,2500,44133591,2026-09-22T17:18:20.170106+00:00
hunter long,ARI,TE,2500,44133593,2026-09-22T17:18:20.170106+00:00
tip reiman,ARI,TE,2500,44133595,2026-09-22T17:18:20.170106+00:00
jameson geers,ARI,TE,2500,44133597,2026-09-22T17:18:20.170106+00:00
shawn bowman,ARI,TE,2500,44133599,2026-09-22T17:18:20.170106+00:00
teagan quitoriano,ARI,TE,2500,44133601,2026-09-22T17:18:20.170106+00:00
Cardinals,ARI,DST,2500,44133760,2026-09-22T17:18:20.170106+00:00
jayden daniels,WAS,QB,6300,44132572,2026-09-22T17:18:20.170106+00:00
jacory croskey-merritt,WAS,RB,5500,44132697,2026-09-22T17:18:20.170106+00:00
stefon diggs,WAS,WR,5300,44133013,2026-09-22T17:18:20.170106+00:00
terry mclaurin,WAS,WR,5200,44133015,2026-09-22T17:18:20.170106+00:00
rachaad white,WAS,RB,5000,44132723,2026-09-22T17:18:20.170106+00:00
kaytron allen,WAS,RB,4500,44132749,2026-09-22T17:18:20.170106+00:00
antonio williams,WAS,WR,4400,44133051,2026-09-22T17:18:20.170106+00:00
marcus mariota,WAS,QB,4000,44132604,2026-09-22T17:18:20.170106+00:00
athan kaliakmanis,WAS,QB,4000,44132648,2026-09-22T17:18:20.170106+00:00
sam hartman,WAS,QB,4000,44132649,2026-09-22T17:18:20.170106+00:00
jeremy mcnichols,WAS,RB,4000,44132797,2026-09-22T17:18:20.170106+00:00
robert henry,WAS,RB,4000,44132939,2026-09-22T17:18:20.170106+00:00
craig reynolds,WAS,RB,4000,44132941,2026-09-22T17:18:20.170106+00:00
chig okonkwo,WAS,TE,3700,44133471,2026-09-22T17:18:20.170106+00:00
treylon burks,WAS,WR,3000,44133167,2026-09-22T17:18:20.170106+00:00
luke mccaffrey,WAS,WR,3000,44133185,2026-09-22T17:18:20.170106+00:00
jaylin lane,WAS,WR,3000,44133189,2026-09-22T17:18:20.170106+00:00
dyami brown,WAS,WR,3000,44133191,2026-09-22T17:18:20.170106+00:00
van jefferson,WAS,WR,3000,44133409,2026-09-22T17:18:20.170106+00:00
river cracraft,WAS,WR,3000,44133411,2026-09-22T17:18:20.170106+00:00
jaden bradley,WAS,WR,3000,44133413,2026-09-22T17:18:20.170106+00:00
ben sinnott,WAS,TE,2900,44133505,2026-09-22T17:18:20.170106+00:00
john bates,WAS,TE,2700,44133521,2026-09-22T17:18:20.170106+00:00
colson yankoff,WAS,TE,2500,44133713,2026-09-22T17:18:20.170106+00:00
jack westover,WAS,TE,2500,44133715,2026-09-22T17:18:20.170106+00:00
tyler ott,WAS,TE,2500,44133717,2026-09-22T17:18:20.170106+00:00
Commanders,WAS,DST,2500,44133761,2026-09-22T17:18:20.170106+00:00
ceedee lamb,DAL,WR,7300,44132969,2026-09-22T17:18:20.170106+00:00
dak prescott,DAL,QB,6400,44132571,2026-09-22T17:18:20.170106+00:00
javonte williams,DAL,RB,6400,44132675,2026-09-22T17:18:20.170106+00:00
george pickens,DAL,WR,6300,44132985,2026-09-22T17:18:20.170106+00:00
emari demercado,DAL,RB,4500,44132751,2026-09-22T17:18:20.170106+00:00
sam howell,DAL,QB,4000,44132650,2026-09-22T17:18:20.170106+00:00
joe milton,DAL,QB,4000,44132651,2026-09-22T17:18:20.170106+00:00
malik davis,DAL,RB,4000,44132795,2026-09-22T17:18:20.170106+00:00
tyler goodson,DAL,RB,4000,44132901,2026-09-22T17:18:20.170106+00:00
israel abanikanda,DAL,RB,4000,44132943,2026-09-22T17:18:20.170106+00:00
hunter luepke,DAL,RB,4000,44132945,2026-09-22T17:18:20.170106+00:00
ryan flournoy,DAL,WR,3800,44133097,2026-09-22T17:18:20.170106+00:00
jake ferguson,DAL,TE,3800,44133467,2026-09-22T17:18:20.170106+00:00
kavontae turpin,DAL,WR,3100,44133157,2026-09-22T17:18:20.170106+00:00
jonathan mingo,DAL,WR,3000,44133193,2026-09-22T17:18:20.170106+00:00
camden brown,DAL,WR,3000,44133415,2026-09-22T17:18:20.170106+00:00
jordan hudson,DAL,WR,3000,44133417,2026-09-22T17:18:20.170106+00:00
anthony smith,DAL,WR,3000,44133419,2026-09-22T17:18:20.170106+00:00
brevyn spann-ford,DAL,TE,2800,44133511,2026-09-22T17:18:20.170106+00:00
luke schoonmaker,DAL,TE,2500,44133719,2026-09-22T17:18:20.170106+00:00
princeton fant,DAL,TE,2500,44133721,2026-09-22T17:18:20.170106+00:00
dj rogers,DAL,TE,2500,44133723,2026-09-22T17:18:20.170106+00:00
james mitchell,DAL,TE,2500,44133725,2026-09-22T17:18:20.170106+00:00
michael trigg,DAL,TE,2500,44133727,2026-09-22T17:18:20.170106+00:00
Cowboys,DAL,DST,2900,44133752,2026-09-22T17:18:20.170106+00:00
de'von achane,MIA,RB,6700,44132669,2026-09-22T17:18:20.170106+00:00
malik willis,MIA,QB,5200,44132584,2026-09-22T17:18:20.170106+00:00
jaylen wright,MIA,RB,4200,44132769,2026-09-22T17:18:20.170106+00:00
kyle mccord,MIA,QB,4000,44132613,2026-09-22T17:18:20.170106+00:00
brady cook,MIA,QB,4000,44132614,2026-09-22T17:18:20.170106+00:00
ollie gordon,MIA,RB,4000,44132793,2026-09-22T17:18:20.170106+00:00
dj herman,MIA,RB,4000,44132823,2026-09-22T17:18:20.170106+00:00
jarquez hunter,MIA,RB,4000,44132825,2026-09-22T17:18:20.170106+00:00
carlos washington,MIA,RB,4000,44132827,2026-09-22T17:18:20.170106+00:00
malik washington,MIA,WR,4000,44133077,2026-09-22T17:18:20.170106+00:00
caleb douglas,MIA,WR,3700,44133103,2026-09-22T17:18:20.170106+00:00
chris bell,MIA,WR,3500,44133121,2026-09-22T17:18:20.170106+00:00
greg dulcich,MIA,TE,3200,44133493,2026-09-22T17:18:20.170106+00:00
jalen tolbert,MIA,WR,3000,44133187,2026-09-22T17:18:20.170106+00:00
kevin coleman,MIA,WR,3000,44133231,2026-09-22T17:18:20.170106+00:00
ryan miller,MIA,WR,3000,44133233,2026-09-22T17:18:20.170106+00:00
will sheppard,MIA,WR,3000,44133235,2026-09-22T17:18:20.170106+00:00
jalen reagor,MIA,WR,3000,44133237,2026-09-22T17:18:20.170106+00:00
will kacmarek,MIA,TE,2500,44133577,2026-09-22T17:18:20.170106+00:00
seydou traore,MIA,TE,2500,44133579,2026-09-22T17:18:20.170106+00:00
justin joly,MIA,TE,2500,44133581,2026-09-22T17:18:20.170106+00:00
cole turner,MIA,TE,2500,44133583,2026-09-22T17:18:20.170106+00:00
tre watson,MIA,TE,2500,44133585,2026-09-22T17:18:20.170106+00:00
cal adomitis,MIA,TE,2500,44192201,2026-09-22T17:18:20.170106+00:00
Dolphins,MIA,DST,2000,44133767,2026-09-22T17:18:20.170106+00:00
christian mccaffrey,SF,RB,8000,44132659,2026-09-22T17:18:20.170106+00:00
mike evans,SF,WR,6600,44132979,2026-09-22T17:18:20.170106+00:00
brock purdy,SF,QB,6200,44132573,2026-09-22T17:18:20.170106+00:00
deebo samuel,SF,WR,5300,44133011,2026-09-22T17:18:20.170106+00:00
de'zhaun stribling,SF,WR,4800,44133035,2026-09-22T17:18:20.170106+00:00
george kittle,SF,TE,4600,44133453,2026-09-22T17:18:20.170106+00:00
kaelon black,SF,RB,4500,44132743,2026-09-22T17:18:20.170106+00:00
mac jones,SF,QB,4000,44132611,2026-09-22T17:18:20.170106+00:00
kurtis rourke,SF,QB,4000,44132612,2026-09-22T17:18:20.170106+00:00
jordan james,SF,RB,4000,44132803,2026-09-22T17:18:20.170106+00:00
isaac guerendo,SF,RB,4000,44132817,2026-09-22T17:18:20.170106+00:00
sincere mccormick,SF,RB,4000,44132819,2026-09-22T17:18:20.170106+00:00
kyle juszczyk,SF,RB,4000,44132821,2026-09-22T17:18:20.170106+00:00
demarcus robinson,SF,WR,3900,44133089,2026-09-22T17:18:20.170106+00:00
jordan watkins,SF,WR,3000,44133197,2026-09-22T17:18:20.170106+00:00
jacob cowing,SF,WR,3000,44133217,2026-09-22T17:18:20.170106+00:00
christian kirk,SF,WR,3000,44133219,2026-09-22T17:18:20.170106+00:00
brandon aiyuk,SF,WR,3000,44133221,2026-09-22T17:18:20.170106+00:00
ricky pearsall,SF,WR,3000,44133223,2026-09-22T17:18:20.170106+00:00
khadarel hodge,SF,WR,3000,44133225,2026-09-22T17:18:20.170106+00:00
will pauling,SF,WR,3000,44133227,2026-09-22T17:18:20.170106+00:00
wesley grimes,SF,WR,3000,44133229,2026-09-22T17:18:20.170106+00:00
jake tonges,SF,TE,2600,44133523,2026-09-22T17:18:20.170106+00:00
luke farrell,SF,TE,2500,44133571,2026-09-22T17:18:20.170106+00:00
brayden willis,SF,TE,2500,44133573,2026-09-22T17:18:20.170106+00:00
khalil dinkins,SF,TE,2500,44133575,2026-09-22T17:18:20.170106+00:00
jack stoll,SF,TE,2500,44192203,2026-09-22T17:18:20.170106+00:00
49ers,SF,DST,3800,44133742,2026-09-22T17:18:20.170106+00:00
