player_name,team,pos,target_share,carry_share,catch_rate,ypc,yac_per_rec,cpoe,sack_rate,scramble_rate,adot,avg_air_yards_per_att,deep_target_rate,elusiveness,broken_tackle_rate,avg_time_to_throw_sec,avg_separation_yds
Tip Reiman,ARI,TE,0,0,0.7917,4.2,4.5714,,,,3.25,,0,-1.0094,0.1429,,3
Trey McBride,ARI,TE,0.27,0.005,0.7464,2,4.4679,,,,6.5791,,0.0522,-0.269,0.1815,,3.1988
Cooper Rush,ATL,QB,0,0,,,,-6.2168,0.0389,0,,7.374,,,,2.556,
Jack Strand,ATL,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Michael Penix,ATL,QB,0,0.01,,,,-0.4515,0.0745,0.03,,8.5491,,,,2.8126,
Tua Tagovailoa,ATL,QB,0,0.01,,,,2.2554,0.0664,0.03,,6.3511,,,,2.6027,
Bijan Robinson,ATL,RB,0.165,0.695,0.8322,4.7852,9.6091,,,,-0.0337,,0.0201,1.63,0.2534,,3.2
Brian Robinson,ATL,RB,0.03,0.255,0.7625,4.4237,7.8426,,,,-1.1167,,0,-0.35,0.0926,,3.2
Cash Jones,ATL,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Trey Sermon,ATL,RB,0,0,0.7586,3.769,5.591,,,,0.931,,0,-1.0777,0.1364,,3.2
Tyler Goodson,ATL,RB,0,0,0.6833,3.7718,4.6667,,,,3.0583,,0.125,-2.0213,0.0833,,3.2
Antwane Wells,ATL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Beaux Collins,ATL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Chris Blair,ATL,WR,0.02,0,0.5,4.2,0,,,,18.5,,0.5,-5.1144,0,,2.8
Drake London,ATL,WR,0.28,0.015,0.6395,-3,3.0906,,,,10.8649,,0.1431,-0.8542,0.1534,,2.6262
Dylan Drummond,ATL,WR,0,0,0.4833,4.2,1.5556,,,,11.5,,0.0833,-3.6851,0,,1.9714
Jahan Dotson,ATL,WR,0.105,0.005,0.5302,13,3.9329,,,,12.7274,,0.314,-2.171,0,,2.7888
Olamide Zaccheaus,ATL,WR,0.065,0,0.6461,6.6,4.5304,,,,6.6844,,0.078,-0.3735,0.1229,,3.3631
Vinny Anthony,ATL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Zachariah Branch,ATL,WR,0.08,0,0.8059,4.2,4.8235,,,,5.681,,0.07,0.2373,0.08,,2.8
Austin Hooper,ATL,TE,0.065,0,0.8089,4,5.5489,,,,6.7756,,0.065,0.6689,0.2126,,3.1844
Charlie Woerner,ATL,TE,0,0,0.7262,4,3.4091,,,,2.131,,0,-2.4956,0.2121,,3
Jack Velling,ATL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Kyle Pitts,ATL,TE,0.19,0.01,0.6647,-4,5.1312,,,,7.6256,,0.0734,0.3354,0.2278,,3.3883
Nick Muse,ATL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Joe Fagnano,BAL,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Lamar Jackson,BAL,QB,0,0.175,,,,4.5936,0.0649,0.075,,8.783,,,,3.0666,
Skylar Thompson,BAL,QB,0,0.01,,,,1.5134,0.1175,0,,7.2556,,,,2.6854,
Tyler Huntley,BAL,QB,0,0.1,,,,7.7384,0.0957,0,,7.3528,,,,2.6305,
Adam Randall,BAL,RB,0,0,0.75,4.988,6.5,,,,1,,0.04,0,0.15,,3.2
Derrick Henry,BAL,RB,0.05,0.63,0.7821,5.5461,11.7879,,,,-0.7628,,0,4.6466,0.447,,3.2
Jonathan Ward,BAL,RB,0,0,0.7143,4.136,6,,,,2.429,,0,0,0.15,,3.2
Justice Hill,BAL,RB,0.1,0.11,0.8002,4.3971,9.6265,,,,-0.7432,,0.0207,1.2616,0.3068,,3.2
Rasheen Ali,BAL,RB,0,0.02,0.7222,2.0357,9.7,,,,-0.8889,,0,1.317,0.3,,3.2
Chris Moore,BAL,WR,0,0,0.6623,8.5,5.167,,,,11.052,,0.1948,-0.9067,0.14,,2.831
Devontez Walker,BAL,WR,0.05,0,0.7143,4.2,2.5,,,,25.9286,,0.7857,0,0.1,,2.8
Elijah Sarratt,BAL,WR,0.07,0,0.6417,4.2,3.022,,,,8.652,,0.1622,-0.4887,0.09,,2.8
Ja'Kobi Lane,BAL,WR,0.125,0,0.6127,4.2,3.104,,,,10.1598,,0.2475,-0.1595,0.1276,,2.8
LaJohntay Wester,BAL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Rashod Bateman,BAL,WR,0.11,0,0.5841,18,3.5897,,,,13.2832,,0.2127,-0.5029,0.1545,,3.5935
Ty Pezza,BAL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Xavier Guillory,BAL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Zay Flowers,BAL,WR,0.3,0.04,0.6823,6.3438,6.3368,,,,9.554,,0.1836,0.8078,0.2596,,3.7549
Durham Smythe,BAL,TE,0.04,0,0.6667,1,2.3846,,,,5.1275,,0.0588,-2.318,0,,3.449
Josh Cuevas,BAL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Mark Andrews,BAL,TE,0.155,0.025,0.7208,4.8667,2.9343,,,,8.8491,,0.067,-0.0283,0.0635,,3.1957
Matthew Hibner,BAL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Nick Vannett,BAL,TE,0,0,0.7333,4,7.091,,,,3.089,,0.0222,1.7917,0.3226,,2.811
Josh Allen,BUF,QB,0,0.145,,,,2.335,0.0483,0.07,,7.7168,,,,2.8841,
Kyle Allen,BUF,QB,0,0.01,,,,-18.1319,0,0,,9,,,,2.673,
Shane Buechele,BUF,QB,0,0.01,,,,-16.7719,0.2083,0,,9.8571,,,,2.7,
Frank Gore,BUF,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
James Cook,BUF,RB,0.055,0.575,0.8383,5.0789,8.9756,,,,1.0901,,0.0167,1.8377,0.3808,,3.2
Ray Davis,BUF,RB,0.02,0.14,0.8254,3.4832,9.6228,,,,-0.4365,,0.0159,2.0034,0.2895,,3.2
Ty Johnson,BUF,RB,0.07,0.105,0.6417,4.6851,10.3167,,,,3.4019,,0.0923,2.3544,0.2617,,3.2
DJ Moore,BUF,WR,0.22,0.02,0.6408,6,4.8914,,,,9.746,,0.2017,-0.8331,0.2181,,3.5182
Greg Dortch,BUF,WR,0,0,0.7592,5.667,6.648,,,,4.963,,0.0628,0.5538,0.2411,,3.821
Ja'Mori Maclin,BUF,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Josh Palmer,BUF,WR,0.1,0,0.6349,5.333,2.558,,,,12.6267,,0.1915,-2.2138,0.1494,,2.4035
Keon Coleman,BUF,WR,0.085,0,0.5917,9,5.9375,,,,13.7224,,0.2601,1.7616,0.1906,,2.2379
Khalil Shakir,BUF,WR,0.155,0.015,0.7498,3,6.8502,,,,4.7081,,0.0743,0.8268,0.2523,,4.0204
Skyler Bell,BUF,WR,0.05,0,0.7048,4.2,6.335,,,,4.991,,0.0681,1.057,0.186,,3.706
Stephen Gosnell,BUF,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Trent Sherfield,BUF,WR,0,0,0.8333,4,4.9091,,,,6,,0.0417,0.6545,0.2727,,2.518
Tyrell Shavers,BUF,WR,0.05,0,0.6879,4,12.3796,,,,10.9152,,0.1121,7.3912,0.4167,,4.4801
Dalton Kincaid,BUF,TE,0.15,0,0.6548,4,6.6583,,,,8.663,,0.129,1.5518,0.3549,,3.5007
Dawson Knox,BUF,TE,0.045,0,0.7217,4,4.527,,,,8.8325,,0.1222,-0.2326,0.1149,,3.9689
Jackson Hawes,BUF,TE,0,0,0.8974,4.2,5.3846,,,,6.5,,0.1538,0,0.2308,,3
Keleki Latu,BUF,TE,0,0,1,4.2,3.8333,,,,3.3333,,0,-0.7471,0.1667,,3
Bryce Young,CAR,QB,0,0.06,,,,1.451,0.0555,0.035,,7.0487,,,,2.8202,
Haynes King,CAR,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Kenny Pickett,CAR,QB,0,0.03,,,,-11.8562,0.1138,0,,6.5732,,,,2.8535,
AJ Dillon,CAR,RB,0.01,0.1,0.7942,4.6667,2.25,,,,3.75,,0,-1.1988,0,,3.2
Anthony Tyus,CAR,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Chuba Hubbard,CAR,RB,0.08,0.405,0.7728,4.2472,7.7107,,,,-0.9636,,0,-0.5366,0.1847,,3.2
Jonathon Brooks,CAR,RB,0.1,0.405,0.8123,4.089,9.512,,,,-0.8146,,0,1.953,0.216,,3.2
Trevor Etienne,CAR,RB,0.03,0.02,0.8255,4.3135,3.6667,,,,0.6667,,0,-2.6919,0,,3.2
Brycen Tremayne,CAR,WR,0,0,0.8167,4,3.1875,,,,7.1,,0.0222,-1.5547,0.1042,,1.8529
Casey Washington,CAR,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Chris Brazzell,CAR,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
David Moore,CAR,WR,0,0,0.5904,6,1.8405,,,,10.4363,,0.0885,-1.9835,0.0357,,2.3198
Ja'Seem Reed,CAR,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jalen Coker,CAR,WR,0.165,0,0.6758,4,4.2375,,,,11.1764,,0.1205,-0.4293,0.1208,,2.6483
Jimmy Horn,CAR,WR,0.03,0,0.7407,9.9167,6.625,,,,5.9259,,0.1111,-0.7557,0.125,,2.8
John Metchie,CAR,WR,0.05,0,0.734,-1.6667,3.2952,,,,6.3525,,0.0455,-1.9482,0.069,,3.1353
Tetairoa McMillan,CAR,WR,0.26,0,0.6047,4,4.303,,,,12.1777,,0.2072,-0.1626,0.1917,,2.5979
Xavier Legette,CAR,WR,0.11,0.01,0.5901,3.1667,2.5571,,,,11.0652,,0.196,-2.4158,0.1121,,2.4816
Darren Waller,CAR,TE,0.065,0,0.6434,4,3.747,,,,10,,0.1589,-0.8335,0.1465,,2.694
Feleipe Franks,CAR,TE,0,0,0.3333,2,0,,,,16.3333,,0.3333,-4.553,0,,3
Ja'Tavion Sanders,CAR,TE,0.05,0,0.7753,4,3.8772,,,,5.8521,,0.0654,-1.4135,0.0682,,4.4981
Mitchell Evans,CAR,TE,0,0,0.7244,1,5.4091,,,,4.7949,,0,-0.1283,0.1212,,3
Tommy Tremble,CAR,TE,0.05,0,0.7433,3.667,6.0653,,,,4.4,,0.02,1.3001,0.1826,,2.8189
Caleb Williams,CHI,QB,0,0.025,,,,-0.0674,0.0588,0.055,,8.2685,,,,3.0624,
Case Keenum,CHI,QB,0,0,,,,-3.6247,0.0714,0,,6.47,,,,2.668,
Tyson Bagent,CHI,QB,0,0.025,,,,18.5457,0,0,,1.9167,,,,2.944,
Brittain Brown,CHI,RB,0,0,0,7.4,6.5,,,,4,,0,0,0.15,,3.2
D'Andre Swift,CHI,RB,0.105,0.535,0.7419,4.1866,10.985,,,,-0.272,,0.0078,2.5627,0.2722,,3.2
Kyle Monangai,CHI,RB,0.05,0.325,0.6143,4.1716,9.4545,,,,-0.1083,,0,2.3907,0.3939,,3.2
Roschon Johnson,CHI,RB,0.02,0.025,0.8048,2.9963,5.9214,,,,1.4762,,0,-0.495,0.1071,,3.2
Salvon Ahmed,CHI,RB,0,0,0.6667,2.978,8.469,,,,1.5,,0.0208,1.2751,0.3125,,3.2
Zavier Scott,CHI,RB,0,0,0.875,3.562,7.5,,,,1.062,,0.0625,-0.2699,0.0769,,3.2
JP Richardson,CHI,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jahdae Walker,CHI,WR,0.085,0,0.6111,4.2,1.3333,,,,13.3611,,0.2222,-1.921,0,,2.8
Kaden Davis,CHI,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Kalif Raymond,CHI,WR,0.065,0.02,0.7762,4.75,6.3377,,,,6.673,,0.0833,0.2433,0.2105,,4.7813
Luther Burden,CHI,WR,0.195,0.04,0.7895,6.1667,6.2528,,,,6.5114,,0.1188,-0.3617,0.2694,,4.6534
Ray-Ray McCloud,CHI,WR,0,0,0.6479,10.632,4.957,,,,7.249,,0.0751,-0.6636,0.1471,,3.183
Rome Odunze,CHI,WR,0.185,0.02,0.5322,4.25,5.0435,,,,13.6064,,0.2201,0.6715,0.2787,,2.9434
Scott Miller,CHI,WR,0,0,0.5754,15,5.4722,,,,6.9669,,0.0992,-0.2428,0.0833,,4.5623
Zavion Thomas,CHI,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Cole Kmet,CHI,TE,0.075,0,0.7336,1.714,4.204,,,,7.189,,0.113,-0.5665,0.1975,,4.653
Colston Loveland,CHI,TE,0.22,0.01,0.67,-2,4.6622,,,,9.7348,,0.1552,0.7357,0.2344,,3.5737
Hayden Large,CHI,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Nikola Kalinic,CHI,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Qadir Ismail,CHI,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Sam Roush,CHI,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Stephen Carlson,CHI,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Joe Burrow,CIN,QB,0,0.01,,,,6.1413,0.0636,0.04,,7.066,,,,2.7325,
Joe Flacco,CIN,QB,0,0,,,,-0.2743,0.0443,0,,7.618,,,,2.7255,
Josh Johnson,CIN,QB,0,0.01,,,,0.8156,0.1054,0,,6.806,,,,2.8584,
Sean Clifford,CIN,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Chase Brown,CIN,RB,0.14,0.615,0.8186,4.494,5.9732,,,,0.5562,,0.0078,-1.0098,0.1964,,3.2
Kendall Milton,CIN,RB,0,0,0.75,1,6.5,,,,1,,0.04,0,0.15,,3.2
Kentrel Bullock,CIN,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Samaje Perine,CIN,RB,0.055,0.22,0.8383,5.1112,9.6763,,,,-0.5759,,0,1.8157,0.3237,,3.2
Tahj Brooks,CIN,RB,0.025,0.13,0.5,2.8306,11,,,,-2.5,,0,2.2029,0,,3.2
Andrei Iosivas,CIN,WR,0.085,0,0.5718,4.6667,2.5363,,,,12.5303,,0.241,-1.9701,0.1065,,2.5632
Colbie Young,CIN,WR,0.01,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Dohnte Meyers,CIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Ja'Marr Chase,CIN,WR,0.275,0.015,0.7065,7.6667,5.8882,,,,8.6849,,0.1231,0.9997,0.2211,,3.1264
Jordan Moore,CIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Ke'Shawn Williams,CIN,WR,0.025,0,1,5,0,,,,5,,0,-4.423,0,,2.8
Noah Thomas,CIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Tee Higgins,CIN,WR,0.215,0.01,0.6308,4,3.0263,,,,12.3401,,0.1819,-0.6685,0.1521,,2.1165
Drew Sample,CIN,TE,0.04,0,0.803,-0.5,5.4583,,,,0.5379,,0,-1.1736,0.15,,3
Erick All,CIN,TE,0,0,0.8333,4,4.2857,,,,3.4375,,0,-1.2656,0.1071,,3
Jack Endries,CIN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Mike Gesicki,CIN,TE,0.075,0,0.7416,4,2.397,,,,8.4605,,0.0565,-1.8538,0.0804,,3.0196
Tanner Hudson,CIN,TE,0.04,0,0.8149,1,5.1111,,,,6.0486,,0.0789,-0.3318,0.1944,,4.9492
Deshaun Watson,CLE,QB,0,0.05,,,,-4.1554,0.1141,0.06,,7.0907,,,,2.968,
Dillon Gabriel,CLE,QB,0,0.01,,,,-7.5071,0.0986,0.06,,5.859,,,,2.7488,
Shedeur Sanders,CLE,QB,0,0.05,,,,-6.5503,0.0885,0.06,,7.3066,,,,3.2153,
Taylen Green,CLE,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Dylan Sampson,CLE,RB,0.105,0.125,0.7308,2.6849,9.8144,,,,-1.2147,,0,1.5308,0.225,,3.2
Jaleel McLaughlin,CLE,RB,0,0,0.8356,4.758,8.279,,,,-3.836,,0,-1.3117,0.1475,,3.2
Michael Burton,CLE,RB,0,0,1,1.5,3.7917,,,,2.75,,0,-1.9605,0.1667,,3.2
Quinshon Judkins,CLE,RB,0.08,0.62,0.6319,3.4664,11.09,,,,-0.375,,0,3.4265,0.3033,,3.2
Raheim Sanders,CLE,RB,0.04,0.17,0.8333,3.1608,4.6667,,,,2.5,,0,-1.1692,0,,3.2
Bryce Oliver,CLE,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Denzel Boston,CLE,WR,0.08,0,0.6091,4.2,4.2,,,,13.887,,0.3195,-1.229,0.1491,,2.8
Isaiah Bond,CLE,WR,0.055,0.02,0.4656,5.8,3.4697,,,,17.8449,,0.408,-3.0207,0.1364,,2.4386
Jamari Thrash,CLE,WR,0,0,0.5357,4,4.5,,,,7.4762,,0.0952,0.3524,0.3889,,2.8
Jerry Jeudy,CLE,WR,0.175,0,0.523,5,3.9577,,,,12.2845,,0.1645,-0.5653,0.1286,,2.5339
KC Concepcion,CLE,WR,0.17,0,0.5843,4.2,2.954,,,,11.262,,0.2287,-0.2447,0.1645,,2.6
Kole Wilson,CLE,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Malachi Corley,CLE,WR,0,0,0.75,10.5,4.75,,,,2.2292,,0.0417,-1.7535,0.1,,2.8
Tylan Wallace,CLE,WR,0.035,0,0.6786,4,7.1,,,,9.4167,,0.1429,2.3173,0.1833,,2.8
Blake Whiteheart,CLE,TE,0.025,0,0.4615,4.2,1.3889,,,,9.0769,,0.2308,-4.1607,0,,3
Carsen Ryan,CLE,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Harold Fannin,CLE,TE,0.235,0.01,0.6975,1.8571,4.6568,,,,5.9992,,0.0813,-0.5267,0.2411,,2.9834
Joe Royer,CLE,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Messiah Swinson,CLE,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Dak Prescott,DAL,QB,0,0.01,,,,2.8857,0.0485,0.025,,7.8232,,,,2.8089,
Joe Milton,DAL,QB,0,0,,,,9.6059,0,0,,9.9187,,,,3.6315,
Sam Howell,DAL,QB,0,0.025,,,,-33.1993,0.1818,0,,5.9286,,,,2.835,
Emari Demercado,DAL,RB,0.02,0.045,0.7143,6.5,5.76,,,,0.929,,0.0143,-1.2465,0.18,,3.2
Hunter Luepke,DAL,RB,0,0,0.8083,3.6117,8.7157,,,,0.4167,,0,1.3286,0.3333,,3.2
Israel Abanikanda,DAL,RB,0,0,0.6364,3.182,6.571,,,,0.545,,0,0,0.15,,3.2
Javonte Williams,DAL,RB,0.07,0.675,0.7204,4.0773,6.1551,,,,-0.7436,,0,-1.6918,0.1291,,3.2
Malik Davis,DAL,RB,0.03,0.195,0.3333,5.0907,3,,,,3.4167,,0,-1.6178,0,,3.2
Anthony Smith,DAL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Camden Brown,DAL,WR,0.035,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
CeeDee Lamb,DAL,WR,0.26,0.015,0.6631,4.25,5.0801,,,,9.4677,,0.1265,-0.0125,0.1692,,2.7966
George Pickens,DAL,WR,0.215,0.005,0.6387,-3,4.429,,,,12.3305,,0.2245,-0.002,0.1869,,2.4201
Jonathan Mingo,DAL,WR,0,0,0.3544,2.5,3.0303,,,,12.7851,,0.1702,-2.4217,0.0758,,3.7283
Jordan Hudson,DAL,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
KaVontae Turpin,DAL,WR,0.075,0.055,0.6518,4.803,9.4352,,,,8.9468,,0.1403,2.9947,0.2809,,4.3845
Ryan Flournoy,DAL,WR,0.115,0,0.7103,6.6667,4.0583,,,,8.0527,,0.1066,-0.199,0.146,,3.4252
Brevyn Spann-Ford,DAL,TE,0,0,0.6646,4,4,,,,6.6188,,0.0625,-0.0708,0.1667,,5.6002
DJ Rogers,DAL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Jake Ferguson,DAL,TE,0.14,0,0.7134,1,4.3558,,,,5.2095,,0.0723,-0.3064,0.116,,3.4022
Luke Schoonmaker,DAL,TE,0.04,0,0.6604,4,4.78,,,,6.5389,,0.1146,0.0376,0.2333,,2.7757
Michael Trigg,DAL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Mitch Van Vooren,DAL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Princeton Fant,DAL,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Bo Nix,DEN,QB,0,0.05,,,,0.2544,0.0375,0.055,,7.2992,,,,2.884,
Jarrett Stidham,DEN,QB,0,0.025,,,,-1.5768,0.0794,0,,8.389,,,,2.951,
Sam Ehlinger,DEN,QB,0,0,,,,-3.4685,0.1085,0,,7.149,,,,3.008,
Adam Prentice,DEN,RB,0,0,0.45,3.9375,7.7,,,,0.7,,0,2.0058,0.6,,3.2
Cody Schrader,DEN,RB,0,0,1,3,6,,,,0,,0,-0.4375,0,,3.2
JK Dobbins,DEN,RB,0.045,0.53,0.8661,5.0739,5.6894,,,,-1.6934,,0.0109,-2.7738,0.072,,3.2
Jonah Coleman,DEN,RB,0.03,0.155,0.8424,4.387,6.5,,,,-0.248,,0.02,0.6684,0.1492,,3.2
RJ Harvey,DEN,RB,0.11,0.25,0.7706,3.5231,6.925,,,,0.8598,,0.0118,0.5596,0.2385,,3.2
Tyler Badie,DEN,RB,0,0,0.7289,5.1111,9.3452,,,,-2.38,,0.0111,0.1383,0.3095,,3.2
Courtland Sutton,DEN,WR,0.19,0,0.5845,5,2.7146,,,,12.4965,,0.1723,-1.5216,0.0597,,2.3877
Dane Key,DEN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jaylen Waddle,DEN,WR,0.255,0,0.6346,6.6667,3.8272,,,,11.5387,,0.1218,-0.7801,0.1706,,3.1144
Kolbe Katsis,DEN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Lil'Jordan Humphrey,DEN,WR,0,0,0.5603,4,5.1042,,,,8.4329,,0.123,-0.2229,0.1198,,3.0493
Marvin Mims,DEN,WR,0.04,0.015,0.7041,5.2778,9.0667,,,,8.3606,,0.2132,1.2673,0.183,,4.8804
Michael Bandy,DEN,WR,0,0,1,4,8.1667,,,,6.1667,,0,4.4803,0.6667,,3.856
Pat Bryant,DEN,WR,0.12,0,0.6059,1,5.55,,,,8.2725,,0.0729,1.5101,0.2076,,2.515
Troy Franklin,DEN,WR,0.075,0,0.5732,3.6667,4.7546,,,,11.6732,,0.2565,-1.5122,0.1046,,3.2113
Adam Trautman,DEN,TE,0.035,0,0.7465,4,6.3917,,,,4.5694,,0,1.8267,0.2917,,3.63
Caleb Lohner,DEN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Dallen Bentley,DEN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Evan Engram,DEN,TE,0.1,0,0.6576,7,4.8184,,,,4.7858,,0.0463,-0.6669,0.1736,,4.3297
Lucas Krull,DEN,TE,0,0,0.7708,4,3.2121,,,,4.2778,,0.0208,-2.2949,0.0303,,3.592
Nate Adkins,DEN,TE,0,0,0.7407,4,5.0119,,,,4.3889,,0.0556,-0.3458,0.3095,,3
Jared Goff,DET,QB,0,0.01,,,,5.1545,0.0563,0.02,,6.3814,,,,2.7473,
Joshua Dobbs,DET,QB,0,0,,,,-1.3011,0.0613,0,,8.041,,,,2.927,
Luke Altmyer,DET,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Teddy Bridgewater,DET,QB,0,0.01,,,,-16.2942,0.1053,0,,6.5333,,,,2.3226,
Isiah Pacheco,DET,RB,0.025,0.1,0.746,3.9705,7.5378,,,,-1.2205,,0,-1.23,0.2133,,3.2
Jacob Saylors,DET,RB,0.025,0.1,0.75,5.5,6.5,,,,1,,0.04,0,0.15,,3.2
Jahmyr Gibbs,DET,RB,0.145,0.75,0.8259,5.3403,11.1065,,,,0.1619,,0.0232,3.2742,0.3394,,3.2
Sione Vaki,DET,RB,0,0,1,3.6,5.5,,,,8,,0,-0.0608,0.25,,3.2
Amon-Ra St Brown,DET,WR,0.27,0.015,0.748,2.875,4.3122,,,,7.2429,,0.0405,-0.135,0.1835,,3.0491
Cedrick Wilson,DET,WR,0,0,0.7213,4.75,4.7619,,,,7.8954,,0.0521,-0.5034,0.1786,,3.6571
Dominic Lovett,DET,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Isaac TeSlaa,DET,WR,0.065,0,0.5706,4,2.2407,,,,14.1854,,0.1233,1.3276,0.1296,,2.7318
Jackson Meeks,DET,WR,0.015,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jameson Williams,DET,WR,0.21,0.025,0.6382,4.3333,7.5655,,,,12.2202,,0.182,2.2933,0.271,,3.2484
Kendrick Law,DET,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Lucky Jackson,DET,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Tay Martin,DET,WR,0.015,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Tom Kennedy,DET,WR,0,0,0.5,4,1,,,,9.5,,0.125,-3.4871,0,,2.295
Brock Wright,DET,TE,0.01,0,0.7354,4,5.7798,,,,3.8262,,0.1176,1.5491,0.3036,,3.8411
Sam LaPorta,DET,TE,0.17,0,0.7781,4,6.4663,,,,6.9065,,0.1137,1.5022,0.2449,,3.4376
Thomas Gordon,DET,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Tyler Conklin,DET,TE,0.05,0,0.6933,1,5.3329,,,,4.1656,,0.029,-0.1105,0.1357,,4.1489
Jordan Love,GB,QB,0,0.03,,,,2.954,0.0349,0.055,,8.7767,,,,2.8882,
Kedon Slovis,GB,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Tyrod Taylor,GB,QB,0,0.03,,,,-2.4416,0.0595,0.065,,7.1135,,,,3.0291,
Chris Brooks,GB,RB,0.01,0.125,0.8056,4.4329,7.9062,,,,-0.4444,,0,-0.2756,0.2292,,3.2
Josh Jacobs,GB,RB,0,0,0.827,4.2795,8.6128,,,,-0.919,,0,0.9109,0.2506,,3.2
Kaleb Johnson,GB,RB,0.03,0.27,0.5,2.464,14,,,,-4,,0,0,0.15,,3.2
