player_name,team,pos,target_share,carry_share,catch_rate,ypc,yac_per_rec,cpoe,sack_rate,scramble_rate,adot,avg_air_yards_per_att,deep_target_rate,elusiveness,broken_tackle_rate,avg_time_to_throw_sec,avg_separation_yds
Ryan Miller,MIA,WR,0,0,0.5833,4,3.929,,,,11.042,,0.2083,0.154,0.0909,,1.905
Will Sheppard,MIA,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Ben Sims,MIA,TE,0,0,0.75,4.2,2.25,,,,7.4286,,0.0357,-1.6684,0.0833,,3
Cole Turner,MIA,TE,0.02,0,0.5417,4,4.385,,,,7.083,,0,-0.4005,0.1538,,1.869
Greg Dulcich,MIA,TE,0.2,0,0.6701,-7,7.9091,,,,4.809,,0.0104,2.5497,0.3212,,3.0338
Justin Joly,MIA,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Seydou Traore,MIA,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Tre Watson,MIA,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Will Kacmarek,MIA,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Carson Wentz,MIN,QB,0,0,,,,4.5924,0.0903,0,,6.7528,,,,2.6354,
JJ McCarthy,MIN,QB,0,0.02,,,,-4.7968,0.0905,0,,8.3701,,,,3.022,
Kyler Murray,MIN,QB,0,0.02,,,,1.837,0.0548,0.045,,6.6208,,,,2.783,
Max Brosmer,MIN,QB,0,0,,,,-5.3923,0.0994,0,,3.1465,,,,2.915,
Aaron Jones,MIN,RB,0.11,0.415,0.7655,4.3216,7.8136,,,,0.6862,,0.0747,0.1135,0.2531,,3.2
DeeJay Dallas,MIN,RB,0,0,0.8545,4.615,6.106,,,,0.436,,0.0364,-1.2328,0.087,,3.2
Demond Claiborne,MIN,RB,0.02,0.09,0.75,4.799,6.5,,,,1,,0.04,0,0.15,,3.2
Jermar Jefferson,MIN,RB,0,0,0.8333,4.571,6.2,,,,0.167,,0,0,0.15,,3.2
Jordan Mason,MIN,RB,0.05,0.44,0.8873,4.8468,5.9608,,,,-0.0637,,0,-1.4694,0.0784,,3.2
Max Bredeson,MIN,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Dillon Bell,MIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Dontae Fleming,MIN,WR,0.03,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jauan Jennings,MIN,WR,0.12,0,0.6173,-1,3.542,,,,10.2124,,0.1224,-0.5736,0.1945,,2.3944
Jeshaun Jones,MIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jordan Addison,MIN,WR,0.205,0.02,0.5663,20.2,3.0291,,,,13.6946,,0.273,-1.8302,0.091,,2.9948
Justin Jefferson,MIN,WR,0.275,0.015,0.6568,3.3333,5.4951,,,,10.4172,,0.1363,-0.089,0.1928,,3.1286
Michael Briscoe,MIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Myles Price,MIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Tai Felton,MIN,WR,0.025,0,1,4.2,4.6667,,,,3.6667,,0,-0.7066,0.3333,,2.8
Trayvon Rudolph,MIN,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Ben Yurosek,MIN,TE,0,0,0.75,4.2,4.5,,,,4,,0,-1.127,0,,3
Bryson Nesbit,MIN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Cam Grandy,MIN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Gavin Bartholomew,MIN,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Josh Oliver,MIN,TE,0.02,0,0.7464,4,6.4442,,,,5.5275,,0.0797,2.2047,0.3117,,3.7198
TJ Hockenson,MIN,TE,0.145,0,0.7306,0,3.6574,,,,6.1048,,0.033,-1.0076,0.1504,,3.4814
Behren Morton,NE,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Drake Maye,NE,QB,0,0.08,,,,3.7813,0.07968,0.075,,8.3789,,,,2.8901,
Tommy DeVito,NE,QB,0,0,,,,6.0655,0.1101,0,,5.6266,,,,2.6765,
Corey Kiner,NE,RB,0.015,0.1,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Hassan Haskins,NE,RB,0,0,0.9,3.039,6.444,,,,0.05,,0,-1.0015,0.0556,,3.2
Lan Larison,NE,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Myles Montgomery,NE,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Reggie Gilliam,NE,RB,0,0,0.6667,2.5,1,,,,4.714,,0.3333,-4.504,0,,3.2
Rhamondre Stevenson,NE,RB,0.085,0.43,0.7839,4.2525,8.0227,,,,1.2411,,0.0369,0.5606,0.1987,,3.2
Terrell Jennings,NE,RB,0,0,0.5,2.9474,7,,,,15.5,,0.5,1.5402,0,,3.2
TreVeyon Henderson,NE,RB,0.075,0.37,0.8462,4.6979,7.5462,,,,-0.1141,,0.0256,0.2389,0.1538,,3.2
AJ Brown,NE,WR,0.275,0.005,0.7021,5,3.9981,,,,12.2245,,0.1919,0.054,0.1774,,2.1323
Cameron Dorner,NE,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
DeMario Douglas,NE,WR,0.04,0,0.7695,3.9444,6.2874,,,,8.0572,,0.1527,-0.1325,0.2172,,4.0332
Efton Chism,NE,WR,0,0,1,4.2,14,,,,13.5,,0,15.7057,0.75,,2.8
Jeremiah Webb,NE,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Kyle Dixon,NE,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Kyle Williams,NE,WR,0.055,0.015,0.5242,1.5,10.7857,,,,17.897,,0.3212,4.4539,0.2857,,2.3875
Mack Hollins,NE,WR,0.09,0,0.6781,4,2.4866,,,,11.6508,,0.1306,-1.0685,0.1263,,3.1159
Romeo Doubs,NE,WR,0.165,0,0.637,11,3.0068,,,,13.4509,,0.2145,-0.8668,0.1369,,2.5082
Cameron Latu,NE,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Eli Raridon,NE,TE,0.055,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Hunter Henry,NE,TE,0.145,0,0.6723,4,5.0337,,,,7.2992,,0.0699,0.55,0.2283,,2.9493
Julian Hill,NE,TE,0,0,0.6072,4,6.7647,,,,4.479,,0,1.4437,0.3431,,4.5472
Shane Zylstra,NE,TE,0,0,0.6429,4,1.889,,,,5.786,,0,-2.2958,0.0714,,2.615
Tanner Arkin,NE,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Spencer Rattler,NO,QB,0,0,,,,-2.9538,0.0651,0,,7.7901,,,,2.7494,
Tyler Shough,NO,QB,0,0.02,,,,-2.7485,0.0721,0.025,,9.1849,,,,2.6869,
Zach Wilson,NO,QB,0,0,,,,-13.73,0,0,,1.1667,,,,2.987,
Alvin Kamara,NO,RB,0.1,0.22,0.8195,3.719,8.3188,,,,1.1087,,0.056,0.4951,0.1933,,3.2
Audric Estimé,NO,RB,0.03,0.135,0.9643,4.4463,8.7333,,,,-1.1,,0,0.3104,0.3333,,3.2
CJ Donaldson,NO,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Devin Neal,NO,RB,0,0,0.9592,3.5349,7.4476,,,,-1.415,,0,-0.8099,0.2,,3.2
Kendre Miller,NO,RB,0,0,0.7407,4.0316,7.7143,,,,-0.2037,,0,-0.1579,0.1429,,3.2
Travis Etienne,NO,RB,0.085,0.605,0.6935,3.9965,9.196,,,,-0.9656,,0.013,1.384,0.3115,,3.2
Ty Chandler,NO,RB,0,0,0.9375,2.885,9.0833,,,,-2.875,,0,0.1831,0.0833,,3.2
Zamir White,NO,RB,0,0,0.7576,3.717,6.72,,,,-0.727,,0,-0.8062,0.16,,3.2
Barion Brown,NO,WR,0.02,0.01,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Brock Rechsteiner,NO,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Bryce Lance,NO,WR,0.065,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Cedric Tillman,NO,WR,0,0,0.5299,1.5,3.577,,,,11.235,,0.1418,-0.7781,0.1791,,2.469
Chris Olave,NO,WR,0.27,0.01,0.6986,2,2.9365,,,,11.1324,,0.1854,-1.7572,0.1007,,2.9904
Devaughn Vele,NO,WR,0.105,0,0.6743,4,2.5175,,,,9.1591,,0.0992,-1.6719,0.1071,,2.7559
Jalen Moreno-Cropper,NO,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Jordyn Tyson,NO,WR,0.12,0,0.5883,4.2,2.7461,,,,11.2548,,0.1749,-0.3389,0.1864,,2.6
Kevin Austin,NO,WR,0,0,0.5611,9,3.625,,,,10.7274,,0.1487,-0.7743,0.1667,,3.8943
Mason Tipton,NO,WR,0.025,0,0.5256,4.5,2.3561,,,,9.7981,,0.117,-2.1811,0.1439,,3.589
Trey Palmer,NO,WR,0,0,0.4833,7.75,2.6905,,,,14.6583,,0.3333,-2.708,0.0714,,2.932
Juwan Johnson,NO,TE,0.135,0,0.7785,4,4.3797,,,,8.0784,,0.0816,-0.5514,0.1695,,3.4423
Moliki Matavao,NO,TE,0,0,1,4.2,2.5,,,,2.5,,0,-2.9397,0,,3
Noah Fant,NO,TE,0.045,0,0.7665,4,5.6019,,,,4.2697,,0.0309,0.4606,0.241,,4.7442
Oscar Delp,NO,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Stone Smartt,NO,TE,0,0,0.7037,4,4.105,,,,8.093,,0.1296,-0.8567,0.1316,,3.499
Treyton Welch,NO,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Jake Haener,NYG,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Jameis Winston,NYG,QB,0,0,,,,-3.3591,0.0539,0.015,,7.7418,,,,2.8352,
Jaxson Dart,NYG,QB,0,0.14,,,,-0.558,0.0907,0.077,,8.0495,,,,2.8851,
Cam Skattebo,NYG,RB,0.105,0.405,0.7842,3.5684,8.2292,,,,0.3609,,0,1.323,0.3125,,3.2
Devin Singletary,NYG,RB,0.025,0.085,0.9076,3.5292,7.127,,,,-1.6818,,0.0455,-1.5245,0.131,,3.2
Grant Finley,NYG,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Najee Harris,NYG,RB,0.035,0.23,0.7647,3.941,9.692,,,,-1.529,,0,1.4713,0.2821,,3.2
Patrick Ricard,NYG,RB,0.005,0.01,0.5714,3,5,,,,1.7143,,0,0.7671,0.25,,3.2
Tyrone Tracy,NYG,RB,0.04,0.11,0.7252,3.8582,7.1299,,,,0.366,,0.0167,-0.3482,0.2181,,3.2
Braxton Berrios,NYG,WR,0,0,0.2667,8.353,4.2,,,,4.8067,,0,-2.9852,0.1,,3.1492
Calvin Austin,NYG,WR,0,0,0.594,5.182,3.7988,,,,11.4574,,0.2004,-0.9617,0.1095,,2.7419
Charlie Jones,NYG,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Dalen Cambre,NYG,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Darius Slayton,NYG,WR,0.085,0.005,0.5375,8.5,5.2969,,,,13.2239,,0.1797,1.2023,0.2836,,2.3638
Darnell Mooney,NYG,WR,0.1,0,0.5461,4.333,3.1689,,,,13.4207,,0.2231,-1.2594,0.1262,,3.1947
Gunner Olszewski,NYG,WR,0,0,0.7222,5.333,8.0417,,,,12.1111,,0.2778,4.4302,0.4583,,3.5139
Jalin Hyatt,NYG,WR,0,0,0.2567,4,0.5694,,,,24.6011,,0.5167,-3.4691,0,,1.6825
Malachi Fields,NYG,WR,0.1,0,0.5322,4.2,2.8824,,,,14.2687,,0.3497,0.4377,0.1146,,2.8
Malik Nabers,NYG,WR,0.285,0.015,0.614,0,3.9208,,,,10.5402,,0.1842,-0.7512,0.1108,,2.6973
Odell Beckham,NYG,WR,0.055,0,0.5,7,1.3667,,,,8.5312,,0.125,-3.2394,0,,2.698
Chris Manhertz,NYG,TE,0,0,0.6667,4,6.25,,,,4.3333,,0,0.4343,0.25,,3
Isaiah Likely,NYG,TE,0.105,0,0.7574,4,4.3769,,,,7.7144,,0.0862,0.8112,0.1158,,4.2937
Theo Johnson,NYG,TE,0.06,0,0.6248,4,5.3797,,,,7.1604,,0.0723,-0.105,0.2181,,3.4264
Thomas Fidone,NYG,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Bailey Zappe,NYJ,QB,0,0,,,,-13.5541,0.0303,0,,7.0968,,,,2.7206,
Cade Klubnik,NYJ,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Geno Smith,NYJ,QB,0,0.01,,,,1.387,0.074,0.03,,6.71172,,,,2.8222,
Al-Jay Henderson,NYJ,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Andrew Beck,NYJ,RB,0,0,0.5556,5,3.3333,,,,6.4444,,0.1111,-0.123,0,,3.2
Braelon Allen,NYJ,RB,0.035,0.225,0.6978,3.7373,8.5486,,,,-0.2311,,0,1.0707,0.3958,,3.2
Breece Hall,NYJ,RB,0.105,0.615,0.7277,4.1627,9.6421,,,,-0.0291,,0.0159,2.0033,0.2664,,3.2
Chip Trayanum,NYJ,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Dominic Richardson,NYJ,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Isaiah Davis,NYJ,RB,0.055,0.135,0.7598,5.684,7.8833,,,,0.6794,,0.0196,0.3613,0.18,,3.2
Kene Nwangwu,NYJ,RB,0,0,0,3.869,6.667,,,,-6,,0,0,0.15,,3.2
Adonai Mitchell,NYJ,WR,0.115,0.01,0.4184,0.4,4.1059,,,,15.2044,,0.3316,-0.6478,0.1181,,2.9226
Arian Smith,NYJ,WR,0,0,0.4833,3.25,5.4167,,,,13.7167,,0.3667,-1.6019,0.1667,,2.8
Garrett Wilson,NYJ,WR,0.265,0.005,0.6278,2.5,3.8841,,,,9.3435,,0.1336,-0.7261,0.1511,,3.1951
Isaiah Williams,NYJ,WR,0.07,0,0.6705,11.3333,5.2037,,,,3.094,,0,-2.2944,0.0278,,3.2123
Jamaal Pritchett,NYJ,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Malik McClain,NYJ,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Omar Cooper,NYJ,WR,0.11,0,0.6429,4.2,5.6164,,,,8.876,,0.1247,0.1552,0.146,,2.6
Tim Patrick,NYJ,WR,0.045,0,0.6735,4,4.7476,,,,11.19,,0.131,-0.068,0.2143,,3.6179
Connor Hulstein,NYJ,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Jelani Woods,NYJ,TE,0,0,0.5,4,1,,,,2.25,,0,-3.3949,0,,3.452
Jeremy Ruckert,NYJ,TE,0,0,0.7295,4,4.4203,,,,3.5679,,0,-1.4616,0.1957,,2.6123
Kenyon Sadiq,NYJ,TE,0.105,0,0.7658,4.2,4.8681,,,,8.8746,,0.0944,0.2384,0.1547,,2.8
Mason Taylor,NYJ,TE,0.095,0,0.6941,4,2.4487,,,,6.264,,0.0302,-1.7799,0.0718,,3.3733
Andy Dalton,PHI,QB,0,0.01,,,,-5.0268,0.059,0,,7.7082,,,,2.5945,
Cole Payton,PHI,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Jalen Hurts,PHI,QB,0,0.15,,,,4.9272,0.0699,0.055,,8.4434,,,,3.0432,
Tanner McKee,PHI,QB,0,0.01,,,,12.8171,0.0274,0,,9.6234,,,,2.8178,
Carson Steele,PHI,RB,0,0,0.7222,2.8352,6.5,,,,-1.6667,,0,-1.9668,0,,3.2
Dameon Pierce,PHI,RB,0,0,0.5,4.0785,2.5,,,,-2,,0,-5.738,0,,3.2
Jaydon Blue,PHI,RB,0,0,1,3.395,10,,,,-5,,0,0,0.15,,3.2
Saquon Barkley,PHI,RB,0.125,0.635,0.7094,5.0267,7.9203,,,,1.6825,,0.0793,0.4987,0.1648,,3.2
Tank Bigsby,PHI,RB,0.02,0.205,0.6282,5.2948,10.9444,,,,-0.9359,,0,2.7924,0.2222,,3.2
Will Shipley,PHI,RB,0,0,0.7963,2.5396,6.4375,,,,0.0278,,0,-1.4779,0.0938,,3.2
Britain Covey,PHI,WR,0,0,0.625,4.2,9.3333,,,,0.4583,,0,1.5146,0.5,,3.8277
Danny Gray,PHI,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Darius Cooper,PHI,WR,0,0,0.92,4.2,2.7667,,,,8.42,,0.04,-1.7782,0,,1.3389
DeVonta Smith,PHI,WR,0.25,0.01,0.7124,1,4.1057,,,,10.7961,,0.1653,-0.7131,0.1613,,2.8908
Dontayvion Wicks,PHI,WR,0.125,0,0.5813,6,3.3468,,,,10.5863,,0.1498,-0.711,0.1756,,2.5149
Elijah Moore,PHI,WR,0.065,0,0.6449,3.6667,3.3924,,,,8.7481,,0.1445,-1.7297,0.1024,,3.1198
Johnny Wilson,PHI,WR,0,0,0.2333,4.2,3,,,,10.9333,,0.1111,0,0,,2.1508
Makai Lemon,PHI,WR,0.15,0,0.6883,4.2,4.0027,,,,9.9166,,0.1162,0.4476,0.1334,,2.6
Marquise Brown,PHI,WR,0.05,0,0.6623,7.25,4.0196,,,,11.6644,,0.185,-1.4878,0.2059,,3.1161
Dallas Goedert,PHI,TE,0.14,0,0.7437,3.75,4.6618,,,,7.1031,,0.0578,0.4171,0.2073,,3.7037
EJ Jenkins,PHI,TE,0,0,0.5,4.2,3,,,,4.5,,0,1.24,0,,3
Eli Stowers,PHI,TE,0.055,0,0.6522,4.2,4.618,,,,7.781,,0.04671,0.3385,0.1215,,3
Grant Calcaterra,PHI,TE,0.01,0,0.7222,4,3.9481,,,,8.231,,0.1429,-0.6866,0.2083,,5.457
Johnny Mundt,PHI,TE,0.01,0,0.5993,4,6.3289,,,,5.0187,,0.0625,0.5365,0.3421,,3.9357
Aaron Rodgers,PIT,QB,0,0.01,,,,-1.4131,0.0558,0.02,,6.3761,,,,2.6591,
Drew Allar,PIT,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Mason Rudolph,PIT,QB,0,0.01,,,,-1.6106,0.036,0.02,,5.8436,,,,2.7987,
Will Howard,PIT,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Eli Heidenreich,PIT,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Jaylen Warren,PIT,RB,0.11,0.39,0.8489,4.2002,9.1268,,,,-1.4695,,0,1.0308,0.2821,,3.2
Lew Nichols,PIT,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Max Hurleman,PIT,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Rico Dowdle,PIT,RB,0.065,0.525,0.8354,4.3014,8.2989,,,,-0.9615,,0.0226,0.2785,0.2527,,3.2
Travis Homer,PIT,RB,0,0,1,2.8333,3.3333,,,,0.3333,,0,-3.2528,0,,3.2
Ben Skowronek,PIT,WR,0.03,0,0.8,8.667,6.125,,,,9.15,,0,2.6333,0.5,,3.601
Brandon Johnson,PIT,WR,0,0,0.5652,4,4.077,,,,11.4,,0.2174,0.1578,0.2083,,2.703
Brandon Smith,PIT,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Cole Burgess,PIT,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
DK Metcalf,PIT,WR,0.185,0.01,0.6361,6,5.2963,,,,11.9058,,0.2377,0.6103,0.1756,,2.5513
Germie Bernard,PIT,WR,0.125,0,0.62,4.2,4.2,,,,10.2281,,0.15,0,0.15,,2.8
Kaden Wetjen,PIT,WR,0,0,0.5787,4.2,4.0075,,,,11.5,,0.1774,-0.2247,0.1057,,2.8
Michael Pittman,PIT,WR,0.22,0.01,0.6802,9.25,3.2979,,,,8.6972,,0.1055,-1.1621,0.0954,,2.9007
Roman Wilson,PIT,WR,0.055,0,0.5519,4,5.6071,,,,11.7296,,0.2889,0.204,0.2857,,3.6602
Darnell Washington,PIT,TE,0.06,0,0.7692,4,6.6042,,,,5.5571,,0.0365,2.0667,0.3611,,3.6667
Lake McRee,PIT,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Pat Freiermuth,PIT,TE,0.125,0,0.8341,4,5.3672,,,,5.5692,,0.0344,0.5661,0.1529,,3.4623
Riley Nowakowski,PIT,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Robert Tonyan,PIT,TE,0,0,1,4,0,,,,1,,0,-6.084,0,,4.02
Drew Lock,SEA,QB,0,0,,,,-4.0464,0.0426,0,,5.0649,,,,2.8152,
Jalen Milroe,SEA,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Sam Darnold,SEA,QB,0,0.01,,,,5.3756,0.0627,0.03,,8.2946,,,,2.9631,
Brady Russell,SEA,RB,0,0,0,4.2,6.5,,,,0,,0,0,0.15,,3.2
Emanuel Wilson,SEA,RB,0.06,0.1,0.8377,4.5649,7.8611,,,,-3.5132,,0,-1.7406,0.1667,,3.2
George Holani,SEA,RB,0.03,0.06,1,3.2924,4,,,,-0.75,,0,-3.8544,0,,3.2
Jacardia Wright,SEA,RB,0,0,0.75,4,6.5,,,,1,,0.04,0,0.15,,3.2
Jadarian Price,SEA,RB,0.03,0.445,0.75,4.877,5,,,,-0.4221,,0.01,0.1168,0.186,,3.2
Robbie Ouzts,SEA,RB,0,0,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Velus Jones,SEA,RB,0,0,1,4.5,13,,,,-5,,0,1.8832,0,,3.2
Zach Charbonnet,SEA,RB,0.08,0.335,0.8179,3.9111,7.5045,,,,0.0359,,0.0128,0.1099,0.2614,,3.2
Cooper Kupp,SEA,WR,0.12,0,0.6583,5,5.9413,,,,8.0811,,0.0778,1.732,0.2716,,3.1127
Emmanuel Henderson,SEA,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Irvin Charles,SEA,WR,0,0,0,4.2,4.2,,,,3,,0,0,0.15,,2.8
Jake Bobo,SEA,WR,0.03,0,0.7885,3,2.0909,,,,7.7308,,0,-0.854,0.0455,,1.951
Jaxon Smith-Njigba,SEA,WR,0.31,0.015,0.7482,5.4667,4.9379,,,,9.4878,,0.1337,-0.1393,0.1714,,3.2473
Julian Hicks,SEA,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Montorie Foster Jr,SEA,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Rashid Shaheed,SEA,WR,0.135,0.035,0.5963,6.9833,3.7336,,,,12.2489,,0.2355,-1.4304,0.1306,,2.8275
Ricky White,SEA,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Tory Horton,SEA,WR,0.085,0,0.5,4,2.8333,,,,18.9524,,0.369,-0.1732,0,,2.8
AJ Barner,SEA,TE,0.085,0,0.8066,1.5,5.4115,,,,4.7488,,0.0694,0.4265,0.2348,,4.3575
Elijah Arroyo,SEA,TE,0,0,0.5744,4,4.3889,,,,8.5962,,0.15,-0.5519,0.1111,,2.3818
Eric Saubert,SEA,TE,0.035,0,0.6513,4,2.4722,,,,6.167,,0.0769,-1.3875,0.1111,,1.9895
Nick Kallerup,SEA,TE,0,0,0,4.2,4.5,,,,8,,0,0,0.15,,3
Brock Purdy,SF,QB,0,0.04,,,,4.0554,0.0497,0.075,,8.2456,,,,3.0259,
Kurtis Rourke,SF,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Mac Jones,SF,QB,0,0,,,,2.2838,0.0661,0,,7.1134,,,,2.7185,
Christian McCaffrey,SF,RB,0.165,0.72,0.8058,3.8976,7.344,,,,2.4374,,0.0144,1.5654,0.3018,,3.2
Isaac Guerendo,SF,RB,0,0,0.9583,3.5355,6.4306,,,,2.6667,,0.125,-0.7294,0.2639,,3.2
Jordan James,SF,RB,0,0.08,0.75,4.2,6.5,,,,1,,0.04,0,0.15,,3.2
Kaelon Black,SF,RB,0.04,0.15,0.75,5.536,6.5,,,,1,,0.04,0,0.15,,3.2
Kyle Juszczyk,SF,RB,0.035,0.01,0.7952,3.2857,5.0062,,,,5.1173,,0.0714,0.5759,0.2778,,3.2
Sincere McCormick,SF,RB,0,0,0.8889,4.569,4.8333,,,,0.6667,,0,-2.8694,0,,3.2
Christian Kirk,SF,WR,0.05,0,0.5224,5.75,3.8528,,,,9.9732,,0.1794,-1.4337,0.1465,,2.6793
De'Zhaun Stribling,SF,WR,0.135,0,0.62,4.2,3.8543,,,,8.6219,,0.09778,0.6257,0.1374,,2.8
Deebo Samuel,SF,WR,0.11,0,0.72,4.412,6.472,,,,5.323,,0.06,-0.1528,0.2029,,3.542
Demarcus Robinson,SF,WR,0.07,0,0.4724,6,2.1528,,,,15.395,,0.3471,-1.2712,0.1111,,2.0895
Jacob Cowing,SF,WR,0,0,0.5556,7,6.5,,,,16.6667,,0.4444,1.2704,0.5,,2.8
Jordan Watkins,SF,WR,0,0,0.75,4.2,0.5,,,,15.5,,0,-3.8657,0,,2.8
KhaDarel Hodge,SF,WR,0,0,0.5319,0,5.58,,,,12.804,,0.2234,1.2455,0.2245,,3.53
Mike Evans,SF,WR,0.215,0,0.6016,10,2.4001,,,,12.7287,,0.1963,-0.6991,0.1114,,2.2416
Ricky Pearsall,SF,WR,0,0,0.599,10,2.526,,,,13.0053,,0.2696,-2.4907,0.0436,,2.2013
Wesley Grimes,SF,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Will Pauling,SF,WR,0,0,0.62,4.2,4.2,,,,11.5,,0.15,0,0.15,,2.8
Brayden Willis,SF,TE,0,0,0,4.2,4.5,,,,3.75,,0,0,0.15,,3
George Kittle,SF,TE,0.155,0,0.8056,-3,5.3478,,,,7.8362,,0.0765,0.9701,0.1813,,3.6982
Jake Tonges,SF,TE,0.025,0,0.7598,4,3.6931,,,,5.2724,,0.0444,-0.4337,0.1111,,3.8382
Khalil Dinkins,SF,TE,0,0,0.68,4.2,4.5,,,,7.5,,0.06,0,0.15,,3
Luke Farrell,SF,TE,0,0,0.7281,4,3.1562,,,,4,,0.0263,-1.8554,0.0625,,3.189
Baker Mayfield,TB,QB,0,0.01,,,,1.1634,0.0588,0.035,,7.4749,,,,2.771,
Easton Stick,TB,QB,0,0,,,,-4.8077,0.0697,0,,6.96,,,,2.832,
Jalon Daniels,TB,QB,0,0,,,,0,0.06,0.05,,8,,,,2.7,
Bucky Irving,TB,RB,0.075,0.6,0.8627,4.4519,11.6435,,,,-2.5336,,0.008,2.3949,0.4041,,3.2
Josh Williams,TB,RB,0,0,0.75,2.75,6.5,,,,1,,0.04,0,0.15,,3.2
