team,season,stuff_rate_forced,aly_allowed,ybc_allowed_per_att,rush_pct_over_expected_allowed,pct_stacked_box_forced
HOU,2023,0.2334710743801653,2.40702479338843,2.1472242816386427,0.3710759477717281,19.33333333333333
HOU,2024,0.2149321266968326,2.5278280542986424,2.328389413651318,0.321044316760351,25.249169435215947
IND,2018,0.2452830188679245,2.603301886792453,2.46011316059283,0.3461079415043609,16.387959866220736
IND,2019,0.2069970845481049,2.7577259475218656,2.193663305569068,0.3874766355140187,21.02803738317757
IND,2020,0.1854838709677419,2.714784946236559,2.339698102447096,0.3708133971291866,10.526315789473683
IND,2021,0.1697127937336814,2.8762402088772845,2.90330852391418,0.3855799373040752,21.182266009852217
IND,2022,0.2060085836909871,2.6744635193133046,2.734979223196257,0.3284963526551102,15.737704918032788
IND,2023,0.2145833333333333,2.638958333333333,2.6068673553672475,0.3547001625394258,15.170278637770895
IND,2024,0.1958762886597938,2.7643298969072165,2.3226957680482214,0.3541960486761358,19.31464174454829
JAX,2018,0.2228116710875331,2.524403183023873,2.5821216036994663,0.3509423186750428,21.84466019417476
JAX,2019,0.1763224181360201,2.9783375314861464,3.060260892442241,0.394840893525104,17.56756756756757
JAX,2020,0.1879049676025918,2.957451403887689,3.1505704820879195,0.4230017427346804,39.76261127596439
JAX,2021,0.1792035398230088,3.0084070796460174,2.5267909682554,0.3671296296296296,44.79166666666666
JAX,2022,0.2093023255813953,2.7479915433403805,2.7356136506235997,0.4056976599452327,32.362459546925564
JAX,2023,0.1956521739130435,2.6831521739130437,2.890594712822138,0.423633262449052,38.96713615023474
JAX,2024,0.1722595078299776,2.9691275167785234,2.535067909793641,0.3943799734748011,19.310344827586206
KC,2018,0.1623376623376623,3.292424242424242,2.756393304057521,0.3865830115830115,28.185328185328185
KC,2019,0.1418918918918918,3.2117117117117115,2.7096813967231976,0.3841964992055736,13.026819923371647
KC,2020,0.1096491228070175,3.257017543859649,2.671378651532936,0.4004163775156141,14.885496183206106
KC,2021,0.1473922902494331,3.2011337868480725,2.6318024943977187,0.4059432933478735,17.557251908396946
KC,2022,0.1647331786542923,2.976798143851508,2.8884611575236465,0.351507304491886,15.418502202643172
KC,2023,0.1673728813559322,2.9408898305084743,2.9462911811962207,0.4243697478991596,15.126050420168069
KC,2024,0.1758241758241758,2.728131868131868,2.8144683536187585,0.3617259552042161,20.948616600790515
LA,2018,0.1682464454976303,2.956872037914692,2.860477793396599,0.3661773934678418,28.80658436213992
LA,2019,0.1735941320293398,2.881907090464548,2.084152847899873,0.4361615163261419,18.088737201365188
LA,2020,0.1519607843137254,2.920343137254902,2.439457744282201,0.309954563438884,6.620209059233449
LA,2021,0.1957894736842105,2.666105263157895,2.274184766983549,0.3607284970921334,14.141414141414142
LA,2022,0.1619047619047619,2.9683333333333333,2.5526180071973754,0.3820450764132083,13.553113553113551
LA,2023,0.1658415841584158,2.9007425742574258,2.944290233422853,0.331831290555155,16.438356164383563
LA,2024,0.1502057613168724,3.1135802469135805,2.8943048465349497,0.417927529484792,19.83240223463687
LAC,2018,0.2144578313253012,2.731084337349398,2.570547820345255,0.383248491704374,24.01960784313725
LAC,2019,0.1876606683804627,2.8632390745501284,2.175486790598997,0.3412775187775188,11.11111111111111
LAC,2020,0.1912144702842377,3.08656330749354,2.7049513523246067,0.3664658634538152,16.06425702811245
LAC,2021,0.1446808510638297,3.2404255319148936,2.5794067004071004,0.4118960541374335,21.264367816091955
LAC,2022,0.164785553047404,3.36117381489842,3.2574226638110253,0.4780912698412698,20.9375
