name,team,pos,salary,dk_id,snapshot_ts
thomas fidone,NYG,TE,2500,44221247,2026-09-22T17:18:22.183877+00:00
ben mann,NYG,TE,2500,44221249,2026-09-22T17:18:22.183877+00:00
Giants,NYG,DST,3400,44221402,2026-09-22T17:18:22.183877+00:00
ja'marr chase,CIN,WR,8100,44220613,2026-09-22T17:18:22.183877+00:00
joe burrow,CIN,QB,6600,44220220,2026-09-22T17:18:22.183877+00:00
chase brown,CIN,RB,6600,44220321,2026-09-22T17:18:22.183877+00:00
tee higgins,CIN,WR,6100,44220639,2026-09-22T17:18:22.183877+00:00
joe flacco,CIN,QB,4400,44220246,2026-09-22T17:18:22.183877+00:00
samaje perine,CIN,RB,4100,44220415,2026-09-22T17:18:22.183877+00:00
josh johnson,CIN,QB,4000,44220276,2026-09-22T17:18:22.183877+00:00
sean clifford,CIN,QB,4000,44220277,2026-09-22T17:18:22.183877+00:00
tahj brooks,CIN,RB,4000,44220525,2026-09-22T17:18:22.183877+00:00
kentrel bullock,CIN,RB,4000,44220527,2026-09-22T17:18:22.183877+00:00
kendall milton,CIN,RB,4000,44220529,2026-09-22T17:18:22.183877+00:00
mike gesicki,CIN,TE,3300,44221147,2026-09-22T17:18:22.183877+00:00
andrei iosivas,CIN,WR,3000,44220821,2026-09-22T17:18:22.183877+00:00
colbie young,CIN,WR,3000,44220973,2026-09-22T17:18:22.183877+00:00
dohnte meyers,CIN,WR,3000,44220975,2026-09-22T17:18:22.183877+00:00
ke'shawn williams,CIN,WR,3000,44220977,2026-09-22T17:18:22.183877+00:00
noah thomas,CIN,WR,3000,44220979,2026-09-22T17:18:22.183877+00:00
jordan moore,CIN,WR,3000,44220981,2026-09-22T17:18:22.183877+00:00
drew sample,CIN,TE,2600,44221175,2026-09-22T17:18:22.183877+00:00
erick all,CIN,TE,2500,44221297,2026-09-22T17:18:22.183877+00:00
jack endries,CIN,TE,2500,44221299,2026-09-22T17:18:22.183877+00:00
william wagner,CIN,TE,2500,44221301,2026-09-22T17:18:22.183877+00:00
tanner hudson,CIN,TE,2500,44221303,2026-09-22T17:18:22.183877+00:00
Bengals,CIN,DST,2900,44221407,2026-09-22T17:18:22.183877+00:00
jaylen warren,PIT,RB,5700,44220339,2026-09-22T17:18:22.183877+00:00
dk metcalf,PIT,WR,5400,44220659,2026-09-22T17:18:22.183877+00:00
aaron rodgers,PIT,QB,5000,44220238,2026-09-22T17:18:22.183877+00:00
rico dowdle,PIT,RB,4700,44220373,2026-09-22T17:18:22.183877+00:00
michael pittman,PIT,WR,4700,44220683,2026-09-22T17:18:22.183877+00:00
mason rudolph,PIT,QB,4000,44220273,2026-09-22T17:18:22.183877+00:00
will howard,PIT,QB,4000,44220274,2026-09-22T17:18:22.183877+00:00
drew allar,PIT,QB,4000,44220275,2026-09-22T17:18:22.183877+00:00
travis homer,PIT,RB,4000,44220517,2026-09-22T17:18:22.183877+00:00
eli heidenreich,PIT,RB,4000,44220519,2026-09-22T17:18:22.183877+00:00
lew nichols,PIT,RB,4000,44220521,2026-09-22T17:18:22.183877+00:00
riley nowakowski,PIT,RB,4000,44220523,2026-09-22T17:18:22.183877+00:00
germie bernard,PIT,WR,3900,44220729,2026-09-22T17:18:22.183877+00:00
pat freiermuth,PIT,TE,3800,44221131,2026-09-22T17:18:22.183877+00:00
roman wilson,PIT,WR,3400,44220761,2026-09-22T17:18:22.183877+00:00
ben skowronek,PIT,WR,3000,44220963,2026-09-22T17:18:22.183877+00:00
kaden wetjen,PIT,WR,3000,44220965,2026-09-22T17:18:22.183877+00:00
cole burgess,PIT,WR,3000,44220967,2026-09-22T17:18:22.183877+00:00
brandon smith,PIT,WR,3000,44220969,2026-09-22T17:18:22.183877+00:00
brandon johnson,PIT,WR,3000,44220971,2026-09-22T17:18:22.183877+00:00
darnell washington,PIT,TE,2800,44221167,2026-09-22T17:18:22.183877+00:00
robert tonyan,PIT,TE,2500,44221293,2026-09-22T17:18:22.183877+00:00
lake mcree,PIT,TE,2500,44221295,2026-09-22T17:18:22.183877+00:00
Steelers,PIT,DST,2700,44221412,2026-09-22T17:18:22.183877+00:00
jaxon smith-njigba,SEA,WR,8600,44220611,2026-09-22T17:18:22.183877+00:00
sam darnold,SEA,QB,5400,44220231,2026-09-22T17:18:22.183877+00:00
jadarian price,SEA,RB,5300,44220353,2026-09-22T17:18:22.183877+00:00
drew lock,SEA,QB,5200,44220234,2026-09-22T17:18:22.183877+00:00
emanuel wilson,SEA,RB,4900,44220365,2026-09-22T17:18:22.183877+00:00
george holani,SEA,RB,4500,44220383,2026-09-22T17:18:22.183877+00:00
rashid shaheed,SEA,WR,4200,44220715,2026-09-22T17:18:22.183877+00:00
jalen milroe,SEA,QB,4000,44220250,2026-09-22T17:18:22.183877+00:00
zach charbonnet,SEA,RB,4000,44220469,2026-09-22T17:18:22.183877+00:00
brady russell,SEA,RB,4000,44220471,2026-09-22T17:18:22.183877+00:00
velus jones,SEA,RB,4000,44220473,2026-09-22T17:18:22.183877+00:00
jacardia wright,SEA,RB,4000,44220475,2026-09-22T17:18:22.183877+00:00
robbie ouzts,SEA,RB,4000,44220477,2026-09-22T17:18:22.183877+00:00
cooper kupp,SEA,WR,4000,44220727,2026-09-22T17:18:22.183877+00:00
aj barner,SEA,TE,3100,44221155,2026-09-22T17:18:22.183877+00:00
tory horton,SEA,WR,3000,44220803,2026-09-22T17:18:22.183877+00:00
montorie foster,SEA,WR,3000,44220887,2026-09-22T17:18:22.183877+00:00
irvin charles,SEA,WR,3000,44220889,2026-09-22T17:18:22.183877+00:00
jake bobo,SEA,WR,3000,44220891,2026-09-22T17:18:22.183877+00:00
ricky white,SEA,WR,3000,44220893,2026-09-22T17:18:22.183877+00:00
julian hicks,SEA,WR,3000,44220895,2026-09-22T17:18:22.183877+00:00
emmanuel henderson,SEA,WR,3000,44220897,2026-09-22T17:18:22.183877+00:00
eric saubert,SEA,TE,2500,44221239,2026-09-22T17:18:22.183877+00:00
elijah arroyo,SEA,TE,2500,44221241,2026-09-22T17:18:22.183877+00:00
nick kallerup,SEA,TE,2500,44221243,2026-09-22T17:18:22.183877+00:00
Seahawks,SEA,DST,3800,44221398,2026-09-22T17:18:22.183877+00:00
jayden daniels,WAS,QB,6000,44220225,2026-09-22T17:18:22.183877+00:00
stefon diggs,WAS,WR,5500,44220653,2026-09-22T17:18:22.183877+00:00
jacory croskey-merritt,WAS,RB,5300,44220351,2026-09-22T17:18:22.183877+00:00
rachaad white,WAS,RB,5100,44220357,2026-09-22T17:18:22.183877+00:00
terry mclaurin,WAS,WR,5100,44220669,2026-09-22T17:18:22.183877+00:00
marcus mariota,WAS,QB,4500,44220245,2026-09-22T17:18:22.183877+00:00
kaytron allen,WAS,RB,4300,44220397,2026-09-22T17:18:22.183877+00:00
antonio williams,WAS,WR,4100,44220721,2026-09-22T17:18:22.183877+00:00
athan kaliakmanis,WAS,QB,4000,44220259,2026-09-22T17:18:22.183877+00:00
sam hartman,WAS,QB,4000,44220260,2026-09-22T17:18:22.183877+00:00
jeremy mcnichols,WAS,RB,4000,44220463,2026-09-22T17:18:22.183877+00:00
craig reynolds,WAS,RB,4000,44220465,2026-09-22T17:18:22.183877+00:00
robert henry,WAS,RB,4000,44220467,2026-09-22T17:18:22.183877+00:00
chig okonkwo,WAS,TE,3600,44221135,2026-09-22T17:18:22.183877+00:00
dyami brown,WAS,WR,3200,44220785,2026-09-22T17:18:22.183877+00:00
jaylin lane,WAS,WR,3000,44220875,2026-09-22T17:18:22.183877+00:00
treylon burks,WAS,WR,3000,44220877,2026-09-22T17:18:22.183877+00:00
luke mccaffrey,WAS,WR,3000,44220879,2026-09-22T17:18:22.183877+00:00
jaden bradley,WAS,WR,3000,44220881,2026-09-22T17:18:22.183877+00:00
river cracraft,WAS,WR,3000,44220883,2026-09-22T17:18:22.183877+00:00
van jefferson,WAS,WR,3000,44220885,2026-09-22T17:18:22.183877+00:00
ben sinnott,WAS,TE,2600,44221173,2026-09-22T17:18:22.183877+00:00
john bates,WAS,TE,2500,44221189,2026-09-22T17:18:22.183877+00:00
colson yankoff,WAS,TE,2500,44221233,2026-09-22T17:18:22.183877+00:00
jack westover,WAS,TE,2500,44221235,2026-09-22T17:18:22.183877+00:00
tyler ott,WAS,TE,2500,44221237,2026-09-22T17:18:22.183877+00:00
Commanders,WAS,DST,2300,44221419,2026-09-22T17:18:22.183877+00:00
trey mcbride,ARI,TE,6700,44221105,2026-09-22T17:18:22.183877+00:00
jeremiyah love,ARI,RB,5500,44220343,2026-09-22T17:18:22.183877+00:00
michael wilson,ARI,WR,5200,44220665,2026-09-22T17:18:22.183877+00:00
tyler allgeier,ARI,RB,5000,44220359,2026-09-22T17:18:22.183877+00:00
jacoby brissett,ARI,QB,4800,44220241,2026-09-22T17:18:22.183877+00:00
marvin harrison,ARI,WR,4700,44220687,2026-09-22T17:18:22.183877+00:00
gardner minshew,ARI,QB,4000,44220257,2026-09-22T17:18:22.183877+00:00
carson beck,ARI,QB,4000,44220258,2026-09-22T17:18:22.183877+00:00
bam knight,ARI,RB,4000,44220455,2026-09-22T17:18:22.183877+00:00
james conner,ARI,RB,4000,44220457,2026-09-22T17:18:22.183877+00:00
trey benson,ARI,RB,4000,44220459,2026-09-22T17:18:22.183877+00:00
evan hull,ARI,RB,4000,44220461,2026-09-22T17:18:22.183877+00:00
kendrick bourne,ARI,WR,3700,44220741,2026-09-22T17:18:22.183877+00:00
jalen brooks,ARI,WR,3000,44220865,2026-09-22T17:18:22.183877+00:00
simi fehoko,ARI,WR,3000,44220867,2026-09-22T17:18:22.183877+00:00
devin duvernay,ARI,WR,3000,44220869,2026-09-22T17:18:22.183877+00:00
reggie virgil,ARI,WR,3000,44220871,2026-09-22T17:18:22.183877+00:00
harrison wallace,ARI,WR,3000,44220873,2026-09-22T17:18:22.183877+00:00
elijah higgins,ARI,TE,2500,44221221,2026-09-22T17:18:22.183877+00:00
hunter long,ARI,TE,2500,44221223,2026-09-22T17:18:22.183877+00:00
tip reiman,ARI,TE,2500,44221225,2026-09-22T17:18:22.183877+00:00
jameson geers,ARI,TE,2500,44221227,2026-09-22T17:18:22.183877+00:00
teagan quitoriano,ARI,TE,2500,44221229,2026-09-22T17:18:22.183877+00:00
shawn bowman,ARI,TE,2500,44221231,2026-09-22T17:18:22.183877+00:00
Cardinals,ARI,DST,2300,44221420,2026-09-22T17:18:22.183877+00:00
christian mccaffrey,SF,RB,8300,44220305,2026-09-22T17:18:22.183877+00:00
mike evans,SF,WR,6800,44220627,2026-09-22T17:18:22.183877+00:00
brock purdy,SF,QB,6500,44220221,2026-09-22T17:18:22.183877+00:00
deebo samuel,SF,WR,5300,44220663,2026-09-22T17:18:22.183877+00:00
kaelon black,SF,RB,4800,44220367,2026-09-22T17:18:22.183877+00:00
george kittle,SF,TE,4800,44221113,2026-09-22T17:18:22.183877+00:00
mac jones,SF,QB,4000,44220255,2026-09-22T17:18:22.183877+00:00
kurtis rourke,SF,QB,4000,44220256,2026-09-22T17:18:22.183877+00:00
jordan james,SF,RB,4000,44220447,2026-09-22T17:18:22.183877+00:00
isaac guerendo,SF,RB,4000,44220449,2026-09-22T17:18:22.183877+00:00
sincere mccormick,SF,RB,4000,44220451,2026-09-22T17:18:22.183877+00:00
kyle juszczyk,SF,RB,4000,44220453,2026-09-22T17:18:22.183877+00:00
demarcus robinson,SF,WR,3800,44220735,2026-09-22T17:18:22.183877+00:00
jacob cowing,SF,WR,3300,44220777,2026-09-22T17:18:22.183877+00:00
jordan watkins,SF,WR,3100,44220797,2026-09-22T17:18:22.183877+00:00
de'zhaun stribling,SF,WR,3000,44220819,2026-09-22T17:18:22.183877+00:00
khadarel hodge,SF,WR,3000,44220853,2026-09-22T17:18:22.183877+00:00
christian kirk,SF,WR,3000,44220855,2026-09-22T17:18:22.183877+00:00
brandon aiyuk,SF,WR,3000,44220857,2026-09-22T17:18:22.183877+00:00
ricky pearsall,SF,WR,3000,44220859,2026-09-22T17:18:22.183877+00:00
wesley grimes,SF,WR,3000,44220861,2026-09-22T17:18:22.183877+00:00
will pauling,SF,WR,3000,44220863,2026-09-22T17:18:22.183877+00:00
jake tonges,SF,TE,2500,44221177,2026-09-22T17:18:22.183877+00:00
luke farrell,SF,TE,2500,44221213,2026-09-22T17:18:22.183877+00:00
brayden willis,SF,TE,2500,44221215,2026-09-22T17:18:22.183877+00:00
jack stoll,SF,TE,2500,44221217,2026-09-22T17:18:22.183877+00:00
khalil dinkins,SF,TE,2500,44221219,2026-09-22T17:18:22.183877+00:00
49ers,SF,DST,3600,44221400,2026-09-22T17:18:22.183877+00:00
justin jefferson,MIN,WR,7500,44220619,2026-09-22T17:18:22.183877+00:00
aaron jones,MIN,RB,5900,44220335,2026-09-22T17:18:22.183877+00:00
kyler murray,MIN,QB,5100,44220235,2026-09-22T17:18:22.183877+00:00
jordan addison,MIN,WR,4900,44220677,2026-09-22T17:18:22.183877+00:00
carson wentz,MIN,QB,4600,44220244,2026-09-22T17:18:22.183877+00:00
demond claiborne,MIN,RB,4400,44220393,2026-09-22T17:18:22.183877+00:00
deejay dallas,MIN,RB,4200,44220407,2026-09-22T17:18:22.183877+00:00
jj mccarthy,MIN,QB,4100,44220248,2026-09-22T17:18:22.183877+00:00
max brosmer,MIN,QB,4000,44220296,2026-09-22T17:18:22.183877+00:00
jordan mason,MIN,RB,4000,44220421,2026-09-22T17:18:22.183877+00:00
max bredeson,MIN,RB,4000,44220589,2026-09-22T17:18:22.183877+00:00
jerome ford,MIN,RB,4000,44220591,2026-09-22T17:18:22.183877+00:00
jauan jennings,MIN,WR,3600,44220751,2026-09-22T17:18:22.183877+00:00
tj hockenson,MIN,TE,3200,44221149,2026-09-22T17:18:22.183877+00:00
tai felton,MIN,WR,3000,44221079,2026-09-22T17:18:22.183877+00:00
myles price,MIN,WR,3000,44221081,2026-09-22T17:18:22.183877+00:00
dillon bell,MIN,WR,3000,44221083,2026-09-22T17:18:22.183877+00:00
jeshaun jones,MIN,WR,3000,44221085,2026-09-22T17:18:22.183877+00:00
michael briscoe,MIN,WR,3000,44221087,2026-09-22T17:18:22.183877+00:00
trayvon rudolph,MIN,WR,3000,44221089,2026-09-22T17:18:22.183877+00:00
josh oliver,MIN,TE,2500,44221369,2026-09-22T17:18:22.183877+00:00
gavin bartholomew,MIN,TE,2500,44221371,2026-09-22T17:18:22.183877+00:00
ben yurosek,MIN,TE,2500,44221373,2026-09-22T17:18:22.183877+00:00
andrew depaola,MIN,TE,2500,44221375,2026-09-22T17:18:22.183877+00:00
cam grandy,MIN,TE,2500,44221377,2026-09-22T17:18:22.183877+00:00
Vikings,MIN,DST,3100,44221405,2026-09-22T17:18:22.183877+00:00
bucky irving,TB,RB,6300,44220327,2026-09-22T17:18:22.183877+00:00
emeka egbuka,TB,WR,6200,44220637,2026-09-22T17:18:22.183877+00:00
baker mayfield,TB,QB,5300,44220233,2026-09-22T17:18:22.183877+00:00
chris godwin,TB,WR,5300,44220661,2026-09-22T17:18:22.183877+00:00
kenny gainwell,TB,RB,4800,44220369,2026-09-22T17:18:22.183877+00:00
jalen mcmillan,TB,WR,4100,44220719,2026-09-22T17:18:22.183877+00:00
jalon daniels,TB,QB,4000,44220294,2026-09-22T17:18:22.183877+00:00
easton stick,TB,QB,4000,44220295,2026-09-22T17:18:22.183877+00:00
sean tucker,TB,RB,4000,44220425,2026-09-22T17:18:22.183877+00:00
josh williams,TB,RB,4000,44220587,2026-09-22T17:18:22.183877+00:00
cade otton,TB,TE,3100,44221153,2026-09-22T17:18:22.183877+00:00
ted hurst,TB,WR,3000,44220813,2026-09-22T17:18:22.183877+00:00
tez johnson,TB,WR,3000,44221067,2026-09-22T17:18:22.183877+00:00
kameron johnson,TB,WR,3000,44221069,2026-09-22T17:18:22.183877+00:00
david sills,TB,WR,3000,44221071,2026-09-22T17:18:22.183877+00:00
eric rivers,TB,WR,3000,44221073,2026-09-22T17:18:22.183877+00:00
garrett greene,TB,WR,3000,44221075,2026-09-22T17:18:22.183877+00:00
dean patterson,TB,WR,3000,44221077,2026-09-22T17:18:22.183877+00:00
payne durham,TB,TE,2500,44221359,2026-09-22T17:18:22.183877+00:00
ko kieft,TB,TE,2500,44221361,2026-09-22T17:18:22.183877+00:00
bauer sharp,TB,TE,2500,44221363,2026-09-22T17:18:22.183877+00:00
evan deckers,TB,TE,2500,44221365,2026-09-22T17:18:22.183877+00:00
cj dippre,TB,TE,2500,44221367,2026-09-22T17:18:22.183877+00:00
Buccaneers,TB,DST,2600,44221414,2026-09-22T17:18:22.183877+00:00
derrick henry,BAL,RB,7700,44220307,2026-09-22T17:18:22.183877+00:00
lamar jackson,BAL,QB,7500,44220218,2026-09-22T17:18:22.183877+00:00
zay flowers,BAL,WR,6900,44220625,2026-09-22T17:18:22.183877+00:00
rashod bateman,BAL,WR,4700,44220685,2026-09-22T17:18:22.183877+00:00
mark andrews,BAL,TE,4400,44221119,2026-09-22T17:18:22.183877+00:00
justice hill,BAL,RB,4200,44220405,2026-09-22T17:18:22.183877+00:00
tyler huntley,BAL,QB,4000,44220297,2026-09-22T17:18:22.183877+00:00
joe fagnano,BAL,QB,4000,44220298,2026-09-22T17:18:22.183877+00:00
skylar thompson,BAL,QB,4000,44220299,2026-09-22T17:18:22.183877+00:00
rasheen ali,BAL,RB,4000,44220593,2026-09-22T17:18:22.183877+00:00
adam randall,BAL,RB,4000,44220595,2026-09-22T17:18:22.183877+00:00
jonathan ward,BAL,RB,4000,44220597,2026-09-22T17:18:22.183877+00:00
devontez walker,BAL,WR,3500,44220753,2026-09-22T17:18:22.183877+00:00
elijah sarratt,BAL,WR,3400,44220763,2026-09-22T17:18:22.183877+00:00
chris moore,BAL,WR,3100,44220791,2026-09-22T17:18:22.183877+00:00
ja'kobi lane,BAL,WR,3000,44220805,2026-09-22T17:18:22.183877+00:00
lajohntay wester,BAL,WR,3000,44220807,2026-09-22T17:18:22.183877+00:00
gage larvadain,BAL,WR,3000,44221091,2026-09-22T17:18:22.183877+00:00
xavier guillory,BAL,WR,3000,44221093,2026-09-22T17:18:22.183877+00:00
durham smythe,BAL,TE,2500,44221379,2026-09-22T17:18:22.183877+00:00
matt hibner,BAL,TE,2500,44221381,2026-09-22T17:18:22.183877+00:00
josh cuevas,BAL,TE,2500,44221383,2026-09-22T17:18:22.183877+00:00
ty pezza,BAL,TE,2500,44221385,2026-09-22T17:18:22.183877+00:00
nick vannett,BAL,TE,2500,44221387,2026-09-22T17:18:22.183877+00:00
Ravens,BAL,DST,2800,44221410,2026-09-22T17:18:22.183877+00:00
ceedee lamb,DAL,WR,7800,44220617,2026-09-22T17:18:22.183877+00:00
dak prescott,DAL,QB,6700,44220219,2026-09-22T17:18:22.183877+00:00
javonte williams,DAL,RB,6700,44220319,2026-09-22T17:18:22.183877+00:00
george pickens,DAL,WR,6600,44220629,2026-09-22T17:18:22.183877+00:00
emari demercado,DAL,RB,4200,44220401,2026-09-22T17:18:22.183877+00:00
jake ferguson,DAL,TE,4100,44221125,2026-09-22T17:18:22.183877+00:00
sam howell,DAL,QB,4000,44220300,2026-09-22T17:18:22.183877+00:00
joe milton,DAL,QB,4000,44220301,2026-09-22T17:18:22.183877+00:00
tyler goodson,DAL,RB,4000,44220599,2026-09-22T17:18:22.183877+00:00
malik davis,DAL,RB,4000,44220601,2026-09-22T17:18:22.183877+00:00
israel abanikanda,DAL,RB,4000,44220603,2026-09-22T17:18:22.183877+00:00
hunter luepke,DAL,RB,4000,44220605,2026-09-22T17:18:22.183877+00:00
ryan flournoy,DAL,WR,3800,44220739,2026-09-22T17:18:22.183877+00:00
jonathan mingo,DAL,WR,3000,44221095,2026-09-22T17:18:22.183877+00:00
camden brown,DAL,WR,3000,44221097,2026-09-22T17:18:22.183877+00:00
anthony smith,DAL,WR,3000,44221099,2026-09-22T17:18:22.183877+00:00
jordan hudson,DAL,WR,3000,44221101,2026-09-22T17:18:22.183877+00:00
kavontae turpin,DAL,WR,3000,44221103,2026-09-22T17:18:22.183877+00:00
brevyn spann-ford,DAL,TE,2500,44221191,2026-09-22T17:18:22.183877+00:00
luke schoonmaker,DAL,TE,2500,44221389,2026-09-22T17:18:22.183877+00:00
princeton fant,DAL,TE,2500,44221391,2026-09-22T17:18:22.183877+00:00
dj rogers,DAL,TE,2500,44221393,2026-09-22T17:18:22.183877+00:00
michael trigg,DAL,TE,2500,44221395,2026-09-22T17:18:22.183877+00:00
james mitchell,DAL,TE,2500,44221397,2026-09-22T17:18:22.183877+00:00
Cowboys,DAL,DST,2400,44221418,2026-09-22T17:18:22.183877+00:00
ashton jeanty,LV,RB,7100,44220313,2026-09-22T17:18:22.183877+00:00
brock bowers,LV,TE,6600,44221107,2026-09-22T17:18:22.183877+00:00
tre tucker,LV,WR,5000,44220673,2026-09-22T17:18:22.183877+00:00
kirk cousins,LV,QB,4800,44220242,2026-09-22T17:18:22.183877+00:00
fernando mendoza,LV,QB,4300,44220247,2026-09-22T17:18:22.183877+00:00
mike washington,LV,RB,4100,44220411,2026-09-22T17:18:22.183877+00:00
aidan o'connell,LV,QB,4000,44220254,2026-09-22T17:18:22.183877+00:00
dylan laube,LV,RB,4000,44220437,2026-09-22T17:18:22.183877+00:00
chris collier,LV,RB,4000,44220439,2026-09-22T17:18:22.183877+00:00
dare ogunbowale,LV,RB,4000,44220441,2026-09-22T17:18:22.183877+00:00
connor heyward,LV,RB,4000,44220443,2026-09-22T17:18:22.183877+00:00
roman hemby,LV,RB,4000,44220445,2026-09-22T17:18:22.183877+00:00
jalen nailor,LV,WR,3700,44220745,2026-09-22T17:18:22.183877+00:00
jack bech,LV,WR,3500,44220759,2026-09-22T17:18:22.183877+00:00
michael mayer,LV,TE,3300,44221145,2026-09-22T17:18:22.183877+00:00
cody white,LV,WR,3200,44220789,2026-09-22T17:18:22.183877+00:00
malik benson,LV,WR,3000,44220839,2026-09-22T17:18:22.183877+00:00
dareke young,LV,WR,3000,44220841,2026-09-22T17:18:22.183877+00:00
dont'e thornton,LV,WR,3000,44220843,2026-09-22T17:18:22.183877+00:00
justin shorter,LV,WR,3000,44220845,2026-09-22T17:18:22.183877+00:00
corey rucker,LV,WR,3000,44220847,2026-09-22T17:18:22.183877+00:00
deven thompkins,LV,WR,3000,44220849,2026-09-22T17:18:22.183877+00:00
ronnie bell,LV,WR,3000,44220851,2026-09-22T17:18:22.183877+00:00
ian thomas,LV,TE,2500,44221205,2026-09-22T17:18:22.183877+00:00
chris myarick,LV,TE,2500,44221207,2026-09-22T17:18:22.183877+00:00
carter runyon,LV,TE,2500,44221209,2026-09-22T17:18:22.183877+00:00
patrick gurd,LV,TE,2500,44221211,2026-09-22T17:18:22.183877+00:00
Raiders,LV,DST,2600,44221413,2026-09-22T17:18:22.183877+00:00
chris olave,NO,WR,7200,44220621,2026-09-22T17:18:22.183877+00:00
travis etienne,NO,RB,5800,44220337,2026-09-22T17:18:22.183877+00:00
tyler shough,NO,QB,5400,44220232,2026-09-22T17:18:22.183877+00:00
alvin kamara,NO,RB,4800,44220371,2026-09-22T17:18:22.183877+00:00
devaughn vele,NO,WR,4400,44220701,2026-09-22T17:18:22.183877+00:00
kendre miller,NO,RB,4300,44220403,2026-09-22T17:18:22.183877+00:00
spencer rattler,NO,QB,4000,44220252,2026-09-22T17:18:22.183877+00:00
zach wilson,NO,QB,4000,44220253,2026-09-22T17:18:22.183877+00:00
cj donaldson,NO,RB,4000,44220429,2026-09-22T17:18:22.183877+00:00
audric estime,NO,RB,4000,44220431,2026-09-22T17:18:22.183877+00:00
ty chandler,NO,RB,4000,44220433,2026-09-22T17:18:22.183877+00:00
zamir white,NO,RB,4000,44220435,2026-09-22T17:18:22.183877+00:00
juwan johnson,NO,TE,3700,44221133,2026-09-22T17:18:22.183877+00:00
noah fant,NO,TE,3200,44221151,2026-09-22T17:18:22.183877+00:00
bryce lance,NO,WR,3000,44220801,2026-09-22T17:18:22.183877+00:00
barion brown,NO,WR,3000,44220823,2026-09-22T17:18:22.183877+00:00
kevin austin,NO,WR,3000,44220825,2026-09-22T17:18:22.183877+00:00
jordyn tyson,NO,WR,3000,44220827,2026-09-22T17:18:22.183877+00:00
mason tipton,NO,WR,3000,44220829,2026-09-22T17:18:22.183877+00:00
jalen moreno-cropper,NO,WR,3000,44220831,2026-09-22T17:18:22.183877+00:00
kyrese rowan,NO,WR,3000,44220833,2026-09-22T17:18:22.183877+00:00
trey palmer,NO,WR,3000,44220835,2026-09-22T17:18:22.183877+00:00
cedric tillman,NO,WR,3000,44220837,2026-09-22T17:18:22.183877+00:00
oscar delp,NO,TE,2500,44221195,2026-09-22T17:18:22.183877+00:00
treyton welch,NO,TE,2500,44221197,2026-09-22T17:18:22.183877+00:00
moliki matavao,NO,TE,2500,44221199,2026-09-22T17:18:22.183877+00:00
stone smartt,NO,TE,2500,44221201,2026-09-22T17:18:22.183877+00:00
zach wood,NO,TE,2500,44221203,2026-09-22T17:18:22.183877+00:00
Saints,NO,DST,3300,44221403,2026-09-22T17:18:22.183877+00:00
