team,player_name,jersey,pos,nfl_status,height,weight,experience,college
NE,Harold Landry III,2,LB,PUP,74,252,9,Boston College
NE,Hassan Haskins,26,RB,CUT,74,228,5,Michigan
NE,Hunter Henry,85,TE,ACT,77,249,11,Arkansas
NE,Jacob Rizy,64,C,CUT,77,306,R,Florida State
NE,Jake Kubas,,G,DEV,76,308,2,North Dakota State
NE,Jared Wilson,55,C,ACT,75,310,2,Georgia
NE,Jaylen Reed,23,SAF,ACT,72,212,2,Penn State
NE,Jeremiah Pharms Jr.,98,DT,DEV,75,300,3,Friends U.
NE,Jeremiah Webb,29,WR,RES,71,198,1,South Alabama
NE,Jose Ramirez,,LB,DEV,74,252,1,Eastern Michigan
NE,Joshua Farmer,92,DT,ACT,75,312,2,Florida State
NE,Julian Ashby,47,LS,ACT,73,231,2,Vanderbilt
NE,Julian Hill,80,TE,RES,76,251,4,Campbell University
NE,K.J. Britt,35,LB,DEV,72,240,6,Auburn
NE,Karon Prunty,21,CB,ACT,74,192,R,Wake Forest
NE,Kevin Byard,31,FS,ACT,71,212,11,Middle Tennessee State
NE,Khalil Jacobs,59,LB,RES,73,227,R,Missouri
NE,Kindle Vildor,28,CB,DEV,71,189,7,Georgia Southern
NE,Kyle Dixon,83,WR,DEV,74,220,R,Culver-Stockton College
NE,Kyle Williams,18,WR,ACT,71,190,2,Washington State
NE,Lan Larison,34,RB,DEV,71,209,2,UC Davis
NE,Leonard Taylor III,93,DT,ACT,75,305,3,Miami
NE,Lorenz Metz,61,OT,DEV,81,320,1,Cincinnati
NE,Mack Hollins,13,WR,ACT,76,221,10,North Carolina
NE,Marcus Bryant,52,OT,RSR,79,320,2,Missouri
NE,Marcus Jones,25,CB,ACT,68,188,5,Houston
NE,Mike Brown,33,SAF,DEV,73,218,4,Miami (Ohio)
NE,Mike Onwenu,71,G,ACT,75,350,7,Michigan
NE,Milton Williams,97,DT,ACT,75,290,6,Louisiana Tech
NE,Mitch Wishnowsky,,P,DEV,74,220,8,Utah
NE,Morgan Moses,76,OT,ACT,78,320,13,Virginia
NE,Myles Montgomery,39,RB,RES,70,205,R,UCF
NE,Namdi Obiazor,48,LB,ACT,75,229,R,TCU
NE,Quintayvious Hutchins,45,LB,ACT,75,245,R,Boston College
NE,Reggie Gilliam,44,RB,ACT,73,255,7,Toledo
NE,Rhamondre Stevenson,38,RB,ACT,72,227,6,Oklahoma
NE,Riley Wilson,51,LB,DEV,73,226,R,Arizona
NE,Robert Spillane,14,LB,ACT,73,234,8,Western Michigan
NE,Romeo Doubs,87,WR,ACT,74,210,5,Nevada
NE,Shane Zylstra,,TE,CUT,76,240,5,Minnesota State
NE,Tanner Arkin,84,TE,ACT,76,262,R,Illinois
NE,Tommy DeVito,16,QB,ACT,74,210,4,Illinois
NE,TreVeyon Henderson,32,RB,ACT,70,202,2,Ohio State
NE,Walter Rouse,72,OT,ACT,78,314,3,Oklahoma
NE,Will Campbell,66,OT,ACT,78,319,2,LSU
NE,Xavier Holmes,,LB,DEV,75,238,R,James Madison
NE,Xavier Newman-Johnson,,G,DEV,74,297,4,Baylor
NO,Alan Herron,70,OT,DEV,75,308,R,Maryland
NO,Alex Wollschlaeger,79,OT,DEV,79,310,R,Kentucky
NO,Alvin Kamara,41,RB,ACT,70,215,10,Tennessee
NO,Anfernee Jennings,54,LB,ACT,75,255,7,Alabama
NO,Asim Richards,72,OT,ACT,76,307,4,North Carolina
NO,Audric Estimé,30,RB,RES,71,227,3,Notre Dame
NO,Barion Brown,19,WR,ACT,71,177,R,LSU
NO,Brock Rechsteiner,89,WR,SUS,74,225,R,Jacksonville State
NO,Bryan Bresee,90,DT,RES,77,305,4,Clemson
NO,Bryce Lance,18,WR,ACT,75,204,R,North Dakota State
NO,CJ Donaldson,43,RB,ACT,73,230,R,Ohio State
NO,Cameron Jordan,94,LB,ACT,76,287,16,California
NO,Carl Granderson,96,DE,ACT,77,261,8,Wyoming
NO,Cedric Tillman,,WR,DEV,75,215,4,Tennessee
NO,Cesar Ruiz,51,G,ACT,76,316,7,Michigan
NO,Charlie Smyth,39,K,DEV,76,210,2,
NO,Chase Young,99,DE,ACT,77,265,7,Ohio State
NO,Chris Olave,12,WR,ACT,72,187,5,Ohio State
NO,Chris Rumph II,58,LB,ACT,74,244,6,Duke
NO,Christen Miller,52,DT,ACT,75,321,R,Georgia
NO,Colby Wooden,50,DE,ACT,76,273,4,Auburn
NO,Daniel Carlson,10,K,ACT,77,222,9,Auburn
NO,Danny Stutsman,28,LB,ACT,75,233,2,Oklahoma
NO,David Edwards,76,G,ACT,78,308,8,Wisconsin
NO,David Long,,DB,RES,71,196,7,Michigan
NO,Davon Godchaux,92,DT,ACT,75,330,10,LSU
NO,Decamerion Richardson,,CB,ACT,74,188,3,Mississippi State
NO,Devaughn Vele,14,WR,ACT,77,210,3,Utah
NO,Dillon Radunz,77,OT,RES,78,301,6,North Dakota State
NO,Easton Kilty,73,OT,DEV,78,307,1,Kansas State
NO,Erik McCoy,78,C,ACT,76,303,8,Texas A&M
NO,Fadil Diggs,40,DE,DEV,76,257,1,Syracuse
NO,Isaiah Stalbird,44,LB,ACT,73,215,2,South Dakota State
NO,Jackson Sirmon,47,LB,DEV,74,240,1,California
NO,Jalen Moreno-Cropper,85,WR,DEV,72,172,1,Fresno State
NO,Jay'Viar Suggs,62,DT,DEV,75,299,R,Wisconsin
NO,Jayden Price,38,CB,ACT,71,185,1,North Dakota State
NO,Jaylan Ford,53,LB,RSR,74,240,3,Texas
NO,Jeremiah Wright,65,G,ACT,77,331,R,Auburn
NO,John Ridgeway,95,DT,ACT,77,321,5,Arkansas
NO,Jonah Williams,,DE,DEV,77,275,6,Weber State
NO,Jonas Sanker,7,SAF,ACT,73,210,2,Virginia
NO,Jordan Howden,31,SAF,ACT,72,210,4,Minnesota
NO,Jordyn Tyson,,WR,RSR,74,200,R,Arizona State
NO,Julian Blackmon,23,SAF,ACT,72,202,7,Utah
NO,Justin Reid,21,S,ACT,73,207,9,Stanford
NO,Juwan Johnson,83,TE,ACT,76,245,7,Oregon
NO,Kaden Elliss,55,LB,ACT,74,238,8,Idaho
NO,Kelvin Banks Jr.,71,OT,ACT,77,315,2,Texas
NO,Kendre Miller,5,RB,ACT,72,220,4,TCU
NO,Kevin Austin Jr.,81,WR,DEV,74,200,3,Notre Dame
NO,Khristian Boyd,97,DT,ACT,74,320,3,Northern Iowa
NO,Kool-Aid McKinstry,1,CB,ACT,71,199,3,Alabama
NO,Kyrese Rowan,,WR,DEV,70,185,1,Utah State
NO,Lorenzo Styles Jr.,36,SAF,RES,73,195,R,Ohio State
NO,Martin Emerson,22,CB,ACT,74,200,5,Mississippi State
NO,Mason Murphy,74,OT,ACT,77,315,R,Auburn
NO,Mason Tipton,15,WR,PUP,71,187,3,Yale
NO,Michael Reid,42,SAF,ACT,74,200,1,South Dakota
NO,Moliki Matavao,80,TE,RES,78,263,2,UCLA
NO,Nathan Shepherd,93,DE,ACT,76,315,9,Fort Hays
NO,Nick Saldiveri,64,G,PUP,78,316,4,Old Dominion
NO,Noah Fant,87,TE,ACT,76,249,8,Iowa
NO,Oscar Delp,88,TE,ACT,77,245,R,Georgia
NO,Pete Werner,20,LB,ACT,75,242,6,Ohio State
NO,Quincy Riley,29,CB,ACT,71,195,2,Louisville
NO,Rejzohn Wright,25,DB,RES,74,193,3,Oregon State
NO,Ryan Wright,17,P,ACT,75,245,5,Tulane
NO,Scott Daly,,LS,DEV,73,245,6,Notre Dame
NO,Spencer Rattler,2,QB,ACT,72,211,3,South Carolina
NO,Stone Smartt,,TE,DEV,76,226,5,Old Dominion
NO,TJ Hall,34,DB,DEV,72,190,R,Iowa
NO,Taliese Fuaga,75,OT,ACT,78,324,3,Oregon State
NO,Travis Etienne,3,RB,ACT,70,215,6,Clemson
NO,Trey Palmer,10,WR,DEV,73,190,4,Nebraska
NO,Treyton Welch,82,TE,ACT,76,240,1,Wyoming
NO,Ty Chandler,32,RB,RES,71,204,5,North Carolina
NO,Tyler Shough,6,QB,ACT,77,219,2,Louisville
NO,Tyree Wilson,98,DE,ACT,77,263,4,Texas Tech
NO,Vernon Broughton,91,DT,ACT,77,311,2,Texas
NO,Will Sherman,66,G,ACT,76,300,2,Colorado
NO,Zach Wilson,4,QB,ACT,74,214,6,BYU
NO,Zach Wood,49,LS,RES,75,255,10,SMU
NO,Zamir White,,RB,DEV,71,227,5,Georgia
NYG,Aaron Stinnie,64,G,ACT,75,312,9,James Madison
NYG,Abdul Carter,3,LB,ACT,75,252,2,Penn State
NYG,Andrew Thomas,78,OT,ACT,77,315,7,Georgia
NYG,Andru Phillips,22,DB,ACT,71,180,3,Kentucky
NYG,Ar'Darius Washington,24,SAF,ACT,68,180,5,TCU
NYG,Arvell Reese,52,LB,ACT,76,243,R,Ohio State
NYG,Basil Okoye,99,DT,ACT,78,365,2,
NYG,Ben Mann,58,LS,ACT,77,232,R,Boston College
NYG,Bobby Jamison-Travis,97,DT,ACT,75,328,R,Auburn
NYG,Braxton Berrios,87,WR,ACT,69,190,9,Miami
NYG,Brian Burns,,LB,ACT,77,250,8,Florida State
NYG,Bryan Hudson,60,C,ACT,77,305,1,Louisville
NYG,Calvin Austin III,82,WR,RES,69,162,5,Memphis
NYG,Cam Skattebo,44,RB,ACT,71,215,2,Arizona State
NYG,Chandler Martin,55,LB,DEV,72,230,1,Memphis
NYG,Charlie Jones,,WR,DEV,72,190,4,Purdue
NYG,Chauncey Golston,57,DE,ACT,77,277,6,Iowa
NYG,Chris Manhertz,85,TE,ACT,78,235,11,Canisius College
NYG,Colton Hood,12,CB,ACT,72,195,R,Tennessee
NYG,DJ Reader,98,DT,ACT,75,335,11,Clemson
NYG,Dalen Cambre,83,WR,DEV,72,192,2,Louisiana
NYG,Darian Kinnard,,G,DEV,77,322,4,Kentucky
NYG,Darius Alexander,91,DT,ACT,76,310,2,Toledo
NYG,Darnell Mooney,17,WR,ACT,71,177,7,Tulane
NYG,Deonte Banks,2,CB,ACT,74,200,4,Maryland
NYG,Devin Singletary,26,RB,ACT,67,203,8,Florida Atlantic
NYG,Dominic Zvada,34,K,ACT,75,187,R,Michigan
NYG,Elijah Campbell,28,DB,ACT,71,190,6,Northern Iowa
NYG,Elijah Jones,,CB,DEV,73,185,3,Boston College
NYG,Francis Mauigoa,65,OT,ACT,78,335,R,Miami
NYG,Geno VanDeMark,,C,DEV,77,326,R,Alabama
NYG,Grant Finley,,RB,DEV,76,270,R,Missouri Western
NYG,Greg Newsome II,20,CB,ACT,72,192,6,Northwestern
NYG,Gunner Olszewski,80,WR,RES,72,192,8,Bemidji State University
NYG,Isaiah Likely,9,TE,ACT,76,241,5,Coastal Carolina
NYG,J.C. Davis,74,OT,ACT,76,322,R,Illinois
NYG,Jack Kelly,51,LB,ACT,74,240,R,BYU
NYG,Jaden Robinson,,CB,DEV,72,193,1,Oregon State
NYG,Jake Haener,18,QB,DEV,73,200,3,Fresno State
NYG,Jalin Hyatt,13,WR,DEV,72,185,4,Tennessee
NYG,Jameis Winston,19,QB,ACT,76,231,12,Florida State
NYG,Jarrick Bernard-Converse,35,CB,RES,73,205,4,LSU
NYG,Jarrod Gray,79,OT,DEV,79,318,R,
NYG,Jason Pinnock,25,SAF,ACT,72,200,6,Pittsburgh
NYG,Jaxson Dart,6,QB,ACT,74,223,2,Mississippi
NYG,Jermaine Eluemunor,72,G,ACT,76,338,10,Texas A&M
NYG,Jevon Holland,8,SAF,ACT,73,207,6,Oregon
NYG,John Michael Schmitz,61,C,ACT,76,320,4,Minnesota
NYG,Jon Runyan,76,G,ACT,76,307,7,Michigan
NYG,Jordan Stout,15,P,ACT,75,214,5,Penn State
NYG,Josh Tupou,94,DT,ACT,75,340,7,Colorado
NYG,Kayvon Thibodeaux,5,LB,ACT,77,258,5,Oregon
NYG,Kingsley Eguakun,,C,DEV,75,305,2,Florida
NYG,Korie Black,38,CB,RSR,72,190,2,Oklahoma State
NYG,Malachi Fields,88,WR,ACT,76,222,R,Notre Dame
NYG,Malik Harrison,,LB,ACT,75,247,7,Ohio State
NYG,Malik Nabers,1,WR,ACT,72,200,3,LSU
NYG,Marcus Mbow,71,G,ACT,77,300,2,Purdue
NYG,Micah McFadden,41,LB,ACT,74,232,5,Indiana
NYG,Najee Harris,23,RB,ACT,73,232,6,Alabama
NYG,Nic Jones,31,CB,ACT,72,189,3,Ball State
NYG,Nikko Reed,,DB,ACT,70,180,2,Oregon
NYG,Odell Beckham Jr.,13,WR,ACT,71,198,11,LSU
NYG,Patrick Ricard,45,RB,ACT,75,300,10,Maine
NYG,Paulson Adebo,21,CB,RES,73,192,6,Stanford
NYG,Phil Mafah,,RB,DEV,73,232,1,Clemson
NYG,Raheem Layne,43,SAF,DEV,71,192,3,Indiana
NYG,Rico Payton,36,CB,RES,72,182,3,Pittsburg State (KS)
NYG,Roy Robertson-Harris,95,DE,RES,79,300,10,Texas-El Paso
NYG,Ryan Schernecke,70,OT,CUT,80,330,R,Kutztown
NYG,Shelby Harris,93,DE,ACT,74,288,12,Illinois State
NYG,Thaddeus Dixon,39,CB,RES,73,195,R,North Carolina
NYG,Theo Johnson,84,TE,ACT,78,264,3,Penn State
NYG,Thomas Fidone II,86,TE,ACT,78,255,2,Nebraska
NYG,Trace Ford,48,LB,DEV,74,252,1,Oklahoma
NYG,Tremaine Edmunds,49,MLB,ACT,76,251,9,Virginia Tech
NYG,Tyler Nubin,27,SAF,ACT,74,210,3,Minnesota
NYG,Tyrone Tracy Jr.,29,RB,ACT,71,210,3,Purdue
NYG,Zaire Barnes,46,LB,ACT,73,232,4,Western Michigan
NYJ,Adonai Mitchell,15,WR,ACT,74,205,3,Texas
NYJ,Al-Jay Henderson,,RB,DEV,70,216,R,Buffalo
NYJ,Andre Cisco,8,SAF,ACT,72,210,6,Syracuse
NYJ,Andrew Beck,47,FB,ACT,75,255,7,Texas
NYJ,Anez Cooper,72,G,RSR,77,334,R,Miami
NYJ,Arian Smith,82,WR,ACT,72,179,2,Georgia
NYJ,Armand Membou,70,OT,ACT,76,332,2,Missouri
NYJ,Austin McNamara,14,P,ACT,76,204,2,Texas Tech
NYJ,Azareye'h Thomas,1,CB,ACT,73,197,2,Florida State
NYJ,Bailey Zappe,4,QB,DEV,73,215,4,Western Kentucky
NYJ,Blake Grupe,4,K,ACT,67,156,4,Notre Dame
NYJ,Braelon Allen,,RB,ACT,73,235,3,Wisconsin
NYJ,Braiden McGregor,55,DE,ACT,78,267,3,Michigan
NYJ,Brandon Stephens,21,CB,ACT,73,215,6,SMU
NYJ,Brant Banks,,OT,DEV,79,306,1,Rice
NYJ,Breece Hall,20,RB,ACT,71,217,5,Iowa State
NYJ,Cade Klubnik,10,QB,ACT,74,207,R,Clemson
NYJ,Chip Trayanum,40,RB,RES,71,227,R,Toledo
NYJ,Chukwuma Okorafor,79,OT,ACT,78,320,8,Western Michigan
NYJ,D'Angelo Ponds,23,CB,ACT,68,182,R,Indiana
NYJ,Dane Belton,6,SAF,ACT,73,205,5,Iowa
NYJ,Darrell Jackson Jr.,95,DT,ACT,77,315,R,Florida State
NYJ,David Bailey,31,LB,ACT,75,250,R,Texas Tech
NYJ,David Onyemata,93,DT,ACT,75,300,11,Manitoba (Canada)
NYJ,Demario Davis,56,OLB,ACT,74,239,15,Arkansas State
NYJ,Dylan Parham,64,G,ACT,75,311,5,Memphis
NYJ,Francisco Mauigoa,51,LB,ACT,74,233,2,Miami
NYJ,Garrett Wilson,5,WR,ACT,72,183,5,Ohio State
NYJ,Geno Smith,7,QB,ACT,75,221,14,West Virginia
NYJ,Harrison Phillips,97,DT,ACT,75,307,9,Stanford
NYJ,Isaiah Davis,32,RB,ACT,73,220,3,South Dakota State
NYJ,Isaiah Williams,18,WR,ACT,70,185,3,Illinois
NYJ,Jack Heflin,96,DT,DEV,75,304,2,Iowa
NYJ,Jaden Keller,48,LB,CUT,75,235,R,Virginia Tech
NYJ,Jamaal Pritchett,81,WR,DEV,68,175,1,South Alabama
NYJ,Jamien Sherwood,44,LB,ACT,74,216,6,Auburn
NYJ,Jarvis Brownlee Jr.,2,DB,ACT,70,194,3,Louisville
NYJ,Jason Sanders,19,K,DEV,71,195,9,New Mexico
NYJ,Jelani Woods,86,TE,ACT,79,253,5,Virginia
NYJ,Jeremy Ruckert,89,TE,ACT,77,250,5,Ohio State
NYJ,Joe Tippmann,66,C,ACT,78,313,4,Wisconsin
NYJ,John Saunders Jr.,,SAF,DEV,74,210,1,Mississippi
NYJ,Jordan Clark,33,CB,ACT,69,184,2,Notre Dame
NYJ,Jordan Meredith,67,G,ACT,74,300,4,Western Kentucky
NYJ,Joseph Ossai,46,DE,ACT,76,253,6,Texas
NYJ,Josh Myers,71,C,ACT,77,310,6,Ohio State
NYJ,Jowon Briggs,91,DE,ACT,73,313,3,Cincinnati
NYJ,Kene Nwangwu,3,RB,ACT,73,210,6,Iowa State
NYJ,Kenyon Sadiq,16,TE,ACT,75,241,R,Oregon
NYJ,Kingsley Enagbare,52,LB,ACT,76,258,5,South Carolina
NYJ,Kingsley Jonathan,57,DE,RES,76,260,3,Syracuse
NYJ,Kohl Levao,60,OL,DEV,78,350,1,Hawaii
NYJ,Malachi Moore,27,SAF,ACT,71,196,2,Alabama
NYJ,Malik McClain,84,WR,DEV,77,205,R,Arizona State
NYJ,Marcelino McCrary-Ball,41,LB,ACT,72,214,3,Indiana
NYJ,Mason Taylor,85,TE,ACT,77,251,2,LSU
NYJ,Max Mitchell,61,OT,ACT,78,307,5,Louisiana-Lafayette
NYJ,Minkah Fitzpatrick,29,FS,ACT,73,202,9,Alabama
NYJ,Mory Bamba,38,CB,DEV,74,193,R,BYU
NYJ,Nahshon Wright,26,CB,ACT,76,190,6,Oregon State
NYJ,Nate Lynn,92,DE,DEV,75,256,2,William & Mary
NYJ,Olumuyiwa Fashanu,74,OT,ACT,78,312,3,Penn State
NYJ,Omar Cooper Jr.,11,WR,RES,72,199,R,Indiana
NYJ,Paschal Ekeji,54,DE,DEV,76,230,1,
NYJ,Payton Page,98,DT,DEV,76,300,1,Clemson
NYJ,Qwan'tez Stiggers,37,DB,ACT,72,197,3,
NYJ,Samuel Womack,22,CB,DEV,70,189,5,Toledo
NYJ,Sterling Shepard,,WR,DEV,70,194,11,Oklahoma
NYJ,T'Vondre Sweat,99,DT,ACT,76,366,3,Texas
NYJ,Thomas Hennessy,42,LS,ACT,74,246,10,Duke
NYJ,Tim Patrick,17,WR,RES,77,210,9,Utah
NYJ,Tre Brown,30,CB,RES,70,185,6,Oklahoma
NYJ,Trevin Wallace,49,LB,ACT,73,237,3,Kentucky
NYJ,Troy Reeder,,LB,DEV,75,236,8,Delaware
NYJ,Tyler Baron,94,DE,PUP,76,258,2,Miami
NYJ,Tyler Johnson,,WR,DEV,73,208,6,Minnesota
NYJ,VJ Payne,34,SAF,RSR,75,206,R,Kansas State
NYJ,Will McDonald IV,9,DE,ACT,76,245,4,Iowa State
NYJ,Xavier Newman-Johnson,65,G,TRT,74,297,4,Baylor
PHI,A.J. Epenesa,57,LB,ACT,78,280,7,Iowa
PHI,Andre' Sam,32,SAF,RES,70,194,1,LSU
PHI,Andrew Mukuba,24,SAF,ACT,71,186,2,Texas
PHI,Andy Dalton,14,QB,ACT,74,220,16,TCU
PHI,Arnold Ebiketie,17,LB,ACT,75,256,5,Penn State
PHI,Braden Mann,10,P,ACT,71,198,7,Texas A&M
PHI,Britain Covey,85,WR,ACT,68,173,5,Utah
PHI,Byron Young,94,DT,ACT,75,292,4,Alabama
PHI,Cam Jurgens,51,C,ACT,75,303,5,Nebraska
PHI,Carson Steele,34,RB,DEV,72,228,2,UCLA
PHI,Chance Campbell,59,LB,DEV,74,232,4,Mississippi
PHI,Cole Payton,18,QB,ACT,74,233,R,North Dakota State
PHI,Cole Wisniewski,21,SAF,DEV,75,219,R,Texas Tech
PHI,Cooper DeJean,33,CB,ACT,72,198,3,Iowa
PHI,Dallas Goedert,88,TE,ACT,77,256,9,South Dakota State
PHI,Dameon Pierce,39,RB,DEV,70,215,5,Florida
PHI,Danny Gray,82,WR,CUT,72,200,3,SMU
PHI,Darius Cooper,80,WR,ACT,71,210,2,Tarleton State
PHI,DeVonta Smith,6,WR,ACT,72,170,6,Alabama
PHI,Dontayvion Wicks,13,WR,ACT,73,206,4,Virginia
PHI,Drew Kendall,66,C,ACT,76,308,2,Boston College
PHI,E.J. Jenkins,84,TE,ACT,78,245,2,Georgia Tech
PHI,Eli Stowers,87,TE,RES,76,239,R,Vanderbilt
PHI,Elijah Moore,19,WR,ACT,70,178,6,Mississippi
PHI,Fred Johnson,74,OT,ACT,79,326,8,Florida
PHI,Gabe Hall,96,DT,DEV,78,295,1,Baylor
PHI,Grant Calcaterra,81,TE,RSR,76,240,5,SMU
PHI,Jake Elliott,4,K,ACT,69,167,10,Memphis
PHI,Jake Majors,75,C,DEV,75,315,1,Texas
PHI,Jakorian Bennett,23,DB,RSR,70,200,4,Maryland
PHI,Jalen Carter,98,DT,ACT,75,314,4,Georgia
PHI,Jalen Hurts,1,QB,ACT,73,223,7,Oklahoma
PHI,Jalyx Hunt,58,LB,ACT,75,252,3,Houston Christian University
PHI,Jaydon Blue,,RB,DEV,69,198,2,Texas
PHI,Jeremiah Trotter Jr.,54,LB,ACT,72,225,3,Clemson
PHI,Jihaad Campbell,11,LB,ACT,75,235,2,Alabama
PHI,John Ojukwu,67,OT,DEV,77,309,2,Boise State
PHI,Johnny Mundt,83,TE,ACT,76,245,9,Oregon
PHI,Johnny Wilson,89,WR,RES,78,228,3,Florida State
PHI,Jonathan Greenard,52,LB,ACT,75,263,7,Florida
PHI,Jonathan Jones,31,DB,ACT,70,190,11,Auburn
PHI,Jordan Davis,90,DT,ACT,78,336,5,Georgia
PHI,Jordan Mailata,68,OT,ACT,80,365,9,
PHI,Joshua Weru,46,LB,DEV,76,244,R,
PHI,Josiah Deguara,,TE,DEV,74,240,6,Cincinnati
PHI,Kelee Ringo,7,CB,ACT,74,207,4,Georgia
PHI,Keyshawn James-Newby,50,LB,DEV,73,240,R,New Mexico
PHI,Kiran Amegadjie,,OT,DEV,77,326,3,Yale
PHI,Landon Dickerson,69,G,RES,78,333,6,Alabama
PHI,Lane Johnson,65,OT,ACT,78,325,14,Oklahoma
PHI,Mac McWilliams,22,CB,ACT,70,191,2,UCF
PHI,Makai Lemon,9,WR,ACT,71,192,R,USC
PHI,Marcus Epps,29,SAF,ACT,72,198,8,Wyoming
PHI,Markel Bell,72,OT,ACT,81,345,R,Miami
PHI,Marquise Brown,,WR,ACT,69,170,8,Oklahoma
PHI,Mason Reiger,,DE,DEV,77,248,R,Wisconsin
PHI,Maximus Pulley,36,SAF,DEV,71,200,R,Wofford
PHI,Micah Morris,76,G,ACT,77,334,R,Georgia
PHI,Michael Carter II,35,CB,ACT,70,184,6,Duke
PHI,Moro Ojomo,97,DT,ACT,75,292,4,Texas
PHI,Nolan Smith,3,LB,ACT,74,238,4,Georgia
PHI,Quinyon Mitchell,27,CB,ACT,72,193,3,Toledo
PHI,Riq Woolen,2,CB,ACT,76,210,5,Texas-San Antonio
PHI,Robert Longerbeam,,CB,DEV,71,175,2,Rutgers
PHI,Rocco Underwood,41,LS,ACT,75,231,R,Florida
PHI,Saquon Barkley,26,RB,ACT,72,232,9,Penn State
PHI,Smael Mondon Jr.,42,LB,ACT,74,225,2,Georgia
PHI,Tank Bigsby,8,RB,ACT,71,215,4,Auburn
PHI,Tanner McKee,16,QB,ACT,78,230,4,Stanford
PHI,Tucker Large,,SAF,RSN,71,183,R,Washington State
PHI,Ty Robinson,95,DT,ACT,77,288,2,Nebraska
PHI,Tyler Steen,56,G,ACT,78,321,4,Alabama
PHI,Uar Bernard,93,DT,DEV,76,306,R,
PHI,Will Shipley,28,RB,ACT,71,210,3,Clemson
PHI,Willie Lampkin,61,G,ACT,71,290,2,North Carolina
PHI,Xavier Gipson,86,WR,DEV,69,189,4,Stephen F. Austin State
PHI,Zack Baun,53,LB,ACT,75,225,7,Wisconsin
PIT,Aaron Rodgers,8,QB,ACT,74,223,22,California
PIT,Alex Highsmith,56,LB,ACT,76,242,7,Charlotte
PIT,Asante Samuel Jr.,22,CB,ACT,70,180,6,Florida State
PIT,Ben Skowronek,15,WR,ACT,75,224,6,Notre Dame
PIT,Bishop Fitzgerald,,SAF,DEV,71,205,R,USC
PIT,Bradyn Swinson,,LB,DEV,76,255,2,LSU
PIT,Brandin Echols,26,CB,ACT,70,179,6,Kentucky
PIT,Brandon Johnson,,WR,DEV,74,195,3,UCF
PIT,Brandon Smith,87,WR,DEV,74,220,1,Iowa
PIT,Brock Hoffman,67,C,ACT,76,318,5,Virginia Tech
PIT,Cameron Heyward,97,DE,ACT,77,295,16,Ohio State
PIT,Cameron Johnston,19,P,ACT,71,194,9,Ohio State
PIT,Car'lin Vigers,,DB,DEV,74,200,1,Louisiana-Monroe
PIT,Carson Bruener,44,LB,ACT,73,227,2,Washington
PIT,Chris Boswell,9,K,ACT,74,185,12,Rice
PIT,Christian Kuntz,46,LS,ACT,73,228,6,Duquesne
PIT,Cole Burgess,85,WR,RES,73,192,1,Cortland State Of New York
PIT,Cole Holcomb,55,LB,ACT,73,240,8,North Carolina
PIT,DK Metcalf,4,WR,ACT,76,235,8,Mississippi
PIT,Daequan Hardy,,CB,RES,69,178,1,Penn State
PIT,Darnell Washington,80,TE,ACT,79,265,4,Georgia
PIT,Daylen Everette,23,CB,ACT,73,196,R,Georgia
PIT,DeShon Elliott,25,SAF,RSR,73,210,9,Texas
PIT,Derrick Harmon,99,DT,ACT,76,313,2,Oregon
PIT,Doneiko Slaughter,40,DB,DEV,72,190,1,Arkansas
PIT,Donte Kent,34,CB,PUP,70,189,2,Central Michigan
PIT,Doug Nester,72,G,DEV,78,306,1,West Virginia
PIT,Drew Allar,16,QB,ACT,77,228,R,Penn State
PIT,Dylan Cook,60,OT,ACT,78,305,3,Montana
PIT,Eli Heidenreich,29,RB,ACT,72,198,R,Navy
PIT,Esezi Otomewo,93,DT,DEV,77,282,4,Minnesota
PIT,Gabe Rubio,96,DE,ACT,77,321,R,Notre Dame
PIT,Gennings Dunker,73,G,ACT,77,319,R,Iowa
PIT,Germie Bernard,17,WR,ACT,73,206,R,Alabama
PIT,Jack Driscoll,68,OT,RSR,77,312,6,Auburn
PIT,Jack Sawyer,33,LB,ACT,76,260,2,Ohio State
PIT,Jacoby Windmon,53,LB,DEV,74,250,2,Michigan State
PIT,Jalen Ramsey,5,CB,ACT,73,208,11,Florida State
PIT,Jamel Dean,35,CB,ACT,73,206,8,Auburn
PIT,Jaquan Brisker,3,SAF,ACT,73,204,5,Penn State
PIT,Jaylen Warren,30,RB,ACT,68,215,5,Oklahoma State
PIT,Joey Porter Jr.,24,CB,ACT,74,194,4,Penn State
PIT,Julius Welschof,45,LB,DEV,78,265,1,Charlotte
PIT,Kaden Wetjen,10,WR,ACT,69,196,R,Iowa
PIT,Keeanu Benton,95,DT,ACT,76,309,4,Wisconsin
PIT,Kevin Jobity Jr.,92,DT,ACT,76,300,R,Syracuse
PIT,Kyler Baugh,65,DT,DEV,74,305,1,Minnesota
PIT,Lake McRee,81,TE,DEV,76,243,R,USC
PIT,Lew Nichols III,31,RB,DEV,70,220,1,Central Michigan
PIT,Logan Lee,91,DT,RES,77,286,3,Iowa
PIT,Mason McCormick,66,G,ACT,77,315,3,South Dakota State
PIT,Mason Rudolph,2,QB,ACT,77,235,9,Oklahoma State
PIT,Max Hurleman,84,RB,DEV,71,200,1,Notre Dame
PIT,Max Iheanachor,71,OT,ACT,78,321,R,Arizona State
PIT,Michael Pittman,11,WR,ACT,76,223,7,USC
PIT,Nick Herbig,51,LB,ACT,74,240,4,Wisconsin
