game_id,team,plays,rushing_yards,passing_yards,total_yards,points
2017_13_DET_BAL,DET,61,78,294,372,20
2017_13_HOU_TEN,HOU,73,54,331,385,13
2017_13_HOU_TEN,TEN,50,198,146,344,24
2017_13_IND_JAX,IND,64,141,149,290,10
2017_13_IND_JAX,JAX,64,96,330,426,30
2017_13_KC_NYJ,KC,46,112,362,474,31
2017_13_KC_NYJ,NYJ,83,159,331,490,38
2017_13_LA_ARI,ARI,62,118,187,305,16
2017_13_LA_ARI,LA,56,90,213,303,32
2017_13_MIN_ATL,ATL,51,102,173,275,9
2017_13_MIN_ATL,MIN,60,108,207,315,14
2017_13_NE_BUF,BUF,64,183,85,268,3
2017_13_NE_BUF,NE,66,193,244,437,23
2017_13_NYG_OAK,NYG,61,65,200,265,17
2017_13_PHI_SEA,PHI,74,98,327,425,10
2017_13_PHI_SEA,SEA,57,102,209,311,24
2017_13_PIT_CIN,CIN,60,130,223,353,20
2017_13_PIT_CIN,PIT,63,92,282,374,23
2017_13_SF_CHI,CHI,36,62,85,147,14
2017_13_SF_CHI,SF,72,111,278,389,15
2017_13_TB_GB,GB,52,200,77,277,26
2017_13_TB_GB,TB,74,165,230,395,20
2017_13_WAS_DAL,DAL,65,182,93,275,38
2017_13_WAS_DAL,WAS,60,56,224,280,14
2017_14_BAL_PIT,BAL,61,152,261,413,38
2017_14_BAL_PIT,PIT,83,59,486,545,39
2017_14_CHI_CIN,CHI,71,232,250,482,33
2017_14_CHI_CIN,CIN,53,70,164,234,7
2017_14_DAL_NYG,DAL,58,125,332,457,30
2017_14_DAL_NYG,NYG,75,102,228,330,10
2017_14_DET_TB,DET,62,53,381,434,24
2017_14_DET_TB,TB,68,134,267,401,21
2017_14_GB_CLE,CLE,56,137,209,346,21
2017_14_GB_CLE,GB,73,86,256,342,27
2017_14_IND_BUF,BUF,64,228,71,299,13
2017_14_IND_BUF,IND,67,164,64,228,7
2017_14_MIN_CAR,CAR,60,221,129,350,31
2017_14_MIN_CAR,MIN,71,100,256,356,24
2017_14_NE_MIA,MIA,67,122,242,364,27
2017_14_NE_MIA,NE,55,25,223,248,20
2017_14_NO_ATL,ATL,63,134,211,345,20
2017_14_NO_ATL,NO,52,50,256,306,17
2017_14_NYJ_DEN,DEN,67,85,189,274,23
2017_14_NYJ_DEN,NYJ,47,60,41,101,0
2017_14_OAK_KC,KC,70,166,243,409,26
2017_14_PHI_LA,LA,44,110,198,308,35
2017_14_PHI_LA,PHI,85,139,316,455,43
2017_14_SEA_JAX,JAX,61,161,268,429,30
2017_14_SEA_JAX,SEA,57,141,260,401,24
2017_14_SF_HOU,HOU,64,90,221,311,16
2017_14_SF_HOU,SF,62,106,314,420,26
2017_14_TEN_ARI,ARI,61,138,125,263,12
2017_14_TEN_ARI,TEN,56,65,139,204,7
2017_14_WAS_LAC,LAC,71,174,314,488,30
2017_14_WAS_LAC,WAS,50,65,136,201,13
2017_15_ARI_WAS,ARI,79,141,145,286,15
2017_15_ARI_WAS,WAS,46,32,187,219,20
2017_15_ATL_TB,ATL,67,201,209,410,24
2017_15_ATL_TB,TB,53,84,289,373,21
2017_15_BAL_CLE,BAL,72,99,279,378,27
2017_15_BAL_CLE,CLE,58,130,136,266,10
2017_15_CHI_DET,CHI,63,43,306,349,10
2017_15_CHI_DET,DET,56,92,202,294,20
2017_15_CIN_MIN,CIN,51,46,115,161,7
2017_15_CIN_MIN,MIN,58,127,222,349,34
2017_15_DAL_OAK,DAL,59,127,204,331,20
2017_15_DEN_IND,DEN,73,215,251,466,25
2017_15_DEN_IND,IND,52,71,158,229,13
2017_15_GB_CAR,CAR,67,155,236,391,31
2017_15_GB_CAR,GB,66,120,264,384,24
2017_15_HOU_JAX,HOU,56,87,99,186,7
2017_15_HOU_JAX,JAX,66,140,326,466,45
2017_15_LAC_KC,KC,63,174,223,397,30
2017_15_LAC_KC,LAC,60,98,209,307,13
2017_15_LA_SEA,LA,68,244,108,352,42
2017_15_LA_SEA,SEA,54,78,71,149,7
2017_15_MIA_BUF,BUF,60,117,212,329,24
2017_15_MIA_BUF,MIA,73,100,249,349,16
2017_15_NE_PIT,NE,54,79,283,362,27
2017_15_NE_PIT,PIT,63,143,270,413,24
2017_15_NYJ_NO,NO,63,132,281,413,31
2017_15_NYJ_NO,NYJ,68,124,170,294,19
2017_15_PHI_NYG,NYG,81,75,429,504,29
2017_15_PHI_NYG,PHI,65,109,233,342,34
2017_15_TEN_SF,SF,67,51,363,414,25
2017_15_TEN_SF,TEN,62,90,238,328,23
2017_16_ATL_NO,ATL,60,68,264,332,13
2017_16_ATL_NO,NO,57,90,229,319,23
2017_16_BUF_NE,BUF,68,84,242,326,16
2017_16_BUF_NE,NE,66,194,218,412,37
2017_16_CLE_CHI,CHI,59,97,161,258,20
2017_16_CLE_CHI,CLE,57,76,178,254,3
2017_16_DEN_WAS,DEN,70,159,171,330,11
2017_16_DEN_WAS,WAS,64,89,299,388,27
2017_16_DET_CIN,CIN,76,144,222,366,26
2017_16_DET_CIN,DET,59,87,189,276,17
2017_16_IND_BAL,BAL,68,106,220,326,23
2017_16_IND_BAL,IND,59,93,203,296,16
2017_16_JAX_SF,JAX,79,92,380,472,33
2017_16_JAX_SF,SF,65,132,238,370,44
2017_16_LAC_NYJ,LAC,70,89,290,379,14
2017_16_LAC_NYJ,NYJ,61,197,98,295,7
2017_16_LA_TEN,LA,65,117,286,403,27
2017_16_LA_TEN,TEN,66,97,269,366,23
2017_16_MIA_KC,KC,72,105,301,406,29
2017_16_MIA_KC,MIA,53,60,286,346,13
2017_16_MIN_GB,GB,65,113,126,239,0
2017_16_MIN_GB,MIN,58,116,124,240,16
2017_16_NYG_ARI,ARI,63,75,215,290,23
2017_16_NYG_ARI,NYG,67,43,250,293,0
2017_16_OAK_PHI,PHI,61,78,138,216,19
2017_16_PIT_HOU,HOU,52,176,51,227,6
2017_16_PIT_HOU,PIT,55,106,226,332,34
2017_16_SEA_DAL,DAL,68,128,154,282,12
2017_16_SEA_DAL,SEA,51,80,60,140,21
2017_16_TB_CAR,CAR,58,117,140,257,22
2017_16_TB_CAR,TB,57,66,326,392,19
2017_17_ARI_SEA,ARI,67,117,143,260,26
2017_17_ARI_SEA,SEA,54,101,195,296,24
2017_17_BUF_MIA,BUF,61,127,186,313,22
2017_17_BUF_MIA,MIA,67,93,263,356,16
2017_17_CAR_ATL,ATL,70,61,311,372,22
2017_17_CAR_ATL,CAR,59,87,161,248,10
2017_17_CHI_MIN,CHI,53,30,171,201,10
2017_17_CHI_MIN,MIN,65,149,180,329,23
2017_17_CIN_BAL,BAL,74,118,194,312,27
2017_17_CIN_BAL,CIN,72,148,213,361,31
2017_17_CLE_PIT,CLE,63,102,272,374,24
2017_17_CLE_PIT,PIT,57,130,224,354,28
2017_17_DAL_PHI,DAL,63,129,172,301,6
2017_17_DAL_PHI,PHI,55,70,149,219,0
2017_17_GB_DET,DET,53,52,305,357,35
2017_17_GB_DET,GB,63,103,153,256,11
2017_17_HOU_IND,HOU,53,85,124,209,13
2017_17_HOU_IND,IND,60,149,104,253,22
2017_17_JAX_TEN,JAX,60,83,146,229,10
2017_17_JAX_TEN,TEN,62,117,116,233,15
2017_17_KC_DEN,DEN,65,110,226,336,24
2017_17_KC_DEN,KC,64,111,269,380,27
2017_17_NO_TB,NO,58,92,231,323,24
2017_17_NO_TB,TB,81,110,345,455,31
2017_17_NYJ_NE,NE,80,147,183,330,26
2017_17_NYJ_NE,NYJ,58,41,207,248,6
2017_17_OAK_LAC,LAC,66,117,380,497,30
2017_17_SF_LA,LA,63,102,149,251,13
2017_17_SF_LA,SF,61,170,292,462,34
2017_17_WAS_NYG,NYG,71,264,121,385,18
2017_17_WAS_NYG,WAS,56,61,136,197,10
2017_18_ATL_LA,ATL,69,127,198,325,26
2017_18_ATL_LA,LA,64,115,246,361,13
2017_18_BUF_JAX,BUF,74,130,133,263,3
2017_18_BUF_JAX,JAX,57,156,75,231,10
2017_18_CAR_NO,CAR,71,107,306,413,26
2017_18_CAR_NO,NO,55,42,369,411,31
2017_18_TEN_KC,KC,53,69,256,325,21
2017_18_TEN_KC,TEN,61,208,195,403,22
2017_19_ATL_PHI,ATL,59,86,195,281,10
2017_19_ATL_PHI,PHI,60,99,238,337,15
2017_19_JAX_PIT,JAX,60,165,214,379,45
2017_19_JAX_PIT,PIT,78,83,462,545,42
2017_19_NO_MIN,MIN,71,95,308,403,29
2017_19_NO_MIN,NO,66,81,278,359,24
2017_19_TEN_NE,NE,77,102,337,439,35
2017_19_TEN_NE,TEN,62,65,212,277,14
2017_20_JAX_NE,JAX,69,103,273,376,20
2017_20_JAX_NE,NE,58,49,298,347,24
2017_20_MIN_PHI,MIN,67,70,263,333,7
2017_20_MIN_PHI,PHI,61,114,346,460,38
2017_21_PHI_NE,NE,70,113,500,613,33
2017_21_PHI_NE,PHI,71,164,374,538,41
2018_01_ATL_PHI,ATL,65,74,225,299,12
2018_01_ATL_PHI,PHI,63,114,119,233,18
2018_01_BUF_BAL,BAL,74,117,252,369,47
2018_01_BUF_BAL,BUF,61,83,70,153,3
2018_01_CHI_GB,CHI,66,139,155,294,23
2018_01_CHI_GB,GB,59,69,301,370,24
2018_01_CIN_IND,CIN,50,101,229,330,34
2018_01_CIN_IND,IND,77,75,305,380,23
2018_01_DAL_CAR,CAR,57,153,146,299,16
2018_01_DAL_CAR,DAL,56,95,138,233,8
2018_01_HOU_NE,HOU,70,168,158,326,20
2018_01_HOU_NE,NE,72,122,267,389,27
2018_01_JAX_NYG,JAX,60,139,168,307,20
2018_01_JAX_NYG,NYG,62,114,210,324,15
2018_01_KC_LAC,KC,55,106,256,362,38
2018_01_KC_LAC,LAC,74,123,418,541,28
2018_01_LA_OAK,LA,59,141,225,366,33
2018_01_NYJ_DET,DET,66,40,300,340,17
2018_01_NYJ_DET,NYJ,54,176,180,356,48
2018_01_PIT_CLE,CLE,84,177,150,327,21
2018_01_PIT_CLE,PIT,79,160,313,473,21
2018_01_SEA_DEN,DEN,72,146,324,470,27
2018_01_SEA_DEN,SEA,55,64,242,306,24
2018_01_SF_MIN,MIN,71,116,227,343,24
2018_01_SF_MIN,SF,61,90,237,327,16
2018_01_TB_NO,NO,59,43,432,475,40
2018_01_TB_NO,TB,58,115,417,532,48
2018_01_TEN_MIA,MIA,56,122,222,344,27
2018_01_TEN_MIA,TEN,67,116,220,336,20
2018_01_WAS_ARI,ARI,50,69,145,214,6
2018_01_WAS_ARI,WAS,74,183,247,430,24
2018_02_ARI_LA,ARI,43,54,83,137,0
2018_02_ARI_LA,LA,67,90,342,432,34
2018_02_BAL_CIN,BAL,79,66,359,425,23
2018_02_BAL_CIN,CIN,70,108,265,373,34
2018_02_CAR_ATL,ATL,60,170,272,442,31
2018_02_CAR_ATL,CAR,65,121,318,439,24
2018_02_CLE_NO,CLE,60,93,234,327,18
2018_02_CLE_NO,NO,60,63,213,276,21
2018_02_DET_SF,DET,73,98,329,427,27
2018_02_DET_SF,SF,59,191,156,347,30
2018_02_HOU_TEN,HOU,61,148,289,437,17
2018_02_HOU_TEN,TEN,57,100,183,283,20
2018_02_IND_WAS,IND,58,106,177,283,21
2018_02_IND_WAS,WAS,69,65,269,334,9
2018_02_KC_PIT,KC,52,129,322,451,42
2018_02_KC_PIT,PIT,74,33,442,475,37
2018_02_LAC_BUF,BUF,59,84,179,263,20
2018_02_LAC_BUF,LAC,54,110,240,350,31
2018_02_MIA_NYJ,MIA,55,138,122,260,20
2018_02_MIA_NYJ,NYJ,63,42,320,362,12
2018_02_MIN_GB,GB,69,98,253,351,29
2018_02_MIN_GB,MIN,68,68,412,480,29
2018_02_NE_JAX,JAX,68,105,376,481,31
2018_02_NE_JAX,NE,60,83,220,303,20
2018_02_NYG_DAL,DAL,48,140,160,300,20
2018_02_NYG_DAL,NYG,67,35,220,255,13
2018_02_OAK_DEN,DEN,64,168,217,385,20
2018_02_PHI_TB,PHI,74,91,321,412,21
2018_02_PHI_TB,TB,57,44,393,437,27
2018_02_SEA_CHI,CHI,62,88,185,273,24
2018_02_SEA_CHI,SEA,61,74,202,276,17
2018_03_BUF_MIN,BUF,63,128,164,292,27
2018_03_BUF_MIN,MIN,65,14,278,292,6
2018_03_CHI_ARI,ARI,48,53,168,221,14
2018_03_CHI_ARI,CHI,69,122,194,316,16
2018_03_CIN_CAR,CAR,65,231,147,378,31
2018_03_CIN_CAR,CIN,60,66,330,396,21
2018_03_DAL_SEA,DAL,58,166,137,303,13
2018_03_DAL_SEA,SEA,66,114,182,296,24
2018_03_DEN_BAL,BAL,66,80,265,345,27
2018_03_DEN_BAL,DEN,61,120,173,293,14
2018_03_GB_WAS,GB,66,100,240,340,17
2018_03_GB_WAS,WAS,53,168,220,388,31
2018_03_IND_PHI,IND,56,68,141,209,16
2018_03_IND_PHI,PHI,77,152,227,379,20
2018_03_LAC_LA,LA,70,173,350,523,35
2018_03_LAC_LA,LAC,52,141,215,356,23
2018_03_NE_DET,DET,69,159,255,414,26
2018_03_NE_DET,NE,47,89,120,209,10
2018_03_NO_ATL,ATL,59,49,359,408,37
2018_03_NO_ATL,NO,76,144,391,535,43
2018_03_NYG_HOU,HOU,60,59,368,427,22
2018_03_NYG_HOU,NYG,59,115,265,380,27
2018_03_NYJ_CLE,CLE,72,135,190,325,21
2018_03_NYJ_CLE,NYJ,63,107,161,268,17
2018_03_OAK_MIA,MIA,38,42,332,374,28
2018_03_PIT_TB,PIT,60,81,335,416,30
2018_03_PIT_TB,TB,68,64,392,456,27
2018_03_SF_KC,KC,66,79,307,386,38
2018_03_SF_KC,SF,63,178,228,406,27
2018_03_TEN_JAX,JAX,56,87,145,232,6
2018_03_TEN_JAX,TEN,59,150,83,233,9
2018_04_BAL_PIT,BAL,72,99,355,454,26
2018_04_BAL_PIT,PIT,58,20,265,285,14
2018_04_BUF_GB,BUF,56,58,87,145,0
2018_04_BUF_GB,GB,74,141,282,423,22
2018_04_CIN_ATL,ATL,66,92,403,495,36
2018_04_CIN_ATL,CIN,67,99,308,407,37
2018_04_CLE_OAK,CLE,73,209,279,488,42
2018_04_DET_DAL,DAL,64,184,231,415,26
2018_04_DET_DAL,DET,53,96,286,382,24
2018_04_HOU_IND,HOU,82,119,347,466,37
2018_04_HOU_IND,IND,83,41,437,478,34
2018_04_KC_DEN,DEN,59,159,226,385,23
2018_04_KC_DEN,KC,71,143,304,447,27
2018_04_MIA_NE,MIA,45,56,116,172,7
2018_04_MIA_NE,NE,72,178,274,452,38
2018_04_MIN_LA,LA,54,101,456,557,38
2018_04_MIN_LA,MIN,71,54,392,446,31
2018_04_NO_NYG,NO,64,173,219,392,33
2018_04_NO_NYG,NYG,58,66,234,300,18
2018_04_NYJ_JAX,JAX,74,126,377,503,31
2018_04_NYJ_JAX,NYJ,51,34,144,178,12
2018_04_PHI_TEN,PHI,76,117,315,432,23
2018_04_PHI_TEN,TEN,67,71,327,398,26
2018_04_SEA_ARI,ARI,56,92,171,263,17
2018_04_SEA_ARI,SEA,61,171,160,331,20
2018_04_SF_LAC,LAC,64,130,242,372,29
2018_04_SF_LAC,SF,59,76,288,364,27
2018_04_TB_CHI,CHI,56,141,344,485,48
2018_04_TB_CHI,TB,60,60,251,311,10
2018_05_ARI_SF,ARI,45,59,164,223,28
2018_05_ARI_SF,SF,92,147,300,447,18
2018_05_ATL_PIT,ATL,70,62,262,324,17
2018_05_ATL_PIT,PIT,57,134,250,384,41
2018_05_BAL_CLE,BAL,84,116,294,410,9
2018_05_BAL_CLE,CLE,75,112,304,416,12
2018_05_DAL_HOU,DAL,59,99,194,293,16
2018_05_DAL_HOU,HOU,76,88,374,462,19
2018_05_DEN_NYJ,DEN,72,92,344,436,16
2018_05_DEN_NYJ,NYJ,60,324,189,513,34
2018_05_GB_DET,DET,56,95,170,265,31
2018_05_GB_DET,GB,75,99,423,522,23
2018_05_IND_NE,IND,81,84,355,439,24
2018_05_IND_NE,NE,65,99,341,440,38
2018_05_JAX_KC,JAX,83,101,401,502,14
2018_05_JAX_KC,KC,67,128,298,426,30
2018_05_LA_SEA,LA,61,157,313,470,33
2018_05_LA_SEA,SEA,55,190,183,373,31
2018_05_MIA_CIN,CIN,57,104,229,333,27
2018_05_MIA_CIN,MIA,59,128,169,297,17
2018_05_MIN_PHI,MIN,59,79,298,377,23
2018_05_MIN_PHI,PHI,54,81,283,364,21
2018_05_NYG_CAR,CAR,65,119,232,351,33
2018_05_NYG_CAR,NYG,54,50,382,432,31
2018_05_OAK_LAC,LAC,56,81,333,414,26
2018_05_TEN_BUF,BUF,64,144,79,223,13
2018_05_TEN_BUF,TEN,53,100,121,221,12
2018_05_WAS_NO,NO,59,102,349,451,43
2018_05_WAS_NO,WAS,60,39,244,283,19
2018_06_ARI_MIN,ARI,55,60,208,268,17
2018_06_ARI_MIN,MIN,68,196,216,412,27
2018_06_BAL_TEN,BAL,71,124,238,362,21
2018_06_BAL_TEN,TEN,40,55,51,106,0
2018_06_BUF_HOU,BUF,58,100,129,229,13
2018_06_BUF_HOU,HOU,56,75,142,217,20
2018_06_CAR_WAS,CAR,58,82,269,351,17
2018_06_CAR_WAS,WAS,66,133,156,289,23
2018_06_CHI_MIA,CHI,63,165,303,468,28
2018_06_CHI_MIA,MIA,74,161,380,541,31
2018_06_IND_NYJ,IND,66,127,301,428,34
2018_06_IND_NYJ,NYJ,64,110,267,377,42
2018_06_JAX_DAL,DAL,72,206,172,378,40
2018_06_JAX_DAL,JAX,47,65,139,204,7
2018_06_KC_NE,KC,53,94,352,446,40
2018_06_KC_NE,NE,74,174,327,501,43
2018_06_LAC_CLE,CLE,72,103,214,317,14
2018_06_LAC_CLE,LAC,56,248,203,451,38
2018_06_LA_DEN,DEN,59,61,297,358,20
2018_06_LA_DEN,LA,70,272,174,446,23
2018_06_PHI_NYG,NYG,64,147,254,401,13
2018_06_PHI_NYG,PHI,68,108,271,379,34
2018_06_PIT_CIN,CIN,58,62,213,275,21
2018_06_PIT_CIN,PIT,66,113,369,482,28
2018_06_SEA_OAK,SEA,59,157,214,371,27
2018_06_SF_GB,GB,69,116,405,521,33
2018_06_SF_GB,SF,55,174,227,401,30
2018_06_TB_ATL,ATL,64,70,347,417,34
2018_06_TB_ATL,TB,62,121,389,510,29
2018_07_BUF_IND,BUF,55,135,168,303,5
2018_07_BUF_IND,IND,56,224,156,380,37
2018_07_CAR_PHI,CAR,57,122,250,372,21
2018_07_CAR_PHI,PHI,65,58,284,342,17
2018_07_CIN_KC,CIN,54,65,174,239,10
2018_07_CIN_KC,KC,70,198,353,551,45
2018_07_CLE_TB,CLE,62,119,186,305,23
2018_07_CLE_TB,TB,87,115,342,457,26
2018_07_DAL_WAS,DAL,61,73,250,323,17
2018_07_DAL_WAS,WAS,58,130,175,305,20
2018_07_DEN_ARI,ARI,66,69,154,223,10
2018_07_DEN_ARI,DEN,52,134,178,312,45
2018_07_DET_MIA,DET,56,250,209,459,32
2018_07_DET_MIA,MIA,54,107,215,322,21
2018_07_HOU_JAX,HOU,60,143,131,274,20
2018_07_HOU_JAX,JAX,68,70,189,259,7
2018_07_LA_SF,LA,58,149,193,342,39
2018_07_LA_SF,SF,58,107,121,228,10
2018_07_MIN_NYJ,MIN,64,89,228,317,37
2018_07_MIN_NYJ,NYJ,69,71,192,263,17
2018_07_NE_CHI,CHI,76,134,319,453,31
2018_07_NE_CHI,NE,64,108,273,381,38
2018_07_NO_BAL,BAL,64,77,274,351,23
2018_07_NO_BAL,NO,69,135,205,340,24
2018_07_NYG_ATL,ATL,61,68,356,424,23
2018_07_NYG_ATL,NYG,62,61,372,433,20
2018_07_TEN_LAC,LAC,43,48,297,345,20
2018_07_TEN_LAC,TEN,67,164,226,390,19
2018_08_BAL_CAR,BAL,64,101,224,325,21
2018_08_BAL_CAR,CAR,61,156,232,388,36
2018_08_CLE_PIT,CLE,59,74,163,237,18
2018_08_CLE_PIT,PIT,67,169,253,422,33
2018_08_DEN_KC,DEN,69,189,222,411,23
2018_08_DEN_KC,KC,54,49,291,340,30
2018_08_GB_LA,GB,52,106,253,359,27
2018_08_GB_LA,LA,74,136,281,417,29
2018_08_IND_OAK,IND,69,224,239,463,42
2018_08_MIA_HOU,HOU,54,189,239,428,42
2018_08_MIA_HOU,MIA,65,116,254,370,23
2018_08_NE_BUF,BUF,62,47,287,334,6
2018_08_NE_BUF,NE,69,78,311,389,25
2018_08_NO_MIN,MIN,66,85,338,423,20
2018_08_NO_MIN,NO,53,106,164,270,30
2018_08_NYJ_CHI,CHI,65,179,216,395,24
2018_08_NYJ_CHI,NYJ,54,57,150,207,10
2018_08_PHI_JAX,JAX,62,70,265,335,18
2018_08_PHI_JAX,PHI,59,136,262,398,24
2018_08_SEA_DET,DET,56,34,297,331,14
2018_08_SEA_DET,SEA,61,176,237,413,28
2018_08_SF_ARI,ARI,64,88,233,321,18
2018_08_SF_ARI,SF,63,107,160,267,15
2018_08_TB_CIN,CIN,61,139,264,403,37
2018_08_TB_CIN,TB,83,126,450,576,34
2018_08_WAS_NYG,NYG,67,37,266,303,13
2018_08_WAS_NYG,WAS,64,183,178,361,20
2018_09_ATL_WAS,ATL,64,154,337,491,38
2018_09_ATL_WAS,WAS,64,79,287,366,14
2018_09_CHI_BUF,BUF,81,98,166,264,9
2018_09_CHI_BUF,CHI,43,67,126,193,41
2018_09_DET_MIN,DET,69,67,143,210,9
2018_09_DET_MIN,MIN,46,128,155,283,24
2018_09_GB_NE,GB,69,117,250,367,17
2018_09_GB_NE,NE,65,126,310,436,31
2018_09_HOU_DEN,DEN,64,75,273,348,17
2018_09_HOU_DEN,HOU,61,98,192,290,19
2018_09_KC_CLE,CLE,70,102,286,388,21
2018_09_KC_CLE,KC,57,139,360,499,37
2018_09_LAC_SEA,LAC,50,160,215,375,25
2018_09_LAC_SEA,SEA,73,154,202,356,17
2018_09_LA_NO,LA,59,92,391,483,35
2018_09_LA_NO,NO,68,143,346,489,45
2018_09_NYJ_MIA,MIA,53,66,104,170,13
2018_09_NYJ_MIA,NYJ,64,80,202,282,6
2018_09_OAK_SF,SF,51,146,262,408,34
2018_09_PIT_BAL,BAL,56,61,205,266,16
2018_09_PIT_BAL,PIT,76,113,282,395,23
2018_09_TB_CAR,CAR,55,182,228,410,42
2018_09_TB_CAR,TB,65,82,219,301,28
2018_09_TEN_DAL,DAL,56,72,225,297,14
2018_09_TEN_DAL,TEN,67,129,215,344,28
2018_10_ARI_KC,ARI,68,95,166,261,14
2018_10_ARI_KC,KC,55,119,212,331,26
2018_10_ATL_CLE,ATL,72,71,311,382,16
2018_10_ATL_CLE,CLE,48,213,216,429,28
2018_10_BUF_NYJ,BUF,71,214,239,453,41
2018_10_BUF_NYJ,NYJ,55,83,116,199,10
2018_10_CAR_PIT,CAR,56,95,147,242,21
2018_10_CAR_PIT,PIT,57,139,319,458,52
2018_10_DAL_PHI,DAL,68,171,239,410,27
2018_10_DAL_PHI,PHI,61,71,350,421,20
2018_10_DET_CHI,CHI,53,54,348,402,34
2018_10_DET_CHI,DET,72,76,229,305,22
2018_10_JAX_IND,IND,49,83,285,368,29
2018_10_JAX_IND,JAX,73,91,324,415,26
2018_10_LAC_OAK,LAC,53,113,222,335,20
2018_10_MIA_GB,GB,52,198,182,380,31
2018_10_MIA_GB,MIA,66,131,163,294,12
2018_10_NE_TEN,NE,64,40,244,284,10
2018_10_NE_TEN,TEN,63,150,235,385,34
2018_10_NO_CIN,CIN,42,110,174,284,14
2018_10_NO_CIN,NO,71,247,265,512,51
2018_10_NYG_SF,NYG,55,97,180,277,27
2018_10_NYG_SF,SF,66,124,250,374,23
2018_10_SEA_LA,LA,62,150,307,457,36
2018_10_SEA_LA,SEA,63,273,141,414,31
2018_10_WAS_TB,TB,67,103,398,501,3
2018_10_WAS_TB,WAS,55,116,170,286,16
2018_11_CAR_DET,CAR,57,56,331,387,19
2018_11_CAR_DET,DET,62,97,215,312,20
2018_11_CIN_BAL,BAL,72,270,136,406,24
2018_11_CIN_BAL,CIN,54,48,207,255,21
2018_11_DAL_ATL,ATL,55,80,274,354,19
2018_11_DAL_ATL,DAL,63,132,191,323,22
2018_11_DEN_LAC,DEN,51,108,217,325,23
2018_11_DEN_LAC,LAC,72,95,384,479,22
2018_11_GB_SEA,GB,48,48,311,359,24
2018_11_GB_SEA,SEA,66,176,205,381,27
2018_11_HOU_WAS,HOU,57,140,181,321,23
2018_11_HOU_WAS,WAS,71,124,154,278,21
2018_11_KC_LA,KC,69,98,448,546,51
2018_11_KC_LA,LA,73,78,379,457,54
2018_11_MIN_CHI,CHI,68,151,160,311,25
2018_11_MIN_CHI,MIN,62,22,246,268,20
2018_11_OAK_ARI,ARI,52,154,128,282,21
2018_11_PHI_NO,NO,68,174,373,547,48
2018_11_PHI_NO,PHI,48,58,138,196,7
2018_11_PIT_JAX,JAX,67,179,64,243,16
2018_11_PIT_JAX,PIT,58,26,297,323,20
2018_11_TB_NYG,NYG,52,164,196,360,38
2018_11_TB_NYG,TB,68,151,359,510,35
2018_11_TEN_IND,IND,57,105,295,400,38
2018_11_TEN_IND,TEN,59,87,176,263,10
2018_12_ARI_LAC,ARI,44,63,87,150,10
2018_12_ARI_LAC,LAC,64,180,236,416,45
2018_12_ATL_NO,ATL,69,26,340,366,17
2018_12_ATL_NO,NO,51,154,162,316,31
2018_12_CHI_DET,CHI,56,39,226,265,23
2018_12_CHI_DET,DET,64,111,222,333,16
2018_12_CLE_CIN,CIN,67,129,243,372,20
2018_12_CLE_CIN,CLE,59,85,258,343,35
2018_12_GB_MIN,GB,51,82,172,254,17
2018_12_GB_MIN,MIN,66,93,325,418,24
2018_12_JAX_BUF,BUF,52,169,160,329,24
2018_12_JAX_BUF,JAX,65,226,107,333,21
2018_12_MIA_IND,IND,65,118,337,455,27
2018_12_MIA_IND,MIA,50,114,201,315,24
2018_12_NE_NYJ,NE,66,216,283,499,27
2018_12_NE_NYJ,NYJ,61,74,264,338,13
2018_12_NYG_PHI,NYG,57,126,276,402,22
2018_12_NYG_PHI,PHI,59,128,214,342,25
2018_12_OAK_BAL,BAL,67,244,174,418,34
2018_12_PIT_DEN,DEN,50,127,184,311,24
2018_12_PIT_DEN,PIT,76,75,452,527,17
2018_12_SEA_CAR,CAR,57,220,256,476,27
2018_12_SEA_CAR,SEA,58,78,322,400,30
2018_12_SF_TB,SF,59,149,194,343,9
2018_12_SF_TB,TB,68,110,304,414,27
2018_12_TEN_HOU,HOU,60,282,181,463,34
2018_12_TEN_HOU,TEN,52,105,260,365,17
2018_12_WAS_DAL,DAL,67,148,258,406,31
2018_12_WAS_DAL,WAS,60,81,251,332,23
2018_13_ARI_GB,ARI,56,183,133,316,20
2018_13_ARI_GB,GB,74,98,227,325,17
2018_13_BAL_ATL,ATL,44,35,97,132,16
2018_13_BAL_ATL,BAL,75,210,159,369,26
2018_13_BUF_MIA,BUF,66,198,217,415,17
2018_13_BUF_MIA,MIA,48,62,115,177,21
2018_13_CAR_TB,CAR,64,169,276,445,17
2018_13_CAR_TB,TB,59,95,220,315,24
2018_13_CHI_NYG,CHI,77,118,258,376,27
2018_13_CHI_NYG,NYG,68,141,197,338,30
2018_13_CLE_HOU,CLE,50,31,397,428,13
2018_13_CLE_HOU,HOU,73,188,197,385,29
2018_13_DEN_CIN,CIN,64,111,202,313,10
2018_13_DEN_CIN,DEN,56,219,143,362,24
2018_13_IND_JAX,IND,71,41,224,265,0
2018_13_IND_JAX,JAX,54,79,132,211,6
2018_13_KC_OAK,KC,65,177,295,472,40
2018_13_LAC_PIT,LAC,60,85,286,371,33
2018_13_LAC_PIT,PIT,63,65,271,336,30
2018_13_LA_DET,DET,64,102,208,310,16
2018_13_LA_DET,LA,62,151,195,346,30
