game_id,team,plays,rushing_yards,passing_yards,total_yards,points
2020_04_MIN_HOU,HOU,62,96,290,386,23
2020_04_MIN_HOU,MIN,63,164,248,412,31
2020_04_NE_KC,KC,52,100,229,329,26
2020_04_NE_KC,NE,74,185,172,357,10
2020_04_NO_DET,DET,56,90,191,281,29
2020_04_NO_DET,NO,66,167,228,395,35
2020_04_NYG_LA,LA,54,61,182,243,17
2020_04_NYG_LA,NYG,66,136,159,295,9
2020_04_PHI_SF,PHI,59,93,174,267,25
2020_04_PHI_SF,SF,69,116,301,417,20
2020_04_SEA_MIA,MIA,68,103,312,415,23
2020_04_SEA_MIA,SEA,59,101,343,444,31
2020_05_ARI_NYJ,ARI,64,131,369,500,30
2020_05_ARI_NYJ,NYJ,64,123,162,285,10
2020_05_BUF_TEN,BUF,68,96,275,371,16
2020_05_BUF_TEN,TEN,62,139,195,334,42
2020_05_CAR_ATL,ATL,61,167,207,374,16
2020_05_CAR_ATL,CAR,62,125,313,438,23
2020_05_CIN_BAL,BAL,61,162,171,333,27
2020_05_CIN_BAL,CIN,65,70,135,205,3
2020_05_IND_CLE,CLE,72,124,261,385,32
2020_05_IND_CLE,IND,51,69,240,309,23
2020_05_JAX_HOU,HOU,58,129,357,486,30
2020_05_JAX_HOU,JAX,73,75,289,364,14
2020_05_LAC_NO,LAC,68,112,239,351,27
2020_05_LAC_NO,NO,75,95,313,408,30
2020_05_LA_WAS,LA,64,131,300,431,30
2020_05_LA_WAS,WAS,52,38,70,108,10
2020_05_LV_KC,KC,66,80,333,413,32
2020_05_LV_KC,LV,65,146,346,492,40
2020_05_MIA_SF,MIA,61,95,342,437,43
2020_05_MIA_SF,SF,59,131,128,259,17
2020_05_MIN_SEA,MIN,83,201,248,449,26
2020_05_MIN_SEA,SEA,52,124,190,314,27
2020_05_NYG_DAL,DAL,64,126,276,402,37
2020_05_NYG_DAL,NYG,61,90,211,301,34
2020_05_PHI_PIT,PHI,57,94,242,336,29
2020_05_PHI_PIT,PIT,65,138,231,369,38
2020_05_TB_CHI,CHI,58,36,208,244,20
2020_05_TB_CHI,TB,63,107,233,340,19
2020_06_ARI_DAL,ARI,59,262,177,439,38
2020_06_ARI_DAL,DAL,84,97,247,344,10
2020_06_ATL_MIN,ATL,78,100,363,463,40
2020_06_ATL_MIN,MIN,50,32,333,365,23
2020_06_BAL_PHI,BAL,65,184,173,357,30
2020_06_BAL_PHI,PHI,64,194,170,364,28
2020_06_CHI_CAR,CAR,62,112,191,303,16
2020_06_CHI_CAR,CHI,60,67,198,265,23
2020_06_CIN_IND,CIN,72,99,300,399,27
2020_06_CIN_IND,IND,59,60,371,431,31
2020_06_CLE_PIT,CLE,54,75,145,220,7
2020_06_CLE_PIT,PIT,58,133,148,281,38
2020_06_DEN_NE,DEN,60,139,164,303,18
2020_06_DEN_NE,NE,55,118,171,289,12
2020_06_DET_JAX,DET,67,185,223,408,34
2020_06_DET_JAX,JAX,60,45,231,276,16
2020_06_GB_TB,GB,61,94,107,201,10
2020_06_GB_TB,TB,61,158,166,324,38
2020_06_HOU_TEN,HOU,66,92,320,412,36
2020_06_HOU_TEN,TEN,70,263,344,607,42
2020_06_KC_BUF,BUF,50,84,122,206,17
2020_06_KC_BUF,KC,71,247,221,468,26
2020_06_LA_SF,LA,57,113,198,311,16
2020_06_LA_SF,SF,68,124,268,392,24
2020_06_NYJ_MIA,MIA,56,110,192,302,24
2020_06_NYJ_MIA,NYJ,69,115,148,263,0
2020_06_WAS_NYG,NYG,44,135,108,243,20
2020_06_WAS_NYG,WAS,69,86,251,337,19
2020_07_BUF_NYJ,BUF,70,128,296,424,18
2020_07_BUF_NYJ,NYJ,51,100,91,191,10
2020_07_CAR_NO,CAR,43,37,246,283,24
2020_07_CAR_NO,NO,65,139,277,416,27
2020_07_CHI_LA,CHI,61,49,230,279,10
2020_07_CHI_LA,LA,66,162,211,373,24
2020_07_CLE_CIN,CIN,73,81,387,468,34
2020_07_CLE_CIN,CLE,49,83,316,399,37
2020_07_DAL_WAS,DAL,54,83,59,142,3
2020_07_DAL_WAS,WAS,64,210,189,399,25
2020_07_DET_ATL,ATL,70,66,322,388,22
2020_07_DET_ATL,DET,55,64,322,386,23
2020_07_GB_HOU,GB,59,97,283,380,35
2020_07_GB_HOU,HOU,64,79,286,365,20
2020_07_JAX_LAC,JAX,59,140,154,294,29
2020_07_JAX_LAC,LAC,73,138,349,487,39
2020_07_KC_DEN,DEN,76,177,234,411,16
2020_07_KC_DEN,KC,48,104,185,289,43
2020_07_NYG_PHI,NYG,54,161,165,326,21
2020_07_NYG_PHI,PHI,71,97,346,443,22
2020_07_PIT_TEN,PIT,73,95,268,363,27
2020_07_PIT_TEN,TEN,56,82,210,292,24
2020_07_SEA_ARI,ARI,77,159,360,519,37
2020_07_SEA_ARI,SEA,82,200,372,572,34
2020_07_SF_NE,NE,49,94,147,241,6
2020_07_SF_NE,SF,63,197,270,467,33
2020_07_TB_LV,LV,63,76,271,347,20
2020_07_TB_LV,TB,68,85,369,454,45
2020_08_ATL_CAR,ATL,66,133,270,403,25
2020_08_ATL_CAR,CAR,52,147,157,304,17
2020_08_DAL_PHI,DAL,78,133,132,265,9
2020_08_DAL_PHI,PHI,57,120,103,223,23
2020_08_IND_DET,DET,59,29,297,326,21
2020_08_IND_DET,IND,73,121,247,368,41
2020_08_LAC_DEN,DEN,57,110,243,353,31
2020_08_LAC_DEN,LAC,84,210,275,485,30
2020_08_LA_MIA,LA,91,131,340,471,17
2020_08_LA_MIA,MIA,47,57,90,147,28
2020_08_LV_CLE,CLE,47,101,122,223,6
2020_08_LV_CLE,LV,69,210,100,310,16
2020_08_MIN_GB,GB,65,109,291,400,22
2020_08_MIN_GB,MIN,49,173,151,324,28
2020_08_NE_BUF,BUF,53,193,149,342,24
2020_08_NE_BUF,NE,61,188,161,349,21
2020_08_NO_CHI,CHI,69,96,233,329,23
2020_08_NO_CHI,NO,71,123,272,395,26
2020_08_NYJ_KC,KC,67,50,446,496,35
2020_08_NYJ_KC,NYJ,55,93,128,221,9
2020_08_PIT_BAL,BAL,78,265,192,457,24
2020_08_PIT_BAL,PIT,50,48,173,221,28
2020_08_SF_SEA,SEA,64,104,249,353,37
2020_08_SF_SEA,SF,65,53,299,352,27
2020_08_TB_NYG,NYG,68,102,256,358,23
2020_08_TB_NYG,TB,65,82,263,345,25
2020_08_TEN_CIN,CIN,69,118,249,367,31
2020_08_TEN_CIN,TEN,60,218,223,441,20
2020_09_BAL_IND,BAL,63,110,156,266,24
2020_09_BAL_IND,IND,63,112,227,339,10
2020_09_CAR_KC,CAR,75,104,331,435,31
2020_09_CAR_KC,KC,57,36,361,397,33
2020_09_CHI_TEN,CHI,75,56,319,375,17
2020_09_CHI_TEN,TEN,53,94,136,230,24
2020_09_DEN_ATL,ATL,67,94,271,365,34
2020_09_DEN_ATL,DEN,71,103,302,405,27
2020_09_DET_MIN,DET,73,129,292,421,20
2020_09_DET_MIN,MIN,55,275,212,487,34
2020_09_GB_SF,GB,62,112,294,406,34
2020_09_GB_SF,SF,53,55,282,337,17
2020_09_HOU_JAX,HOU,59,110,267,377,27
2020_09_HOU_JAX,JAX,67,115,288,403,25
2020_09_LV_LAC,LAC,74,128,312,440,26
2020_09_LV_LAC,LV,50,160,160,320,31
2020_09_MIA_ARI,ARI,64,178,264,442,31
2020_09_MIA_ARI,MIA,53,93,221,314,34
2020_09_NE_NYJ,NE,74,160,274,434,30
2020_09_NE_NYJ,NYJ,44,65,257,322,27
2020_09_NO_TB,NO,68,143,282,425,38
2020_09_NO_TB,TB,45,9,186,195,3
2020_09_NYG_WAS,NYG,71,169,184,353,23
2020_09_NYG_WAS,WAS,50,37,365,402,20
2020_09_PIT_DAL,DAL,70,144,220,364,19
2020_09_PIT_DAL,PIT,63,46,309,355,24
2020_09_SEA_BUF,BUF,61,37,386,423,44
2020_09_SEA_BUF,SEA,63,57,362,419,34
2020_10_BAL_NE,BAL,64,115,242,357,17
2020_10_BAL_NE,NE,56,175,135,310,23
2020_10_BUF_ARI,ARI,70,217,236,453,32
2020_10_BUF_ARI,BUF,68,73,296,369,30
2020_10_CIN_PIT,CIN,64,139,185,324,10
2020_10_CIN_PIT,PIT,66,44,333,377,36
2020_10_DEN_LV,DEN,68,66,247,313,12
2020_10_DEN_LV,LV,64,205,154,359,37
2020_10_HOU_CLE,CLE,60,233,125,358,10
2020_10_HOU_CLE,HOU,53,91,153,244,7
2020_10_IND_TEN,IND,68,133,297,430,34
2020_10_IND_TEN,TEN,60,157,137,294,17
2020_10_JAX_GB,GB,58,81,315,396,24
2020_10_JAX_GB,JAX,61,109,151,260,20
2020_10_LAC_MIA,LAC,62,100,174,274,21
2020_10_LAC_MIA,MIA,54,115,169,284,29
2020_10_MIN_CHI,CHI,49,41,108,149,13
2020_10_MIN_CHI,MIN,69,100,286,386,19
2020_10_PHI_NYG,NYG,65,153,231,384,27
2020_10_PHI_NYG,PHI,63,156,190,346,17
2020_10_SEA_LA,LA,67,108,283,391,23
2020_10_SEA_LA,SEA,65,113,220,333,16
2020_10_SF_NO,NO,52,120,123,243,27
2020_10_SF_NO,SF,66,49,232,281,13
2020_10_TB_CAR,CAR,47,65,122,187,23
2020_10_TB_CAR,TB,74,210,334,544,46
2020_10_WAS_DET,DET,55,105,267,372,30
2020_10_WAS_DET,WAS,82,90,375,465,27
2020_11_ARI_SEA,ARI,63,57,257,314,21
2020_11_ARI_SEA,SEA,61,166,182,348,28
2020_11_ATL_NO,ATL,59,52,196,248,9
2020_11_ATL_NO,NO,62,166,210,376,24
2020_11_CIN_WAS,CIN,66,70,202,272,9
2020_11_CIN_WAS,WAS,58,167,161,328,20
2020_11_DAL_MIN,DAL,62,182,196,378,31
2020_11_DAL_MIN,MIN,61,125,305,430,28
2020_11_DET_CAR,CAR,67,120,258,378,20
2020_11_DET_CAR,DET,54,41,145,186,0
2020_11_GB_IND,GB,55,66,301,367,31
2020_11_GB_IND,IND,73,141,280,421,34
2020_11_KC_LV,KC,71,110,352,462,35
2020_11_KC_LV,LV,56,90,275,365,31
2020_11_LA_TB,LA,70,37,376,413,27
2020_11_LA_TB,TB,67,42,209,251,24
2020_11_MIA_DEN,DEN,63,189,270,459,20
2020_11_MIA_DEN,MIA,61,56,167,223,13
2020_11_NE_HOU,HOU,56,55,344,399,27
2020_11_NE_HOU,NE,65,87,349,436,20
2020_11_NYJ_LAC,LAC,78,29,347,376,34
2020_11_NYJ_LAC,NYJ,55,96,196,292,28
2020_11_PHI_CLE,CLE,63,138,187,325,22
2020_11_PHI_CLE,PHI,65,106,209,315,17
2020_11_PIT_JAX,JAX,56,73,133,206,3
2020_11_PIT_JAX,PIT,70,110,267,377,27
2020_11_TEN_BAL,BAL,63,129,177,306,24
2020_11_TEN_BAL,TEN,67,174,250,424,30
2020_12_ARI_NE,ARI,70,138,160,298,17
2020_12_ARI_NE,NE,50,110,69,179,20
2020_12_BAL_PIT,BAL,49,129,90,219,14
2020_12_BAL_PIT,PIT,70,69,266,335,19
2020_12_CAR_MIN,CAR,63,107,267,374,27
2020_12_CAR_MIN,MIN,69,97,291,388,28
2020_12_CHI_GB,CHI,65,121,229,350,25
2020_12_CHI_GB,GB,66,182,211,393,41
2020_12_CLE_JAX,CLE,61,210,252,462,27
2020_12_CLE_JAX,JAX,59,140,235,375,25
2020_12_HOU_DET,DET,76,109,279,388,25
2020_12_HOU_DET,HOU,46,81,307,388,41
2020_12_KC_TB,KC,71,88,456,544,27
2020_12_KC_TB,TB,54,76,342,418,24
2020_12_LAC_BUF,BUF,57,173,160,333,27
2020_12_LAC_BUF,LAC,79,76,291,367,17
2020_12_LV_ATL,ATL,69,129,179,308,43
2020_12_LV_ATL,LV,58,40,203,243,6
2020_12_MIA_NYJ,MIA,66,106,241,347,20
2020_12_MIA_NYJ,NYJ,53,87,173,260,3
2020_12_NO_DEN,DEN,43,100,12,112,3
2020_12_NO_DEN,NO,63,229,63,292,31
2020_12_NYG_CIN,CIN,45,41,115,156,17
2020_12_NYG_CIN,NYG,78,144,244,388,19
2020_12_SEA_PHI,PHI,65,70,180,250,17
2020_12_SEA_PHI,SEA,61,78,225,303,23
2020_12_SF_LA,LA,60,127,182,309,20
2020_12_SF_LA,SF,70,112,233,345,23
2020_12_TEN_IND,IND,66,57,280,337,26
2020_12_TEN_IND,TEN,65,234,220,454,45
2020_12_WAS_DAL,DAL,57,60,187,247,16
2020_12_WAS_DAL,WAS,64,184,156,340,41
2020_13_BUF_SF,BUF,67,82,368,450,34
2020_13_BUF_SF,SF,60,86,316,402,24
2020_13_CIN_MIA,CIN,50,40,156,196,7
2020_13_CIN_MIA,MIA,65,112,296,408,19
2020_13_CLE_TEN,CLE,69,119,340,459,41
2020_13_CLE_TEN,TEN,66,62,369,431,35
2020_13_DAL_BAL,BAL,54,294,107,401,34
2020_13_DAL_BAL,DAL,77,111,277,388,17
2020_13_DEN_KC,DEN,61,179,151,330,16
2020_13_DEN_KC,KC,62,135,313,448,22
2020_13_DET_CHI,CHI,67,140,249,389,30
2020_13_DET_CHI,DET,65,61,400,461,34
2020_13_IND_HOU,HOU,62,90,308,398,20
2020_13_IND_HOU,IND,64,112,262,374,26
2020_13_JAX_MIN,JAX,68,124,266,390,24
2020_13_JAX_MIN,MIN,85,145,275,420,27
2020_13_LA_ARI,ARI,61,92,140,232,28
2020_13_LA_ARI,LA,77,121,344,465,38
2020_13_LV_NYJ,LV,73,72,368,440,31
2020_13_LV_NYJ,NYJ,60,206,170,376,28
2020_13_NE_LAC,LAC,70,70,188,258,0
2020_13_NE_LAC,NE,64,167,126,293,45
2020_13_NO_ATL,ATL,63,70,262,332,16
2020_13_NO_ATL,NO,75,207,217,424,21
2020_13_NYG_SEA,NYG,54,191,100,291,17
2020_13_NYG_SEA,SEA,70,111,216,327,12
2020_13_PHI_GB,GB,58,152,288,440,30
2020_13_PHI_GB,PHI,59,117,161,278,16
2020_13_WAS_PIT,PIT,67,21,305,326,17
2020_13_WAS_PIT,WAS,70,45,273,318,23
2020_14_ARI_NYG,ARI,76,164,231,395,26
2020_14_ARI_NYG,NYG,49,78,81,159,7
2020_14_ATL_LAC,ATL,55,70,249,319,17
2020_14_ATL_LAC,LAC,71,105,240,345,20
2020_14_BAL_CLE,BAL,56,231,154,385,47
2020_14_BAL_CLE,CLE,76,138,355,493,42
2020_14_DAL_CIN,CIN,70,101,208,309,7
2020_14_DAL_CIN,DAL,49,102,171,273,30
2020_14_DEN_CAR,CAR,65,125,245,370,27
2020_14_DEN_CAR,DEN,55,102,269,371,32
2020_14_GB_DET,DET,58,51,242,293,24
2020_14_GB_DET,GB,62,122,290,412,31
2020_14_HOU_CHI,CHI,59,169,241,410,36
2020_14_HOU_CHI,HOU,63,109,155,264,7
2020_14_IND_LV,IND,57,214,244,458,44
2020_14_IND_LV,LV,68,79,345,424,27
2020_14_KC_MIA,KC,60,95,354,449,33
2020_14_KC_MIA,MIA,76,80,287,367,27
2020_14_MIN_TB,MIN,76,162,173,335,14
2020_14_MIN_TB,TB,45,109,196,305,26
2020_14_NE_LA,LA,61,187,132,319,24
2020_14_NE_LA,NE,58,107,113,220,3
2020_14_NO_PHI,NO,63,96,262,358,21
2020_14_NO_PHI,PHI,62,250,167,417,24
2020_14_NYJ_SEA,NYJ,52,69,116,185,3
2020_14_NYJ_SEA,SEA,68,175,236,411,40
2020_14_PIT_BUF,BUF,69,106,230,336,26
2020_14_PIT_BUF,PIT,55,47,177,224,15
2020_14_TEN_JAX,JAX,69,91,263,354,10
2020_14_TEN_JAX,TEN,65,249,205,454,31
2020_14_WAS_SF,SF,76,108,236,344,15
2020_14_WAS_SF,WAS,58,110,95,205,23
2020_15_BUF_DEN,BUF,65,182,352,534,48
2020_15_BUF_DEN,DEN,63,140,115,255,19
2020_15_CAR_GB,CAR,65,115,249,364,16
2020_15_CAR_GB,GB,60,196,96,292,24
2020_15_CHI_MIN,CHI,64,199,198,397,33
2020_15_CHI_MIN,MIN,65,158,249,407,27
2020_15_CLE_NYG,CLE,63,106,286,392,20
2020_15_CLE_NYG,NYG,53,75,214,289,6
2020_15_DET_TEN,DET,65,123,307,430,25
2020_15_DET_TEN,TEN,63,198,268,466,46
2020_15_HOU_IND,HOU,67,83,342,425,20
2020_15_HOU_IND,IND,52,128,223,351,27
2020_15_JAX_BAL,BAL,62,161,250,411,40
2020_15_JAX_BAL,JAX,56,62,205,267,14
2020_15_KC_NO,KC,89,182,232,414,32
2020_15_KC_NO,NO,52,60,225,285,29
2020_15_LAC_LV,LAC,62,96,306,402,30
2020_15_LAC_LV,LV,74,173,276,449,27
2020_15_NE_MIA,MIA,70,250,133,383,22
2020_15_NE_MIA,NE,52,117,186,303,12
2020_15_NYJ_LA,LA,56,114,189,303,20
2020_15_NYJ_LA,NYJ,61,96,196,292,23
2020_15_PHI_ARI,ARI,68,103,423,526,33
2020_15_PHI_ARI,PHI,79,117,305,422,26
2020_15_PIT_CIN,CIN,55,154,78,232,27
2020_15_PIT_CIN,PIT,61,87,158,245,17
2020_15_SEA_WAS,SEA,50,184,121,305,20
2020_15_SEA_WAS,WAS,79,84,269,353,15
2020_15_SF_DAL,DAL,58,87,204,291,41
2020_15_SF_DAL,SF,81,150,308,458,33
2020_15_TB_ATL,ATL,65,37,332,369,27
2020_15_TB_ATL,TB,64,53,365,418,31
2020_16_ATL_KC,ATL,61,91,277,368,14
2020_16_ATL_KC,KC,65,118,278,396,17
2020_16_BUF_NE,BUF,67,134,344,478,38
2020_16_BUF_NE,NE,48,145,56,201,9
2020_16_CAR_WAS,CAR,63,116,167,283,20
2020_16_CAR_WAS,WAS,69,108,278,386,13
2020_16_CHI_JAX,CHI,68,130,263,393,41
2020_16_CHI_JAX,JAX,54,76,203,279,17
2020_16_CIN_HOU,CIN,70,170,371,541,37
2020_16_CIN_HOU,HOU,51,166,322,488,31
2020_16_CLE_NYJ,CLE,73,45,254,299,16
2020_16_CLE_NYJ,NYJ,66,134,202,336,23
2020_16_DEN_LAC,DEN,76,133,263,396,16
2020_16_DEN_LAC,LAC,55,89,227,316,19
2020_16_IND_PIT,IND,67,127,238,365,24
2020_16_IND_PIT,PIT,62,23,332,355,28
2020_16_LA_SEA,LA,75,118,216,334,9
2020_16_LA_SEA,SEA,59,96,197,293,20
2020_16_MIA_LV,LV,59,107,314,421,25
2020_16_MIA_LV,MIA,62,131,253,384,26
2020_16_MIN_NO,MIN,60,90,274,364,33
2020_16_MIN_NO,NO,70,267,319,586,52
2020_16_NYG_BAL,BAL,64,250,183,433,27
2020_16_NYG_BAL,NYG,59,54,215,269,13
2020_16_PHI_DAL,DAL,65,152,362,514,37
2020_16_PHI_DAL,PHI,71,151,326,477,17
2020_16_SF_ARI,ARI,79,120,230,350,12
2020_16_SF_ARI,SF,54,228,171,399,20
2020_16_TB_DET,DET,50,73,113,186,7
2020_16_TB_DET,TB,69,112,477,589,47
2020_16_TEN_GB,GB,60,237,214,451,40
2020_16_TEN_GB,TEN,55,156,104,260,14
2020_17_ARI_LA,ARI,48,49,166,215,7
2020_17_ARI_LA,LA,70,110,223,333,18
2020_17_ATL_TB,ATL,71,127,258,385,27
2020_17_ATL_TB,TB,60,95,391,486,44
2020_17_BAL_CIN,BAL,73,404,121,525,38
2020_17_BAL_CIN,CIN,40,147,48,195,3
2020_17_DAL_NYG,DAL,80,108,199,307,19
2020_17_DAL_NYG,NYG,52,128,211,339,23
2020_17_GB_CHI,CHI,74,108,248,356,16
2020_17_GB_CHI,GB,44,79,237,316,35
2020_17_JAX_IND,IND,62,275,164,439,28
2020_17_JAX_IND,JAX,65,53,230,283,14
2020_17_LAC_KC,KC,50,51,217,268,21
2020_17_LAC_KC,LAC,66,137,281,418,38
2020_17_LV_DEN,DEN,75,122,324,446,31
2020_17_LV_DEN,LV,63,107,359,466,32
2020_17_MIA_BUF,BUF,60,82,377,459,56
2020_17_MIA_BUF,MIA,80,70,384,454,26
2020_17_MIN_DET,DET,54,129,288,417,35
2020_17_MIN_DET,MIN,71,129,383,512,37
2020_17_NO_CAR,CAR,60,74,246,320,7
2020_17_NO_CAR,NO,63,157,191,348,33
2020_17_NYJ_NE,NE,63,166,238,404,28
2020_17_NYJ_NE,NYJ,62,111,239,350,14
2020_17_PIT_CLE,CLE,61,193,166,359,24
2020_17_PIT_CLE,PIT,65,85,309,394,22
2020_17_SEA_SF,SEA,64,122,159,281,26
2020_17_SEA_SF,SF,64,86,242,328,23
2020_17_TEN_HOU,HOU,61,96,361,457,38
2020_17_TEN_HOU,TEN,69,289,204,493,41
2020_17_WAS_PHI,PHI,65,118,98,216,14
2020_17_WAS_PHI,WAS,62,103,145,248,20
2020_18_BAL_TEN,BAL,62,238,165,403,20
2020_18_BAL_TEN,TEN,49,51,158,209,13
2020_18_CHI_NO,CHI,49,48,191,239,9
2020_18_CHI_NO,NO,75,123,262,385,21
2020_18_CLE_PIT,CLE,62,132,263,395,48
2020_18_CLE_PIT,PIT,84,52,501,553,37
2020_18_IND_BUF,BUF,58,96,301,397,27
2020_18_IND_BUF,IND,75,164,309,473,24
2020_18_LA_SEA,LA,69,166,169,335,30
2020_18_LA_SEA,SEA,57,136,142,278,20
2020_18_TB_WAS,TB,69,144,365,509,31
2020_18_TB_WAS,WAS,69,86,289,375,23
2020_19_BAL_BUF,BAL,72,150,190,340,3
2020_19_BAL_BUF,BUF,51,37,188,225,17
2020_19_CLE_KC,CLE,60,112,196,308,17
2020_19_CLE_KC,KC,61,124,315,439,22
2020_19_LA_GB,GB,69,192,296,488,32
2020_19_LA_GB,LA,50,96,148,244,18
2020_19_TB_NO,NO,60,104,190,294,20
2020_19_TB_NO,TB,66,128,189,317,30
2020_20_BUF_KC,BUF,70,129,234,363,24
2020_20_BUF_KC,KC,60,118,325,443,38
2020_20_TB_GB,GB,69,67,314,381,26
2020_20_TB_GB,TB,60,77,275,352,31
2020_21_KC_TB,KC,68,108,243,351,9
2020_21_KC_TB,TB,60,147,195,342,31
2021_01_ARI_TEN,ARI,67,136,280,416,38
2021_01_ARI_TEN,TEN,64,86,162,248,13
2021_01_BAL_LV,BAL,66,190,217,407,27
2021_01_BAL_LV,LV,78,82,409,491,33
2021_01_CHI_LA,CHI,69,134,188,322,14
2021_01_CHI_LA,LA,46,80,312,392,34
2021_01_CLE_KC,CLE,56,153,304,457,29
2021_01_CLE_KC,KC,59,75,324,399,33
2021_01_DAL_TB,DAL,77,60,391,451,29
2021_01_DAL_TB,TB,64,52,379,431,31
2021_01_DEN_NYG,DEN,66,165,255,420,27
2021_01_DEN_NYG,NYG,57,61,254,315,13
2021_01_GB_NO,GB,52,43,186,229,3
2021_01_GB_NO,NO,58,172,151,323,38
2021_01_JAX_HOU,HOU,74,161,289,450,37
2021_01_JAX_HOU,JAX,67,78,319,397,21
2021_01_LAC_WAS,LAC,75,93,334,427,20
2021_01_LAC_WAS,WAS,49,126,133,259,16
2021_01_MIA_NE,MIA,49,76,185,261,17
2021_01_MIA_NE,NE,70,125,268,393,16
2021_01_MIN_CIN,CIN,67,149,217,366,27
2021_01_MIN_CIN,MIN,74,67,336,403,24
2021_01_NYJ_CAR,CAR,60,117,270,387,19
2021_01_NYJ_CAR,NYJ,60,45,207,252,14
2021_01_PHI_ATL,ATL,64,124,136,260,6
2021_01_PHI_ATL,PHI,66,173,261,434,32
2021_01_PIT_BUF,BUF,79,117,254,371,16
2021_01_PIT_BUF,PIT,52,78,177,255,23
2021_01_SEA_IND,IND,71,113,223,336,16
2021_01_SEA_IND,SEA,53,140,241,381,28
2021_01_SF_DET,DET,84,116,314,430,33
2021_01_SF_DET,SF,53,132,311,443,41
2021_02_ATL_TB,ATL,69,55,293,348,25
2021_02_ATL_TB,TB,57,85,259,344,48
2021_02_BUF_MIA,BUF,62,145,171,316,35
2021_02_BUF_MIA,MIA,69,72,145,217,0
2021_02_CIN_CHI,CHI,58,127,83,210,20
2021_02_CIN_CHI,CIN,55,69,179,248,17
2021_02_DAL_LAC,DAL,60,198,221,419,20
2021_02_DAL_LAC,LAC,62,95,313,408,17
2021_02_DEN_JAX,DEN,65,98,302,400,23
2021_02_DEN_JAX,JAX,50,75,114,189,13
2021_02_DET_GB,DET,56,108,236,344,17
2021_02_DET_GB,GB,57,100,227,327,35
2021_02_HOU_CLE,CLE,54,159,199,358,31
2021_02_HOU_CLE,HOU,58,82,220,302,21
2021_02_KC_BAL,BAL,66,252,230,482,36
2021_02_KC_BAL,KC,49,62,343,405,35
2021_02_LA_IND,IND,65,109,245,354,24
2021_02_LA_IND,LA,60,101,270,371,27
2021_02_LV_PIT,LV,64,52,373,425,26
2021_02_LV_PIT,PIT,56,39,292,331,17
2021_02_MIN_ARI,ARI,60,103,371,474,34
2021_02_MIN_ARI,MIN,60,177,242,419,33
2021_02_NE_NYJ,NE,57,101,159,260,25
2021_02_NE_NYJ,NYJ,67,153,184,337,6
2021_02_NO_CAR,CAR,73,89,294,383,26
2021_02_NO_CAR,NO,42,49,80,129,7
2021_02_NYG_WAS,NYG,63,164,228,392,29
2021_02_NYG_WAS,WAS,68,87,320,407,30
2021_02_SF_PHI,PHI,54,152,177,329,11
2021_02_SF_PHI,SF,65,120,189,309,17
2021_02_TEN_SEA,SEA,52,77,320,397,30
2021_02_TEN_SEA,TEN,82,213,320,533,33
2021_03_ARI_JAX,ARI,64,91,316,407,31
2021_03_ARI_JAX,JAX,65,159,202,361,19
2021_03_ATL_NYG,ATL,59,69,227,296,17
2021_03_ATL_NYG,NYG,63,101,246,347,14
2021_03_BAL_DET,BAL,56,116,271,387,19
2021_03_BAL_DET,DET,60,93,192,285,17
2021_03_CAR_HOU,CAR,67,120,290,410,24
2021_03_CAR_HOU,HOU,48,42,151,193,9
2021_03_CHI_CLE,CHI,42,46,1,47,6
2021_03_CHI_CLE,CLE,75,217,203,420,26
2021_03_CIN_PIT,CIN,39,100,172,272,24
2021_03_CIN_PIT,PIT,77,45,297,342,10
2021_03_GB_SF,GB,57,100,253,353,30
2021_03_GB_SF,SF,65,67,231,298,28
2021_03_IND_TEN,IND,57,87,178,265,16
2021_03_IND_TEN,TEN,63,182,188,370,25
2021_03_LAC_KC,KC,76,186,251,437,24
2021_03_LAC_KC,LAC,60,78,275,353,30
2021_03_MIA_LV,LV,79,142,357,499,31
2021_03_MIA_LV,MIA,77,133,197,330,28
2021_03_NO_NE,NE,70,49,251,300,13
2021_03_NO_NE,NO,60,144,110,254,28
2021_03_NYJ_DEN,DEN,63,121,223,344,26
2021_03_NYJ_DEN,NYJ,53,43,119,162,0
2021_03_PHI_DAL,DAL,68,163,220,383,41
2021_03_PHI_DAL,PHI,53,64,303,367,21
2021_03_SEA_MIN,MIN,73,140,313,453,30
2021_03_SEA_MIN,SEA,52,106,283,389,17
2021_03_TB_LA,LA,61,78,331,409,34
2021_03_TB_LA,TB,71,35,411,446,24
2021_03_WAS_BUF,BUF,74,125,359,484,43
2021_03_WAS_BUF,WAS,50,78,212,290,21
2021_04_ARI_LA,ARI,73,218,249,467,37
2021_04_ARI_LA,LA,63,122,280,402,20
2021_04_BAL_DEN,BAL,70,102,304,406,23
2021_04_BAL_DEN,DEN,59,106,148,254,7
2021_04_CAR_DAL,CAR,68,113,266,379,28
2021_04_CAR_DAL,DAL,54,246,188,434,36
2021_04_CLE_MIN,CLE,74,184,143,327,14
2021_04_CLE_MIN,MIN,62,66,190,256,7
2021_04_DET_CHI,CHI,55,190,185,375,24
2021_04_DET_CHI,DET,67,90,261,351,14
2021_04_HOU_BUF,BUF,70,201,251,452,40
2021_04_HOU_BUF,HOU,42,48,61,109,0
2021_04_IND_MIA,IND,64,143,210,353,27
2021_04_IND_MIA,MIA,49,35,168,203,17
2021_04_JAX_CIN,CIN,55,78,342,420,24
